"bd ~ B4","bd ~ B42","bd ~ B5","rdry ~ B4","rdry ~ B42","rdry ~ B5","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","idry ~ B4","idry ~ B42","idry ~ B5","env","pop"
NA,0.276574963532068,-0.027998811654738,NA,NA,0.0638739318815171,NA,NA,0.197534765701231,NA,NA,NA,"Sun","bur"
