"bd ~ B4","bd ~ B42","bd ~ B5","rdry ~ B4","rdry ~ B42","rdry ~ B5","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","idry ~ B4","idry ~ B42","idry ~ B5","env","pop"
NA,0.0699163210841552,-0.0834958306039068,NA,NA,0.0783935731755633,NA,NA,0.108415813759247,NA,NA,NA,"Shade","bur"
