"bd ~ B4","bd ~ B42","bd ~ B5","bd ~ B52","rdry ~ B4","rdry ~ B42","rdry ~ B5","rdry ~ B52","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","h3h1 ~ B52","idry ~ B4","idry ~ B42","idry ~ B5","idry ~ B52","env","pop"
NA,0.266214986912527,-0.0262534828745997,-0.0331046740375517,NA,NA,0.0638739087009385,NA,NA,NA,0.19753477875121,NA,NA,NA,NA,NA,"Sun","bur"
