"bd ~ B4","bd ~ B42","bd ~ B5","bd ~ B52","rdry ~ B4","rdry ~ B42","rdry ~ B5","rdry ~ B52","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","h3h1 ~ B52","idry ~ B4","idry ~ B42","idry ~ B5","idry ~ B52","env","pop"
NA,0.0559520750252913,-0.0787943360205283,-0.0920199836124234,NA,NA,0.0783935718518776,NA,NA,NA,0.108415786382789,NA,NA,NA,NA,NA,"Shade","bur"
