"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.109733164654154,NA,-0.389283177598697,NA,0.195539253207725,0.242686335591135,"Sun","bur"
