"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.404892812701291,NA,0.0715556355652437,NA,0.533638301287605,0.239061442414658,"Shade","bur"
