"bd ~ B4","bd ~ B42","bd ~ B5","bd ~ B52","rdry ~ B4","rdry ~ B42","rdry ~ B5","rdry ~ B52","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","h3h1 ~ B52","idry ~ B4","idry ~ B42","idry ~ B5","idry ~ B52","env","pop"
0.839656171069871,0.303061737881551,-0.907256777116239,-0.329316585346171,NA,NA,0.305635859231839,NA,NA,NA,0.435527457810339,NA,0.0751176612230333,NA,NA,NA,"Sun","sha"
