"bd ~ B4","bd ~ B42","bd ~ B5","bd ~ B52","rdry ~ B4","rdry ~ B42","rdry ~ B5","rdry ~ B52","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","h3h1 ~ B52","idry ~ B4","idry ~ B42","idry ~ B5","idry ~ B52","env","pop"
0.210679070613171,NA,0.38611129477757,NA,NA,-0.178376074965064,NA,NA,0.230968450199383,NA,0.218372912738108,NA,NA,NA,NA,NA,"Sun","ita"
