"bd ~ B4","bd ~ B42","bd ~ B5","bd ~ B52","rdry ~ B4","rdry ~ B42","rdry ~ B5","rdry ~ B52","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","h3h1 ~ B52","idry ~ B4","idry ~ B42","idry ~ B5","idry ~ B52","env","pop"
0.924599951844212,0.315927773240907,-1.06905470846233,-0.297145697612334,NA,NA,0.233200504036695,NA,NA,NA,0.276352242522834,NA,0.076635562674183,NA,NA,NA,"Shade","sha"
