"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.843988620490394,NA,NA,NA,0.167809488190736,0.362025134626181,"Shade","sha"
