"bd ~ B4","bd ~ B42","bd ~ B5","bd ~ B52","rdry ~ B4","rdry ~ B42","rdry ~ B5","rdry ~ B52","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","h3h1 ~ B52","idry ~ B4","idry ~ B42","idry ~ B5","idry ~ B52","env","pop"
NA,0.0614772942105022,NA,-0.0644128870749617,NA,NA,NA,NA,NA,0.0814174468432217,NA,-0.103002228699618,NA,NA,NA,NA,"Sun","oy"
