"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.582753028466369,-0.154995766119889,0.118215298355218,0.0703010303309289,0.122160256793646,0.219091986363732,"Shade","blh"
