"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.644710788766863,NA,0.216070702506689,NA,0.171995447056749,0.135037134282414,"Sun","cvi"
