"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.112442686137894,NA,0.789257705599029,NA,1.24838825859782,0.2689982007498,"Shade","oy"
