"bd ~ B4","bd ~ B42","bd ~ B5","bd ~ B52","rdry ~ B4","rdry ~ B42","rdry ~ B5","rdry ~ B52","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","h3h1 ~ B52","idry ~ B4","idry ~ B42","idry ~ B5","idry ~ B52","env","pop"
0.794505242944958,NA,0.210199325048328,NA,NA,-0.142033809254084,NA,NA,0.0186012260591946,NA,0.00966933192274332,NA,NA,NA,NA,NA,"Shade","ita"
