"plant_id","tray","pot_pos","geno","geno2","shelf","treatment","days","h1","h2","h3","h2_h1_height_diff_avg","h3_h2_height_diff_avg","h3_h1_height_diff_avg","i_growth_days","envelope","i_dry","r_dry","assigned_no","rep"
"9H4004_15","9H4004","15","20RV332","95","4","Sun",33.2916666666667,2,172,332,24.2857142857143,22.8571428571429,23.5714285714286,14,"1566",0.3004,0.4232,"411",4
"9H4004_16","9H4004","16","29RV022","4","4","Sun",40.2916666666667,15,163,279,21.1428571428571,16.5714285714286,18.8571428571429,14,"1733",0.2287,0.3378,"920",4
"9H4004_2","9H4004","2","27RV154","40","4","Sun",24.2916666666667,1,103,293,14.5714285714286,27.1428571428572,20.8571428571429,14,"847",0.2453,0.1667,"656",4
"9H4004_3","9H4004","3","13RV007","5","4","Sun",33.2916666666667,1,96,230,13.5714285714286,19.1428571428571,16.3571428571429,14,"1565",0.1622,0.3022,"171",4
"9H4004_4","9H4004","4","8RV321","108","4","Sun",21.2916666666667,2,134,254,18.8571428571429,17.1428571428572,18,14,"488",0.1483,0.0793,"124",4
"9H4004_5","9H4004","5","28RV128","39","4","Sun",26.2916666666667,2,102,304,14.2857142857143,28.8571428571429,21.5714285714286,14,"1171",0.2545,0.2025,"805",4
"9H4004_6","9H4004","6","8RV146","49","4","Sun",21.2916666666667,1,90,204,12.7142857142857,16.2857142857143,14.5,14,"1351",0.1094,NA,"65",4
"9H4004_7","9H4004","7","27RV284","80","4","Sun",24.2916666666667,1,71,256,10,26.4285714285714,18.2142857142857,14,"846",0.16,0.1456,"696",4
"9H4004_8","9H4004","8","27RV369","103","4","Sun",26.2916666666667,1,96,264,13.5714285714286,24,18.7857142857143,14,"1170",0.1476,0.1603,"719",4
"9H4004_9","9H4004","9","21RV186","51","4","Sun",28.2916666666667,1,85,242,12,22.4285714285714,17.2142857142857,14,"1352",0.0891,0.2111,"517",4
"9H4005_1","9H4005","1","28RV370","102","4","Sun",26.2916666666667,5,184,314,25.5714285714286,18.5714285714286,22.0714285714286,14,"1164",0.1029,0.0242,"868",4
"9H4005_10","9H4005","10","20RV220","62","4","Sun",31.2916666666667,1,92,296,13,29.1428571428571,21.0714285714286,14,"1484",0.2021,0.2606,"378",4
"9H4005_11","9H4005","11","8RV285","90","4","Sun",21.2916666666667,2,140,240,19.7142857142857,14.2857142857143,17,14,"498",0.1256,0.0623,"106",4
"9H4005_12","9H4005","12","29RV494","115","4","Sun",26.2916666666667,10,130,244,17.1428571428572,16.2857142857143,16.7142857142857,14,"1163",0.066,0.004,"1031",4
"9H4005_13","9H4005","13","29RV464","111","4","Sun",33.2916666666667,1,62,233,8.71428571428571,24.4285714285714,16.5714285714286,14,"1561",0.138,0.5194,"1027",4
"9H4005_4","9H4005","4","8RV259","80","4","Sun",19.2916666666667,1,122,260,17.2857142857143,19.7142857142857,18.5,14,"232",0.154,0.1041,"96",4
"9H4005_5","9H4005","5","8RV124","41","4","Sun",35.2916666666667,1,120,303,17,26.1428571428571,21.5714285714286,14,"1624",0.272,0.3495,"57",4
"9H4005_7","9H4005","7","21RV467","133","4","Sun",40.2916666666667,7,153,326,20.8571428571429,24.7142857142857,22.7857142857143,14,"1735",0.2743,0.7621,"599",4
"9H4005_9","9H4005","9","27RV212","57","4","Sun",24.2916666666667,1,115,302,16.2857142857143,26.7142857142857,21.5,14,"874",0.1499,0.1138,"673",4
"9H4006_1","9H4006","1","28RV417","115","4","Sun",21.2916666666667,2,157,310,22.1428571428571,21.8571428571429,22,14,"494",0.1357,0.0987,"881",4
"9H4006_10","9H4006","10","27RV167","47","4","Sun",24.2916666666667,1,117,310,16.5714285714286,27.5714285714286,22.0714285714286,14,"872",0.19,0.1887,"663",4
"9H4006_11","9H4006","11","8RV236","72","4","Sun",26.2916666666667,1,97,231,13.7142857142857,19.1428571428571,16.4285714285714,14,"1156",0.1313,0.1364,"88",4
"9H4006_12","9H4006","12","6906","C24","4","Sun",31.2916666666667,1,170,341,24.1428571428572,24.4285714285714,24.2857142857143,14,"1475",0.2456,0.1571,"1077",4
"9H4006_13","9H4006","13","13RV307","97","4","Sun",26.2916666666667,3,93,227,12.8571428571429,19.1428571428571,16,14,"1157",0.1902,0.1146,"263",4
"9H4006_14","9H4006","14","13RV152","51","4","Sun",28.2916666666667,2,131,262,18.4285714285714,18.7142857142857,18.5714285714286,14,"1348",0.2367,0.1673,"217",4
"9H4006_15","9H4006","15","21RV115","37","4","Sun",31.2916666666667,1,112,306,15.8571428571429,27.7142857142857,21.7857142857143,14,"1476",0.1389,0.2805,"503",4
"9H4006_16","9H4006","16","27RV492","141","4","Sun",26.2916666666667,1,90,267,12.7142857142857,25.2857142857143,19,14,"1155",0.1596,0.1322,"757",4
"9H4006_2","9H4006","2","20RV355","103","4","Sun",42.2916666666667,9,152,296,20.4285714285714,20.5714285714286,20.5,14,"1786",NA,NA,"419",4
"9H4006_3","9H4006","3","29RV213","48","4","Sun",24.2916666666667,3,130,225,18.1428571428571,13.5714285714286,15.8571428571429,14,"870",0.1375,0.0915,"964",4
"9H4006_4","9H4006","4","28RV096","30","4","Sun",21.2916666666667,1,130,301,18.4285714285714,24.4285714285714,21.4285714285714,14,"493",0.1641,0.1025,"796",4
"9H4006_5","9H4006","5","6894","BAY-0","4","Sun",21.2916666666667,2,153,260,21.5714285714286,15.2857142857143,18.4285714285714,14,"495",0.262,0.1313,"1075",4
"9H4006_6","9H4006","6","21RV052","17","4","Sun",33.2916666666667,4,27,84,3.28571428571429,8.14285714285714,5.71428571428571,14,"1559",0.1804,0.3852,"483",4
"9H4006_7","9H4006","7","27RV103","30","4","Sun",24.2916666666667,1,134,280,19,20.8571428571429,19.9285714285714,14,"871",0.2017,0.1083,"646",4
"9H4006_8","9H4006","8","13RV059","24","4","Sun",42.2916666666667,1,47,77,6.57142857142857,4.28571428571429,5.42857142857143,14,"1785",NA,NA,"190",4
"9H4006_9","9H4006","9","20RV404","112","4","Sun",24.2916666666667,1,87,271,12.2857142857143,26.2857142857143,19.2857142857143,14,"873",0.1764,0.1754,"428",4
"9H4007_1","9H4007","1","27RV161","43","4","Sun",24.2916666666667,2,139,247,19.5714285714286,15.4285714285714,17.5,14,"830",0.1596,0.1081,"659",4
"9H4007_11","9H4007","11","8RV495","149","4","Sun",24.2916666666667,1,120,241,17,17.2857142857143,17.1428571428571,14,"829",0.0752,0.0655,"165",4
"9H4007_12","9H4007","12","27RV150","39","4","Sun",24.2916666666667,1,130,257,18.4285714285714,18.1428571428572,18.2857142857143,14,"827",0.1783,0.0983,"655",4
"9H4007_15","9H4007","15","13RV337","108","4","Sun",19.2916666666667,1,73,219,10.2857142857143,20.8571428571429,15.5714285714286,14,"216",0.1426,0.0978,"274",4
"9H4007_16","9H4007","16","5837","BOR-4","4","Sun",28.2916666666667,1,158,307,22.4285714285714,21.2857142857143,21.8571428571429,14,"1329",0.252,0.1666,"1076",4
"9H4007_2","9H4007","2","13RV198","64","4","Sun",28.2916666666667,1,128,276,18.1428571428572,21.1428571428571,19.6428571428571,14,"1330",0.1602,0.1937,"230",4
"9H4007_3","9H4007","3","28RV059","25","4","Sun",24.2916666666667,1,168,296,23.8571428571429,18.2857142857143,21.0714285714286,14,"828",0.2537,0.1375,"791",4
"9H4007_5","9H4007","5","20RV290","79","4","Sun",31.2916666666667,1,82,245,11.5714285714286,23.2857142857143,17.4285714285714,14,"1467",0.1624,0.411,"395",4
"9H4007_6","9H4007","6","27RV068","23","4","Sun",28.2916666666667,1,128,261,18.1428571428572,19,18.5714285714286,14,"1331",0.0667,0.073,"639",4
"9H4007_7","9H4007","7","20RV081","21","4","Sun",40.2916666666667,1,87,242,12.2857142857143,22.1428571428571,17.2142857142857,14,"1726",0.3111,0.8328,"337",4
"9H4007_8","9H4007","8","28RV034","15","4","Sun",19.2916666666667,1,98,299,13.8571428571429,28.7142857142857,21.2857142857143,14,"215",0.195,0.1208,"781",4
"9H4007_9","9H4007","9","21RV377","103","4","Sun",21.2916666666667,1,81,278,11.4285714285714,28.1428571428572,19.7857142857143,14,"480",0.1463,0.1151,"569",4
"9H4008_1","9H4008","1","27RV078","24","4","Sun",26.2916666666667,1,137,330,19.4285714285714,27.5714285714286,23.5,14,"1142",0.1902,0.195,"640",4
"9H4008_10","9H4008","10","13RV156","52","4","Sun",28.2916666666667,1,141,NA,10,NA,NA,14,"1320",0.0562,0.1393,"218",4
"9H4008_11","9H4008","11","13RV048","20","4","Sun",19.2916666666667,1,46,197,6.42857142857143,21.5714285714286,14,14,"224",0.1294,0.1614,"186",4
"9H4008_12","9H4008","12","21RV473","134","4","Sun",49.2916666666667,2,44,NA,6,NA,NA,7,NA,NA,NA,"600",4
"9H4008_14","9H4008","14","20RV188","52","4","Sun",26.2916666666667,2,70,164,9.71428571428572,13.4285714285714,11.5714285714286,14,"1141",0.0324,0.0389,"368",4
"9H4008_15","9H4008","15","20RV194","56","4","Sun",38.2916666666667,1,60,83,8.42857142857143,3.28571428571429,5.85714285714286,14,"1676",0.061,0.7844,"372",4
"9H4008_16","9H4008","16","28RV498","141","4","Sun",26.2916666666667,2,166,338,23.4285714285714,24.5714285714286,24,14,"1140",0.2009,0.1539,"907",4
"9H4008_2","9H4008","2","13RV416","124","4","Sun",21.2916666666667,1,96,334,13.5714285714286,17,15.8571428571429,21,"1319",0.2686,0.0176,"290",4
"9H4008_3","9H4008","3","20RV376","108","4","Sun",52.2916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"424",4
"9H4008_5","9H4008","5","29RV602","137","4","Sun",28.2916666666667,1,255,334,18.1428571428571,11.2857142857143,15.8571428571429,21,"1620",0.4245,0.2475,"1053",4
"9H4008_6","9H4008","6","21RV122","38","4","Sun",31.2916666666667,2,147,286,20.7142857142857,19.8571428571429,20.2857142857143,14,"1462",0.1103,0.2516,"504",4
"9H4008_7","9H4008","7","8RV385","124","4","Sun",24.2916666666667,1,138,277,19.5714285714286,19.8571428571429,19.7142857142857,14,"833",0.1352,0.0702,"140",4
"9H4008_8","9H4008","8","21RV204","55","4","Sun",26.2916666666667,4,114,212,15.7142857142857,14,14.8571428571429,14,"1139",0.1171,0.0403,"521",4
"9H4008_9","9H4008","9","6977","VAN-0","4","Sun",52.2916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1105",4
"9H4009_1","9H4009","1","100000","WIL-1-Dean-Lab","4","Sun",24.2916666666667,4,160,275,22.2857142857143,16.4285714285714,19.3571428571429,14,"862",0.171,0.0713,"1152",4
"9H4009_10","9H4009","10","8RV058","21","4","Sun",31.2916666666667,1,139,241,19.7142857142857,14.5714285714286,17.1428571428571,14,"1474",0.0908,0.1397,"37",4
"9H4009_12","9H4009","12","6945","NOK-3","4","Sun",45.2916666666667,10,97,NA,12.4285714285714,NA,NA,7,NA,NA,NA,"1093",4
"9H4009_13","9H4009","13","20RV409","114","4","Sun",42.2916666666667,5,128,280,17.5714285714286,21.7142857142857,19.6428571428571,14,"1784",NA,NA,"430",4
"9H4009_14","9H4009","14","28RV360","95","4","Sun",54.2916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"861",4
"9H4009_15","9H4009","15","7514","RRS-7","4","Sun",47.2916666666667,8,78,NA,10,NA,NA,7,NA,NA,NA,"1115",4
"9H4009_16","9H4009","16","8378","SAP-0","4","Sun",24.2916666666667,1,115,280,16.2857142857143,23.5714285714286,19.9285714285714,14,"860",0.2333,0.1411,"1148",4
"9H4009_2","9H4009","2","21RV130","39","4","Sun",38.2916666666667,3,60,184,8.14285714285714,17.7142857142857,12.9285714285714,14,"1682",0.1023,0.4813,"505",4
"9H4009_3","9H4009","3","20RV135","33","4","Sun",40.2916666666667,6,57,135,7.28571428571429,11.1428571428571,9.21428571428571,14,"1728",0.1428,0.2688,"349",4
"9H4009_4","9H4009","4","6942","Nd-1","4","Sun",24.2916666666667,1,122,284,17.2857142857143,23.1428571428572,20.2142857142857,14,"859",0.1434,0.0796,"1092",4
"9H4009_5","9H4009","5","20RV460","124","4","Sun",28.2916666666667,1,49,241,6.85714285714286,27.4285714285714,17.1428571428571,14,"1343",0.2162,0.2634,"440",4
"9H4009_6","9H4009","6","8RV223","66","4","Sun",24.2916666666667,1,93,231,13.1428571428571,19.7142857142857,16.4285714285714,14,"861",0.1278,0.0946,"82",4
"9H4009_8","9H4009","8","13RV301","93","4","Sun",26.2916666666667,1,80,246,11.2857142857143,23.7142857142857,17.5,14,"1160",0.1266,0.1632,"259",4
"9H4009_9","9H4009","9","8RV493","147","4","Sun",24.2916666666667,4,123,227,17,14.8571428571429,15.9285714285714,14,"863",0.1498,0.1235,"163",4
"9H4010_1","9H4010","1","8RV170","55","4","Sun",28.2916666666667,1,86,227,12.1428571428571,20.1428571428571,16.1428571428571,14,"1338",0.0645,0.0327,"71",4
"9H4010_10","9H4010","10","21RV202","54","4","Sun",54.2916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"520",4
"9H4010_14","9H4010","14","20RV153","40","4","Sun",42.2916666666667,1,37,240,5.14285714285714,29,17.0714285714286,14,"1783",NA,NA,"356",4
"9H4010_15","9H4010","15","27RV176","51","4","Sun",24.2916666666667,1,83,295,11.7142857142857,30.2857142857143,21,14,"849",0.1885,0.1425,"667",4
"9H4010_16","9H4010","16","27RV342","96","4","Sun",24.2916666666667,1,78,256,11,25.4285714285714,18.2142857142857,14,"848",0.2113,0.1673,"712",4
"9H4010_2","9H4010","2","7340","Sav-0","4","Sun",17.2916666666667,4,150,288,20.8571428571429,19.7142857142857,20.2857142857143,14,"52",0.1325,0.0476,"1113",4
"9H4010_4","9H4010","4","29RV198","43","4","Sun",45.2916666666667,4,166,NA,23.1428571428571,NA,NA,7,NA,NA,NA,"959",4
"9H4010_5","9H4010","5","13RV332","106","4","Sun",26.2916666666667,1,80,240,11.2857142857143,22.8571428571429,17.0714285714286,14,"1154",0.0951,0.1411,"272",4
"9H4010_6","9H4010","6","20RV026","11","4","Sun",33.2916666666667,1,108,337,15.2857142857143,32.7142857142857,24,14,"1560",0.3304,0.6021,"327",4
"9H4010_7","9H4010","7","20RV189","53","4","Sun",35.2916666666667,1,93,283,13.1428571428571,27.1428571428571,20.1428571428571,14,"1623",0.2,0.6527,"369",4
"9H4010_8","9H4010","8","13RV081","32","4","Sun",19.2916666666667,3,108,230,15,17.4285714285714,16.2142857142857,14,"231",0.1653,0.0907,"198",4
"9H4010_9","9H4010","9","27RV451","131","4","Sun",24.2916666666667,2,115,301,16.1428571428571,26.5714285714286,21.3571428571429,14,"850",0.2228,0.1181,"747",4
"9H4011_1","9H4011","1","27RV467","133","4","Sun",19.2916666666667,24,192,270,24,11.1428571428571,17.5714285714286,14,"229",0.1523,0.0962,"749",4
"9H4011_11","9H4011","11","20RV354","102","4","Sun",33.2916666666667,2,138,312,19.4285714285714,24.8571428571429,22.1428571428571,14,"1564",0.3538,0.4613,"418",4
"9H4011_12","9H4011","12","13RV255","83","4","Sun",28.2916666666667,6,45,80,5.57142857142857,5,5.28571428571429,14,"1349",0.0205,0.0929,"249",4
"9H4011_14","9H4011","14","29RV162","31","4","Sun",24.2916666666667,1,42,239,5.85714285714286,28.1428571428572,17,14,"841",0.1901,0.2268,"947",4
"9H4011_15","9H4011","15","27RV486","139","4","Sun",28.2916666666667,2,50,225,6.85714285714286,25,15.9285714285714,14,"1350",0.598,0.0439,"755",4
"9H4011_16","9H4011","16","27RV298","85","4","Sun",24.2916666666667,1,136,347,19.2857142857143,30.1428571428572,24.7142857142857,14,"839",NA,0.154,"701",4
"9H4011_2","9H4011","2","27RV411","121","4","Sun",24.2916666666667,1,147,282,20.8571428571429,19.2857142857143,20.0714285714286,14,"840",0.2075,0.1348,"737",4
"9H4011_3","9H4011","3","20RV002","1","4","Sun",38.2916666666667,1,48,186,6.71428571428571,19.7142857142857,13.2142857142857,14,"1685",0.0699,0.5829,"317",4
"9H4011_4","9H4011","4","28RV419","116","4","Sun",45.2916666666667,2,168,NA,23.7142857142857,NA,NA,7,NA,NA,NA,"882",4
"9H4011_5","9H4011","5","29RV630","146","4","Sun",31.2916666666667,3,98,244,13.5714285714286,20.8571428571429,17.2142857142857,14,"1481",0.082,0.1748,"1062",4
"9H4011_6","9H4011","6","186AV","Col-0","4","Sun",19.2916666666667,1,70,268,9.85714285714286,28.2857142857143,19.0714285714286,14,"228",0.2074,0.1605,"10",4
"9H4011_7","9H4011","7","8RV202","62","4","Sun",21.2916666666667,3,150,253,21,14.7142857142857,17.8571428571429,14,"491",0.1153,0.0757,"78",4
"9H4011_8","9H4011","8","29RV590","132","4","Sun",38.2916666666667,1,130,313,18.4285714285714,26.1428571428571,22.2857142857143,14,"1684",0.3048,0.5192,"1048",4
"9H4011_9","9H4011","9","27RV116","34","4","Sun",24.2916666666667,2,144,312,20.2857142857143,24,22.1428571428571,14,"842",0.2874,0.1677,"650",4
"9H4012_10","9H4012","10","8RV197","59","4","Sun",40.2916666666667,12,157,302,20.7142857142857,20.7142857142857,20.7142857142857,14,"1729",0.2528,0.3286,"75",4
"9H4012_11","9H4012","11","21RV489","143","4","Sun",26.2916666666667,1,136,308,19.2857142857143,24.5714285714286,21.9285714285714,14,"1150",0.1702,0.128,"609",4
"9H4012_12","9H4012","12","29RV614","141","4","Sun",19.2916666666667,2,84,200,11.7142857142857,16.5714285714286,14.1428571428571,14,"230",0.134,0.1174,"1057",4
"9H4012_13","9H4012","13","8RV009","3","4","Sun",24.2916666666667,1,84,239,11.8571428571429,22.1428571428572,17,14,"858",0.1232,0.0687,"19",4
"9H4012_14","9H4012","14","6973","ULL2-3","4","Sun",26.2916666666667,2,163,278,23,16.4285714285714,19.7142857142857,14,"1152",0.352,0.2481,"1103",4
"9H4012_15","9H4012","15","8RV179","56","4","Sun",24.2916666666667,1,73,225,10.2857142857143,21.7142857142857,16,14,"1477",0.2897,0.08,"72",4
"9H4012_16","9H4012","16","8RV255","77","4","Sun",24.2916666666667,1,136,270,19.2857142857143,19.1428571428572,19.2142857142857,14,"856",0.12,0.0895,"93",4
"9H4012_2","9H4012","2","27RV500","146","4","Sun",24.2916666666667,2,130,292,18.2857142857143,23.1428571428572,20.7142857142857,14,"857",0.1216,0.078,"762",4
"9H4012_3","9H4012","3","27RV226","61","4","Sun",28.2916666666667,1,160,302,22.7142857142857,20.2857142857143,21.5,14,"1341",0.1937,0.1428,"677",4
"9H4012_4","9H4012","4","27RV497","144","4","Sun",24.2916666666667,17,164,257,21,13.2857142857143,17.1428571428571,14,"855",0.1058,0.0306,"760",4
"9H4012_5","9H4012","5","29RV057","8","4","Sun",40.2916666666667,3,86,262,11.8571428571429,25.1428571428571,18.5,14,NA,NA,NA,"924",4
"9H4012_6","9H4012","6","8374","RSCH-4","4","Sun",26.2916666666667,1,113,273,16,22.8571428571429,19.4285714285714,14,"1151",0.2636,0.2613,"1147",4
"9H4012_9","9H4012","9","27RV344","98","4","Sun",28.2916666666667,1,147,281,20.8571428571429,19.1428571428571,20,14,"1342",0.1731,0.1432,"714",4
"9H4013_1","9H4013","1","20RV303","85","4","Sun",31.2916666666667,4,118,299,16.2857142857143,25.8571428571429,21.0714285714286,14,"1482",0.1856,0.1745,"401",4
"9H4013_10","9H4013","10","6008","DUK","4","Sun",19.2916666666667,1,98,260,13.8571428571429,23.1428571428572,18.5,14,"226",0.1807,0.1073,"1068",4
"9H4013_11","9H4013","11","8RV134","43","4","Sun",26.2916666666667,2,126,239,17.7142857142857,16.1428571428571,16.9285714285714,14,"1166",0.1467,0.155,"59",4
"9H4013_12","9H4013","12","28RV504","144","4","Sun",42.2916666666667,1,153,338,21.7142857142857,26.4285714285714,24.0714285714286,14,"1787",NA,NA,"910",4
"9H4013_13","9H4013","13","21RV228","66","4","Sun",24.2916666666667,1,109,299,15.4285714285714,27.1428571428572,21.2857142857143,14,"869",0.2276,0.128,"532",4
"9H4013_14","9H4013","14","29RV180","38","4","Sun",21.2916666666667,1,77,200,10.8571428571429,17.5714285714286,14.2142857142857,14,"492",0.0942,0.1137,"954",4
"9H4013_15","9H4013","15","29RV163","32","4","Sun",24.2916666666667,2,127,246,17.8571428571429,17,17.4285714285714,14,"868",0.2115,0.082,"948",4
"9H4013_2","9H4013","2","28RV348","93","4","Sun",26.2916666666667,2,173,290,24.4285714285714,16.7142857142857,20.5714285714286,14,"1167",0.1259,0.0952,"859",4
"9H4013_3","9H4013","3","29RV423","101","4","Sun",26.2916666666667,4,155,290,21.5714285714286,19.2857142857143,20.4285714285714,14,"1165",0.1308,0.1473,"1017",4
"9H4013_4","9H4013","4","27RV432","126","4","Sun",24.2916666666667,1,110,289,15.5714285714286,25.5714285714286,20.5714285714286,14,"866",0.2048,0.1266,"742",4
"9H4013_5","9H4013","5","6966","SQ-1","4","Sun",38.2916666666667,1,127,308,18,25.8571428571429,21.9285714285714,14,"1683",0.5203,0.8085,"1101",4
