"plant_id","tray","pot_pos","geno","geno2","shelf","treatment","days","h1","h2","h3","h2_h1_height_diff_avg","h3_h2_height_diff_avg","h3_h1_height_diff_avg","i_growth_days","envelope","i_dry","r_dry","assigned_no","rep"
"2H4001_1","2H4001","1","13RV146","49","4","Sun",32.2916666666667,1,64,237,9,17.3,13.8823529411765,17,"1477",0.1646,0.4711,"215",1
"2H4001_10","2H4001","10","27RV405","117","4","Sun",23.2916666666667,2,322,NA,20,NA,NA,16,"953",0.2074,0.1636,"733",1
"2H4001_11","2H4001","11","29RV359","89","4","Sun",39.2916666666667,15,248,NA,23.3,NA,NA,10,NA,NA,NA,NA,1
"2H4001_12","2H4001","12","28RV240","62","4","Sun",16.2916666666667,1,138,258,19.5714285714286,24,21.4166666666667,12,"156",0.1255,0.1153,"828",1
"2H4001_13","2H4001","13","21RV093","28","4","Sun",39.2916666666667,8,192,NA,18.4,NA,NA,10,NA,NA,NA,NA,1
"2H4001_14","2H4001","14","21RV060","19","4","Sun",19.2916666666667,10,176,277,23.7142857142857,16.8333333333333,20.5384615384615,13,"412",0.164,0.0781,"485",1
"2H4001_16","2H4001","16","20RV276","73","4","Sun",21.2916666666667,1,132,308,18.7142857142857,22,20.4666666666667,15,"676",0.1945,0.1716,"389",1
"2H4001_2","2H4001","2","20RV272","71","4","Sun",43.2916666666667,10,79,79,11.5,NA,11.5,6,NA,NA,NA,NA,1
"2H4001_3","2H4001","3","29RV208","47","4","Sun",21.2916666666667,6,181,406,25,20.4545454545455,22.2222222222222,18,"950",0.3646,0.1749,"963",1
"2H4001_5","2H4001","5","28RV127","38","4","Sun",32.2916666666667,1,107,314,15.1428571428571,20.7,18.4117647058824,17,"1478",0.2631,0.4151,"804",1
"2H4001_6","2H4001","6","27RV103","30","4","Sun",23.2916666666667,1,364,NA,22.6875,NA,NA,16,"952",0.229,0.189,"646",1
"2H4001_7","2H4001","7","20RV494","135","4","Sun",21.2916666666667,1,96,376,13.5714285714286,25.4545454545455,20.8333333333333,18,"951",0.2874,0.244,"451",1
"2H4001_8","2H4001","8","21RV061","20","4","Sun",21.2916666666667,1,136,323,19.2857142857143,23.375,21.4666666666667,15,"675",0.1532,0.1311,"486",1
"2H4001_9","2H4001","9","28RV398","109","4","Sun",23.2916666666667,1,311,NA,19.375,NA,NA,16,"954",0.2057,0.2473,"875",1
"2H4002_1","2H4002","1","27RV369","103","4","Sun",19.2916666666667,7,174,279,23.8571428571429,17.5,20.9230769230769,13,"398",0.1149,0.0624,"719",1
"2H4002_10","2H4002","10","27RV008","4","4","Sun",21.2916666666667,4,149,279,20.7142857142857,16.25,18.3333333333333,15,"699",0.1795,0.1167,"620",1
"2H4002_11","2H4002","11","8RV439","138","4","Sun",23.2916666666667,2,391,NA,24.3125,NA,NA,16,"940",0.3108,0.2084,"154",1
"2H4002_12","2H4002","12","13RV085","33","4","Sun",16.2916666666667,3,180,342,25.2857142857143,18,21.1875,16,"397",0.2168,0.1031,"199",1
"2H4002_14","2H4002","14","29RV253","59","4","Sun",26.2916666666667,1,449,NA,26.3529411764706,NA,NA,17,"1138",0.3359,0.3446,"975",1
"2H4002_15","2H4002","15","29RV159","30","4","Sun",32.2916666666667,2,29,200,3.85714285714286,17.1,11.6470588235294,17,"1487",0.1651,0.4651,"946",1
"2H4002_16","2H4002","16","28RV419","116","4","Sun",23.2916666666667,1,328,NA,20.4375,NA,NA,16,"939",0.2161,0.152,"882",1
"2H4002_2","2H4002","2","28RV300","78","4","Sun",23.2916666666667,1,373,NA,23.25,NA,NA,16,"941",0.1708,0.2245,"844",1
"2H4002_3","2H4002","3","27RV258","72","4","Sun",26.2916666666667,1,314,NA,18.4117647058824,NA,NA,17,"1136",0.1995,0.2195,"688",1
"2H4002_4","2H4002","4","8RV223","66","4","Sun",23.2916666666667,1,362,NA,22.5625,NA,NA,16,"938",0.2614,0.1337,"82",1
"2H4002_5","2H4002","5","28RV313","83","4","Sun",26.2916666666667,1,444,NA,26.0588235294118,NA,NA,17,"1139",0.2415,0.3123,"849",1
"2H4002_6","2H4002","6","28RV017","8","4","Sun",26.2916666666667,1,391,NA,22.9411764705882,NA,NA,17,"1137",0.2127,0.303,"774",1
"2H4002_7","2H4002","7","21RV186","51","4","Sun",49.2916666666667,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,1
"2H4002_8","2H4002","8","13RV254","82","4","Sun",14.2916666666667,1,238,NA,19.75,NA,NA,12,"33",0.1057,0.0807,"248",1
"2H4002_9","2H4002","9","29RV192","40","4","Sun",21.2916666666667,1,124,289,17.5714285714286,20.625,19.2,15,"700",0.208,0.1248,"956",1
"2H4003_1","2H4003","1","28RV007","3","4","Sun",23.2916666666667,3,372,NA,23.0625,NA,NA,16,"947",0.3742,0.111,"769",1
"2H4003_10","2H4003","10","20RV189","53","4","Sun",43.2916666666667,16,128,128,18.6666666666667,NA,18.6666666666667,6,NA,NA,NA,NA,1
"2H4003_11","2H4003","11","20RV095","25","4","Sun",26.2916666666667,3,318,NA,18.5294117647059,NA,NA,17,"1132",0.2478,0.1638,"341",1
"2H4003_12","2H4003","12","27RV199","56","4","Sun",26.2916666666667,9,354,NA,20.2941176470588,NA,NA,17,"1131",0.2663,0.1814,"672",1
"2H4003_13","2H4003","13","13RV081","32","4","Sun",36.2916666666667,3,171,321,24,25,24.4615384615385,13,NA,NA,NA,NA,1
"2H4003_15","2H4003","15","29RV304","70","4","Sun",43.2916666666667,85,221,221,22.6666666666667,NA,22.6666666666667,6,NA,NA,NA,NA,1
"2H4003_16","2H4003","16","27RV171","49","4","Sun",39.2916666666667,10,204,NA,19.4,NA,NA,10,NA,NA,NA,NA,1
"2H4003_2","2H4003","2","13RV478","140","4","Sun",23.2916666666667,2,311,NA,19.3125,NA,NA,16,"946",0.288,0.158,"306",1
"2H4003_5","2H4003","5","21RV374","101","4","Sun",26.2916666666667,49,306,NA,15.1176470588235,NA,NA,17,"1134",0.283,0.0926,"567",1
"2H4003_6","2H4003","6","20RV151","39","4","Sun",26.2916666666667,11,369,NA,21.0588235294118,NA,NA,17,"1133",0.2941,0.1206,"355",1
"2H4003_7","2H4003","7","20RV323","90","4","Sun",32.2916666666667,5,174,389,24.1428571428571,21.5,22.5882352941176,17,"1486",0.2503,0.3733,"406",1
"2H4003_8","2H4003","8","13RV058","23","4","Sun",32.2916666666667,9,196,386,26.7142857142857,19,22.1764705882353,17,"1485",0.3406,0.2673,"189",1
"2H4003_9","2H4003","9","27RV278","79","4","Sun",26.2916666666667,5,316,NA,18.2941176470588,NA,NA,17,"1135",0.2684,0.128,"695",1
"2H4004_1","2H4004","1","8RV112","38","4","Sun",21.2916666666667,5,143,265,19.7142857142857,15.25,17.3333333333333,15,"694",0.2526,0.0794,"54",1
"2H4004_10","2H4004","10","21RV055","18","4","Sun",39.2916666666667,43,258,NA,21.5,NA,NA,10,NA,NA,NA,NA,1
"2H4004_11","2H4004","11","8RV402","127","4","Sun",43.2916666666667,39,116,116,12.8333333333333,NA,12.8333333333333,6,NA,NA,NA,NA,1
"2H4004_12","2H4004","12","28RV250","64","4","Sun",32.2916666666667,2,141,352,19.8571428571429,21.1,20.5882352941176,17,"1467",0.2241,0.2712,"830",1
"2H4004_13","2H4004","13","27RV235","65","4","Sun",26.2916666666667,1,303,NA,17.7647058823529,NA,NA,17,"1102",0.3011,0.2126,"681",1
"2H4004_14","2H4004","14","8RV224","67","4","Sun",49.2916666666667,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,1
"2H4004_15","2H4004","15","28RV092","29","4","Sun",32.2916666666667,2,158,387,22.2857142857143,22.9,22.6470588235294,17,"1468",0.3296,0.4103,"795",1
"2H4004_16","2H4004","16","20RV502","139","4","Sun",26.2916666666667,1,342,NA,20.0588235294118,NA,NA,17,"1099",0.2836,0.3151,"455",1
"2H4004_3","2H4004","3","21RV138","43","4","Sun",28.2916666666667,1,255,NA,15.875,NA,NA,16,"1301",0.1715,0.378,"509",1
"2H4004_3","2H4004","3","9057","VINSLOV","4","Sun",28.2916666666667,1,255,NA,15.875,NA,NA,16,"1301",0.1715,0.378,"1151",1
"2H4004_4","2H4004","4","13RV405","120","4","Sun",26.2916666666667,1,320,NA,18.7647058823529,NA,NA,17,"1098",0.3171,0.3016,"286",1
"2H4004_5","2H4004","5","8RV495","149","4","Sun",19.2916666666667,1,124,251,17.5714285714286,21.1666666666667,19.2307692307692,13,"406",0.0952,0.1385,"165",1
"2H4004_6","2H4004","6","29RV640","150","4","Sun",23.2916666666667,1,339,NA,16.9,NA,NA,20,"1101",0.4807,0.246,"1066",1
"2H4004_7","2H4004","7","13RV031","14","4","Sun",26.2916666666667,1,449,NA,26.3529411764706,NA,NA,17,"1100",0.3221,0.3004,"180",1
"2H4004_8","2H4004","8","13RV418","125","4","Sun",21.2916666666667,2,166,332,23.4285714285714,20.75,22,15,"693",0.1785,0.1042,"291",1
"2H4004_9","2H4004","9","29RV409","100","4","Sun",28.2916666666667,4,409,NA,25.3125,NA,NA,16,"1302",0.3049,0.397,"1016",1
"2H4005_1","2H4005","1","8RV315","105","4","Sun",21.2916666666667,9,190,374,25.8571428571429,23,24.3333333333333,15,"680",0.2111,0.0748,"121",1
"2H4005_11","2H4005","11","8RV259","80","4","Sun",36.2916666666667,2,98,232,13.7142857142857,22.3333333333333,17.6923076923077,13,NA,NA,NA,NA,1
"2H4005_12","2H4005","12","8RV362","120","4","Sun",16.2916666666667,2,141,322,19.8571428571429,20.1111111111111,20,16,"417",0.1031,0.0024,"136",1
"2H4005_13","2H4005","13","27RV338","94","4","Sun",23.2916666666667,1,291,NA,18.125,NA,NA,16,"960",0.1866,0.1316,"710",1
"2H4005_14","2H4005","14","27RV517","150","4","Sun",36.2916666666667,1,131,287,18.5714285714286,26,22,13,NA,NA,NA,NA,1
"2H4005_16","2H4005","16","27RV441","129","4","Sun",19.2916666666667,16,225,331,29.8571428571429,17.6666666666667,24.2307692307692,13,"418",0.178,0.0803,"745",1
"2H4005_2","2H4005","2","8RV311","104","4","Sun",16.2916666666667,7,199,318,27.4285714285714,23.8,25.9166666666667,12,"167",0.2413,0.0805,"120",1
"2H4005_4","2H4005","4","6008","DUK","4","Sun",39.2916666666667,20,206,NA,18.6,NA,NA,10,NA,NA,NA,NA,1
"2H4005_5","2H4005","5","13RV275","89","4","Sun",23.2916666666667,1,282,NA,17.5625,NA,NA,16,"959",0.1358,0.122,"255",1
"2H4005_9","2H4005","9","27RV385","109","4","Sun",36.2916666666667,10,219,376,29.8571428571429,26.1666666666667,28.1538461538462,13,"1479",0.3304,0.6613,"725",1
"2H4006_1","2H4006","1","13RV156","52","4","Sun",26.2916666666667,1,373,NA,20.6666666666667,NA,NA,18,"1294",0.3215,0.2999,"218",1
"2H4006_10","2H4006","10","28RV370","102","4","Sun",28.2916666666667,3,480,NA,22.7142857142857,NA,NA,21,"1462",0.4208,0.303,"868",1
"2H4006_11","2H4006","11","29RV022","4","4","Sun",43.2916666666667,1,46,46,7.5,NA,7.5,6,NA,NA,NA,NA,1
"2H4006_12","2H4006","12","8RV296","94","4","Sun",28.2916666666667,10,318,NA,14.6666666666667,NA,NA,21,"1460",0.2835,0.1615,"110",1
"2H4006_13","2H4006","13","29RV621","143","4","Sun",23.2916666666667,1,336,NA,16.75,NA,NA,20,"1110",0.298,0.1904,"1059",1
"2H4006_14","2H4006","14","21RV234","70","4","Sun",26.2916666666667,4,421,NA,23.1666666666667,NA,NA,18,"1293",0.2948,0.2266,"536",1
"2H4006_15","2H4006","15","27RV311","87","4","Sun",26.2916666666667,14,396,NA,21.2222222222222,NA,NA,18,"1291",0.3899,0.2413,"703",1
"2H4006_16","2H4006","16","13RV015","8","4","Sun",26.2916666666667,8,391,NA,21.2777777777778,NA,NA,18,"1290",0.3476,0.2605,"174",1
"2H4006_16","2H4006","16","8271","BU-0","4","Sun",26.2916666666667,8,391,NA,21.2777777777778,NA,NA,18,"1290",0.3476,0.2605,"1133",1
"2H4006_2","2H4006","2","27RV078","24","4","Sun",26.2916666666667,5,379,NA,20.7777777777778,NA,NA,18,"1292",0.4324,0.3175,"640",1
"2H4006_3","2H4006","3","29RV638","149","4","Sun",43.2916666666667,23,86,86,10.5,NA,10.5,6,NA,NA,NA,NA,1
"2H4006_4","2H4006","4","8RV053","17","4","Sun",16.2916666666667,1,60,211,8.42857142857143,30.2,17.5,12,"164",0.066,0.1092,"33",1
"2H4006_5","2H4006","5","29RV120","20","4","Sun",16.2916666666667,1,103,231,14.5714285714286,25.6,19.1666666666667,12,"166",0.0984,0.0613,"936",1
"2H4006_6","2H4006","6","27RV384","108","4","Sun",26.2916666666667,1,366,NA,15.8695652173913,NA,NA,23,"1461",0.3724,0.2793,"724",1
"2H4006_8","2H4006","8","21RV019","4","4","Sun",16.2916666666667,1,92,268,13,35.2,22.25,12,"165",0.1187,0.1373,"470",1
"2H4006_9","2H4006","9","20RV017","7","4","Sun",43.2916666666667,1,85,85,14,NA,14,6,NA,NA,NA,NA,1
"2H4007_1","2H4007","1","13RV479","141","4","Sun",36.2916666666667,5,146,306,20.1428571428571,26.6666666666667,23.1538461538462,13,NA,NA,NA,NA,1
"2H4007_10","2H4007","10","28RV190","48","4","Sun",21.2916666666667,5,164,284,22.7142857142857,15,18.6,15,"686",0.1118,0.225,"814",1
"2H4007_11","2H4007","11","28RV138","41","4","Sun",28.2916666666667,1,358,NA,22.3125,NA,NA,16,"1280",0.1789,0.2683,"807",1
"2H4007_12","2H4007","12","13RV337","108","4","Sun",26.2916666666667,5,438,NA,25.4705882352941,NA,NA,17,"1119",0.2437,0.1712,"274",1
"2H4007_13","2H4007","13","27RV371","104","4","Sun",16.2916666666667,1,144,281,20.4285714285714,27.4,23.3333333333333,12,"160",0.1551,0.0533,"720",1
"2H4007_14","2H4007","14","13RV320","101","4","Sun",19.2916666666667,17,239,342,31.7142857142857,17.1666666666667,25,13,"414",0.1769,0.0436,"267",1
"2H4007_15","2H4007","15","21RV050","15","4","Sun",49.2916666666667,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,1
"2H4007_16","2H4007","16","29RV072","13","4","Sun",23.2916666666667,8,322,NA,19.625,NA,NA,16,"915",0.1584,0.1432,"929",1
"2H4007_2","2H4007","2","29RV542","124","4","Sun",16.2916666666667,5,195,319,27.1428571428571,24.8,26.1666666666667,12,"158",0.1274,0.0529,"1040",1
"2H4007_4","2H4007","4","8RV034","11","4","Sun",43.2916666666667,25,164,164,23.1666666666667,NA,23.1666666666667,6,NA,NA,NA,NA,1
"2H4007_6","2H4007","6","27RV290","83","4","Sun",32.2916666666667,1,51,309,7.14285714285714,25.8,18.1176470588235,17,"1472",0.1637,0.4312,"699",1
"2H4007_9","2H4007","9","29RV180","38","4","Sun",16.2916666666667,2,136,302,19.1428571428571,33.2,25,12,"159",0.1597,0.1018,"954",1
"2H4008_1","2H4008","1","20RV201","58","4","Sun",19.2916666666667,1,95,259,13.4285714285714,27.3333333333333,19.8461538461539,13,"402",0.1708,0.1469,"374",1
"2H4008_10","2H4008","10","13RV028","11","4","Sun",39.2916666666667,49,333,NA,28.4,NA,NA,10,NA,NA,NA,NA,1
"2H4008_13","2H4008","13","13RV051","21","4","Sun",19.2916666666667,9,231,323,31.7142857142857,15.3333333333333,24.1538461538462,13,"403",0.1888,0.1065,"187",1
"2H4008_13","2H4008","13","6942","Nd-1","4","Sun",19.2916666666667,9,231,323,31.7142857142857,15.3333333333333,24.1538461538462,13,"403",0.1888,0.1065,"1092",1
"2H4008_15","2H4008","15","28RV421","117","4","Sun",19.2916666666667,2,121,194,17,12.1666666666667,14.7692307692308,13,"401",0.1462,0.099,"883",1
"2H4008_15","2H4008","15","6932","LER-1","4","Sun",19.2916666666667,2,121,194,17,12.1666666666667,14.7692307692308,13,"401",0.1462,0.099,"1087",1
"2H4008_16","2H4008","16","13RV059","24","4","Sun",19.2916666666667,39,262,360,31.8571428571429,16.3333333333333,24.6923076923077,13,"400",0.2026,0.0666,"190",1
"2H4008_16","2H4008","16","6930","KZ-1","4","Sun",19.2916666666667,39,262,360,31.8571428571429,16.3333333333333,24.6923076923077,13,"400",0.2026,0.0666,"1086",1
"2H4008_2","2H4008","2","27RV062","20","4","Sun",23.2916666666667,1,303,NA,18.875,NA,NA,16,"924",0.2515,0.187,"636",1
"2H4008_3","2H4008","3","21RV375","102","4","Sun",21.2916666666667,2,88,246,12.2857142857143,19.75,16.2666666666667,15,"690",0.0708,0.1161,"568",1
"2H4008_4","2H4008","4","28RV364","97","4","Sun",16.2916666666667,6,192,290,26.5714285714286,19.6,23.6666666666667,12,"155",0.0941,0.0737,"863",1
"2H4008_5","2H4008","5","25AV","JEA","4","Sun",21.2916666666667,2,101,286,14.1428571428571,23.125,18.9333333333333,15,"692",0.2651,0.1092,"3",1
"2H4008_6","2H4008","6","13RV202","66","4","Sun",21.2916666666667,8,193,345,26.4285714285714,19,22.4666666666667,15,"691",0.3199,0.1642,"232",1
"2H4008_8","2H4008","8","29RV087","16","4","Sun",19.2916666666667,3,81,198,11.1428571428571,19.5,15,13,"399",0.0979,0.0828,"932",1
"2H4008_9","2H4008","9","28RV110","32","4","Sun",26.2916666666667,1,469,NA,27.5294117647059,NA,NA,17,"1088",0.3182,0.3118,"798",1
"2H4009_1","2H4009","1","13RV056","22","4","Sun",26.2916666666667,11,416,NA,23.8235294117647,NA,NA,17,"1115",0.344,0.174,"188",1
"2H4009_10","2H4009","10","27RV446","130","4","Sun",23.2916666666667,8,314,NA,19.125,NA,NA,16,"944",0.3391,0.1629,"746",1
"2H4009_11","2H4009","11","27RV164","45","4","Sun",26.2916666666667,1,386,NA,22.6470588235294,NA,NA,17,"1114",0.2428,0.2905,"661",1
"2H4009_12","2H4009","12","29RV631","147","4","Sun",19.2916666666667,3,186,291,26.1428571428571,17.5,22.1538461538462,13,"425",0.0976,0.061,"1063",1
"2H4009_12","2H4009","12","6940","MZ-0","4","Sun",19.2916666666667,3,186,291,26.1428571428571,17.5,22.1538461538462,13,"425",0.0976,0.061,"1091",1
"2H4009_13","2H4009","13","28RV362","96","4","Sun",49.2916666666667,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,1
"2H4009_13","2H4009","13","28RV362","96","4","Sun",49.2916666666667,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,1
"2H4009_14","2H4009","14","21RV387","108","4","Sun",21.2916666666667,4,148,364,20.5714285714286,19.6363636363636,20,18,"945",0.4348,0.2607,"574",1
"2H4009_15","2H4009","15","8RV057","20","4","Sun",23.2916666666667,1,351,NA,21.875,NA,NA,16,"942",0.176,0.2218,"36",1
"2H4009_16","2H4009","16","13RV152","51","4","Sun",21.2916666666667,1,113,349,16,29.5,23.2,15,"707",0.1815,0.2262,"217",1
"2H4009_2","2H4009","2","13RV121","40","4","Sun",21.2916666666667,4,183,352,25.5714285714286,21.125,23.2,15,"708",0.2741,0.1576,"206",1
"2H4009_3","2H4009","3","21RV418","116","4","Sun",26.2916666666667,2,422,NA,24.7058823529412,NA,NA,17,"1112",0.35,0.2765,"582",1
"2H4009_4","2H4009","4","8RV200","61","4","Sun",21.2916666666667,1,161,346,22.8571428571429,23.125,23,15,"706",0.2644,0.1498,"77",1
"2H4009_6","2H4009","6","8RV026","9","4","Sun",23.2916666666667,2,353,NA,21.9375,NA,NA,16,"943",0.1776,0.1982,"25",1
"2H4009_7","2H4009","7","13RV132","42","4","Sun",26.2916666666667,2,336,NA,19.6470588235294,NA,NA,17,"1113",0.3446,0.2489,"208",1
"2H4009_8","2H4009","8","27RV334","92","4","Sun",26.2916666666667,9,321,NA,18.3529411764706,NA,NA,17,"1111",0.2694,0.2012,"708",1
"2H4009_9","2H4009","9","6009","EDEN1","4","Sun",26.2916666666667,2,278,NA,16.2352941176471,NA,NA,17,"1116",0.3417,0.2398,"1069",1
"2H4010_1","2H4010","1","20RV332","95","4","Sun",36.2916666666667,1,71,206,10,22.5,15.7692307692308,13,NA,NA,NA,NA,1
"2H4010_10","2H4010","10","21RV404","112","4","Sun",26.2916666666667,1,348,NA,19.2777777777778,NA,NA,18,"1304",0.3035,0.2482,"578",1
"2H4010_11","2H4010","11","28RV385","106","4","Sun",21.2916666666667,4,56,152,7.42857142857143,12,9.86666666666667,15,"688",0.0364,0.0502,"872",1
"2H4010_13","2H4010","13","28RV339","90","4","Sun",23.2916666666667,11,356,NA,21.5625,NA,NA,16,"932",0.2245,0.1626,"856",1
"2H4010_14","2H4010","14","20RV024","10","4","Sun",16.2916666666667,2,75,219,10.4285714285714,16,13.5625,16,"405",0.1191,0.0679,"326",1
"2H4010_15","2H4010","15","28RV357","94","4","Sun",23.2916666666667,1,369,NA,23,NA,NA,16,"931",0.2344,0.2419,"860",1
"2H4010_16","2H4010","16","8RV299","97","4","Sun",39.2916666666667,9,86,NA,7.7,NA,NA,10,NA,NA,NA,NA,1
"2H4010_3","2H4010","3","21RV081","25","4","Sun",9.29166666666667,1,186,NA,15.4166666666667,NA,NA,12,"2",0.0636,0.0352,"491",1
"2H4010_6","2H4010","6","27RV108","32","4","Sun",28.2916666666667,1,406,NA,19.2857142857143,NA,NA,21,"1464",0.3535,0.2837,"648",1
"2H4010_7","2H4010","7","8RV363","121","4","Sun",16.2916666666667,2,76,161,10.5714285714286,17,13.25,12,"154",0.0177,0.0949,"137",1
"2H4010_8","2H4010","8","27RV340","95","4","Sun",39.2916666666667,9,249,NA,24,NA,NA,10,NA,NA,NA,NA,1
"2H4010_9","2H4010","9","6897","AG-0","4","Sun",21.2916666666667,2,157,321,22.1428571428571,20.5,21.2666666666667,15,"689",0.1868,0.1074,"15",1
"2H4011_1","2H4011","1","8RV292","92","4","Sun",16.2916666666667,2,66,176,9.14285714285714,22,14.5,12,"161",0.071,0.1021,"108",1
"2H4011_10","2H4011","10","21RV204","55","4","Sun",19.2916666666667,1,109,279,15.4285714285714,28.3333333333333,21.3846153846154,13,"407",0.1125,0.1497,"521",1
"2H4011_13","2H4011","13","28RV298","77","4","Sun",28.2916666666667,9,329,NA,20,NA,NA,16,"1284",0.3305,0.3343,"843",1
"2H4011_14","2H4011","14","27RV066","22","4","Sun",32.2916666666667,4,66,312,8.85714285714286,24.6,18.1176470588235,17,"1488",0.2047,0.3347,"638",1
"2H4011_15","2H4011","15","20RV342","97","4","Sun",26.2916666666667,16,322,NA,18,NA,NA,17,"1142",0.3908,0.2786,"413",1
"2H4011_16","2H4011","16","21RV040","11","4","Sun",21.2916666666667,4,157,254,21.8571428571429,12.125,16.6666666666667,15,"681",0.1562,0.1118,"477",1
"2H4011_2","2H4011","2","28RV446","126","4","Sun",16.2916666666667,2,11,317,1.28571428571429,23.5384615384615,15.75,20,"682",0.2749,0.1543,"892",1
"2H4011_3","2H4011","3","29RV311","73","4","Sun",21.2916666666667,1,139,414,19.7142857142857,18.3333333333333,18.7727272727273,22,"1141",0.4912,0.23,"989",1
"2H4011_4","2H4011","4","29RV249","58","4","Sun",26.2916666666667,5,314,NA,18.1764705882353,NA,NA,17,"1140",0.2149,0.1155,"974",1
"2H4011_4","2H4011","4","8314","KA-0","4","Sun",26.2916666666667,5,314,NA,18.1764705882353,NA,NA,17,"1140",0.2149,0.1155,"1141",1
"2H4011_5","2H4011","5","28RV263","68","4","Sun",19.2916666666667,21,231,271,30,20,27.7777777777778,9,"162",0.136,0.0983,"834",1
"2H4011_6","2H4011","6","8RV281","87","4","Sun",28.2916666666667,2,239,NA,14.8125,NA,NA,16,"1283",0.1619,0.5169,"103",1
"2H4011_7","2H4011","7","29RV261","63","4","Sun",28.2916666666667,4,282,NA,17.375,NA,NA,16,"1282",0.169,0.2196,"979",1
"2H4011_9","2H4011","9","6008","DUK","4","Sun",19.2916666666667,1,102,230,14.4285714285714,21.3333333333333,17.6153846153846,13,"408",0.1368,0.1321,"10",1
"2H4012_1","2H4012","1","8RV283","88","4","Sun",39.2916666666667,9,204,NA,19.5,NA,NA,10,NA,NA,NA,NA,1
"2H4012_10","2H4012","10","27RV415","122","4","Sun",26.2916666666667,6,163,NA,9.23529411764706,NA,NA,17,"1122",0.0523,0.0652,"738",1
"2H4012_12","2H4012","12","21RV377","103","4","Sun",19.2916666666667,2,150,261,21.1428571428571,18.5,19.9230769230769,13,"413",0.0805,0.0414,"569",1
"2H4012_13","2H4012","13","21RV485","141","4","Sun",16.2916666666667,1,71,126,10,11,10.4166666666667,12,"168",0.0437,0.0361,"607",1
"2H4012_14","2H4012","14","20RV064","18","4","Sun",26.2916666666667,5,465,NA,27.0588235294118,NA,NA,17,"1123",0.3546,0.2635,"334",1
"2H4012_16","2H4012","16","20RV364","105","4","Sun",26.2916666666667,12,380,NA,21.6470588235294,NA,NA,17,"1121",0.2575,0.1736,"421",1
"2H4012_2","2H4012","2","8RV114","39","4","Sun",21.2916666666667,5,106,224,14.4285714285714,14.75,14.6,15,"711",0.0982,0.0337,"55",1
"2H4012_3","2H4012","3","20RV409","114","4","Sun",23.2916666666667,2,362,NA,22.5,NA,NA,16,"948",0.2164,0.1389,"430",1
"2H4012_4","2H4012","4","21RV453","128","4","Sun",39.2916666666667,42,134,NA,9.2,NA,NA,10,NA,NA,NA,NA,1
"2H4012_5","2H4012","5","20RV274","72","4","Sun",26.2916666666667,1,347,NA,20.3529411764706,NA,NA,17,"1124",0.2995,0.3053,"388",1
"2H4012_7","2H4012","7","27RV003","3","4","Sun",43.2916666666667,1,36,36,5.83333333333333,NA,5.83333333333333,6,NA,NA,NA,NA,1
"2H4012_9","2H4012","9","8RV158","51","4","Sun",23.2916666666667,16,429,NA,25.8125,NA,NA,16,"949",0.3107,0.1949,"67",1
"2H4013_1","2H4013","1","8RV475","144","4","Sun",21.2916666666667,21,266,389,35,15.375,24.5333333333333,15,"704",0.3206,0.1256,"160",1
"2H4013_10","2H4013","10","21RV440","122","4","Sun",23.2916666666667,10,312,NA,18.875,NA,NA,16,"921",0.2866,0.1047,"588",1
"2H4013_11","2H4013","11","20RV504","140","4","Sun",32.2916666666667,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,1
"2H4013_13","2H4013","13","28RV461","132","4","Sun",19.2916666666667,5,191,303,26.5714285714286,18.6666666666667,22.9230769230769,13,"420",0.1434,0.0374,"898",1
"2H4013_14","2H4013","14","28RV504","144","4","Sun",39.2916666666667,9,178,NA,16.9,NA,NA,10,NA,NA,NA,NA,1
"2H4013_15","2H4013","15","27RV436","127","4","Sun",23.2916666666667,1,342,NA,21.3125,NA,NA,16,"919",0.2197,0.2085,"743",1
"2H4013_16","2H4013","16","13RV273","88","4","Sun",23.2916666666667,1,217,NA,13.5,NA,NA,16,"918",0.096,0.1368,"254",1
"2H4013_2","2H4013","2","29RV057","8","4","Sun",23.2916666666667,12,374,NA,22.625,NA,NA,16,"920",0.3152,0.1495,"924",1
"2H4013_3","2H4013","3","27RV498","145","4","Sun",21.2916666666667,12,188,316,25.1428571428571,16,20.2666666666667,15,"702",0.1918,0.0502,"761",1
"2H4013_4","2H4013","4","20RV307","86","4","Sun",19.2916666666667,3,141,246,19.7142857142857,17.5,18.6923076923077,13,"419",0.0583,0.0098,"402",1
"2H4013_5","2H4013","5","28RV012","6","4","Sun",21.2916666666667,4,134,244,18.5714285714286,13.75,16,15,"705",0.2562,0.1539,"772",1
"2H4013_6","2H4013","6","27RV049","16","4","Sun",26.2916666666667,1,279,NA,16.3529411764706,NA,NA,17,"1090",0.211,0.14,"632",1
"2H4013_7","2H4013","7","27RV024","9","4","Sun",21.2916666666667,10,201,346,27.2857142857143,18.125,22.4,15,"703",0.1471,0.044,"625",1
"2H4013_8","2H4013","8","28RV059","25","4","Sun",21.2916666666667,2,149,349,21,25,23.1333333333333,15,"701",0.2344,0.1973,"791",1
