"plant_id","tray","pot_pos","geno","geno2","shelf","treatment","envelope","rep","cross","bd","h2_h1","h3_h2","h3_h1","i_dry","r_dry"
"3L1023_9","3L1023",9,"6008","DUK",1,"Shade",134,0,"accession",-2.07665697818687,-0.357848798137956,-0.522849284496642,-0.664263260096803,-1.84005732349983,-1.81739505471545
"3L1024_1","3L1024",1,"13RV256","84",1,"Shade",1266,0,"sha_col",0.171875982851905,-0.336062828260924,0.0491703369527632,-0.27301764925616,0.150764884108895,0.203083250607085
"3L1024_11","3L1024",11,"13RV036","16",1,"Shade",1267,0,"sha_col",0.171875982851905,-0.646431853075174,0.187075916490942,-0.398703155302864,-0.131177152992162,0.0746150007945116
"3L1024_12","3L1024",12,"13RV286","92",1,"Shade",149,0,"sha_col",-2.07665697818687,-1.21173309955391,0.677878461191582,-0.430054403479267,-1.2644586369959,-1.00510953046603
"3L1024_13","3L1024",13,"13RV478","140",1,"Shade",677,0,"sha_col",-0.878379718051946,-1.54271809120892,-0.797611494722258,-1.5976875808349,-1.03776253386163,-0.388202256363381
"3L1024_15","3L1024",15,"7340","Sav-0",1,"Shade",394,0,"accession",-1.29326224708559,-1.11393304382449,0.390558445374556,-0.570778753129873,-1.60023833750632,-1.75062483857404
"3L1024_16","3L1024",16,"13RV286","92",1,"Shade",395,0,"sha_col",-1.29326224708559,-0.578901550248442,0.368141189209912,-0.225771859458194,-0.731093241790783,-0.773579558020019
"3L1024_2","3L1024",2,"13RV313","98",1,"Shade",147,0,"sha_col",-2.07665697818687,-1.49030078687874,-0.232512968949061,-1.21914845628084,-1.35906647435428,-0.80266087074196
"3L1024_4","3L1024",4,"13RV171","56",1,"Shade",NA,0,"sha_col",1.97249093052546,-1.78711499266811,NA,NA,NA,NA
"3L1024_5","3L1024",5,"186AV","Col-0",1,"Shade",148,0,"accession",-2.07665697818687,-1.01772658446605,-0.522849284496642,-1.11210862854198,-1.29864845170924,-1.27513880001045
"3L1024_6","3L1024",6,"13RV493","147",1,"Shade",393,0,"sha_col",-1.29326224708559,-1.06563945221471,0.300605724477762,-0.601970206802711,-1.17298848355975,-0.682255948700133
"3L1024_7","3L1024",7,"13RV166","54",1,"Shade",1630,0,"sha_col",1.36491691968168,-1.93032521984549,1.23189600357143,-0.445719350893014,-0.28378905953809,2.20214403516887
"3L1024_9","3L1024",9,"13RV460","137",1,"Shade",1462,0,"sha_col",0.691004080660693,-2.30838516257559,-0.621749971901668,-1.88104438125527,-4.10962427749872,0.229457779870853
"3L2001_1","3L2001",1,"13RV484","143",2,"Shade",439,0,"sha_col",-1.29326224708559,-0.646431853075174,-0.473811537833831,-0.834935687559888,-0.45236840233971,-0.582414561957454
"3L2001_10","3L2001",10,"6937","Mrk-0",2,"Shade",1131,0,"accession",-0.080310869964302,0.774066037996887,-0.352372172934729,0.313777145810605,1.18392586377502,0.928275815877371
"3L2001_11","3L2001",11,"13RV505","150",2,"Shade",1281,0,"sha_col",0.171875982851905,-0.646431853075174,-0.161322066716044,-0.633131796105875,0.40148724127515,1.11948229265171
"3L2001_13","3L2001",13,"13RV237","79",2,"Shade",NA,0,"sha_col",2.30410666306625,NA,NA,NA,NA,NA
"3L2001_14","3L2001",14,"13RV307","97",2,"Shade",700,0,"sha_col",-0.878379718051946,-1.04163645596988,-0.522849284496642,-1.1274265660014,-0.270828899687597,-0.14936762596463
"3L2001_15","3L2001",15,"6916","EST-1",2,"Shade",169,0,"accession",-2.07665697818687,-0.271030635390015,-2.93359483154552,-1.86623308246989,-1.9045551421246,-1.89265867717552
"3L2001_2","3L2001",2,"13RV227","75",2,"Shade",702,0,"sha_col",-0.878379718051946,-1.26127882128687,-0.547470130440572,-1.28011602414291,-1.52986259077836,-0.150413906096593
"3L2001_3","3L2001",3,"13RV351","110",2,"Shade",NA,0,"sha_col",2.12981993348485,NA,NA,NA,NA,NA
"3L2001_4","3L2001",4,"13RV098","36",2,"Shade",440,0,"sha_col",-1.29326224708559,-1.13822796256935,0.41292908854719,-0.570778753129873,-0.819558309588664,-0.474963102415536
"3L2001_5","3L2001",5,"13RV302","94",2,"Shade",6,0,"sha_col",-2.75660506023337,-0.0787019723995265,-1.21449635920947,-0.881317023293188,-1.59126357572205,-2.58683268747175
"3L2001_6","3L2001",6,"13RV038","17",2,"Shade",701,0,"sha_col",-0.878379718051946,0.335630372640829,0.0722849822062487,0.249925405165827,-0.697043432978571,-0.453712615611414
"3L2001_8","3L2001",8,"13RV139","45",2,"Shade",1130,0,"sha_col",-0.080310869964302,-1.13822796256935,0.300605724477762,-0.648701310262501,-0.878884969626218,1.05147604270392
"3L2002_1","3L2002",1,"13RV254","82",2,"Shade",170,0,"sha_col",-2.07665697818687,-1.26127882128687,-0.280272359547358,-1.11210862854198,-1.55005911117627,-1.13378182949263
"3L2002_10","3L2002",10,"13RV416","124",2,"Shade",172,0,"sha_col",-2.07665697818687,-0.760352273685909,-0.184993419719517,-0.726434743934848,-0.287697501249969,-0.116311251667361
"3L2002_11","3L2002",11,"6008","DUK",2,"Shade",9,0,"accession",-2.75660506023337,-0.829579682584728,0.3231652366692,-0.430054403479267,-0.83234719703156,-1.48287692749984
"3L2002_12","3L2002",12,"13RV146","49",2,"Shade",173,0,"sha_col",-2.07665697818687,-0.249459367669014,-1.0293740851506,-0.896761319412069,-0.304744427231864,-0.641988615773251
"3L2002_13","3L2002",13,"13RV442","135",2,"Shade",419,0,"sha_col",-1.29326224708559,-1.43847596999212,-0.208723520661605,-1.17332758968356,-0.926835552052746,0.0630469895014773
"3L2002_14","3L2002",14,"13RV019","9",2,"Shade",10,0,"sha_col",-2.75660506023337,-1.13822796256935,-0.621749971901668,-1.24965053483333,-1.12365822636824,-2.00155559992194
"3L2002_15","3L2002",15,"8239","KOLN",2,"Shade",420,0,"accession",-1.29326224708559,0.213060341904871,0.232636017156687,0.265879294442183,0.531344392394966,-0.283496007030243
"3L2002_16","3L2002",16,"13RV170","55",2,"Shade",704,0,"sha_col",-0.878379718051946,-1.08973760882439,-0.280272359547358,-1.0046413028827,-1.17755117149697,-0.137912228902294
"3L2002_2","3L2002",2,"13RV451","136",2,"Shade",NA,0,"sha_col",2.23707704252613,NA,NA,NA,NA,NA
"3L2002_3","3L2002",3,"8311","IN-0",2,"Shade",1475,0,"accession",0.691004080660693,-0.227939988081207,1.00062817741828,0.489859212769629,0.727931345399367,1.99174618984424
"3L2002_4","3L2002",4,"8231","BRO-1-6",2,"Shade",1137,0,"accession",-0.080310869964302,-0.714571645820287,0.699676902061035,-0.0836718559310667,-0.966274160848563,-1.07635763478808
"3L2002_6","3L2002",6,"13RV222","72",2,"Shade",171,0,"sha_col",-2.07665697818687,0.254072317789229,-1.45954900977348,-0.772982264212492,0.0991697226035025,-0.707684131674686
"3L2002_7","3L2002",7,"13RV248","81",2,"Shade",705,0,"sha_col",-0.878379718051946,-0.922980270490216,0.829605127314484,-0.131098270674531,-1.24764106382008,-0.208166583746339
"3L2002_9","3L2002",9,"8303","H55",2,"Shade",1476,0,"accession",0.691004080660693,-0.760352273685909,0.345676921251071,-0.367323629256928,0.323579527339239,1.03217012660406
"3L2003_1","3L2003",1,"13RV121","40",2,"Shade",1518,0,"sha_col",0.864540013625496,-1.51643302395574,-0.646651728833705,-1.49231499085587,-0.435120826432593,1.52539032851021
"3L2003_10","3L2003",10,"13RV431","130",2,"Shade",426,0,"sha_col",-1.29326224708559,-0.852809319620433,-0.823038168044183,-1.18861018092925,-1.19824975000493,-0.336612576605543
"3L2003_11","3L2003",11,"13RV007","5",2,"Shade",1382,0,"sha_col",0.396318012561798,0.254072317789229,-1.26823748420058,-0.664263260096803,0.380838200388972,1.02310419207229
"3L2003_12","3L2003",12,"13RV272","87",2,"Shade",167,0,"sha_col",-2.07665697818687,-1.36177378550166,-0.746990502894239,-1.46211742132296,-1.42997110324125,-1.33507782502765
"3L2003_14","3L2003",14,"13RV213","70",2,"Shade",1564,0,"sha_col",1.02285960527984,-1.11393304382449,0.277997967397731,-0.648701310262501,0.449518128618682,2.29147885537396
"3L2003_15","3L2003",15,"13RV089","34",2,"Shade",1383,0,"sha_col",0.396318012561798,-1.13822796256935,0.0260023987070229,-0.834935687559888,0.105324920308257,1.17182124685955
"3L2003_16","3L2003",16,"13RV081","32",2,"Shade",8,0,"sha_col",-2.75660506023337,-0.292654488654064,-0.522849284496642,-0.617554750697116,-1.12145246563128,-2.87924368271646
"3L2003_2","3L2003",2,"13RV140","46",2,"Shade",693,0,"sha_col",-0.878379718051946,-1.64949278263385,-0.848543596190362,-1.6875996707887,-1.77480983193083,-1.37585490181727
"3L2003_3","3L2003",3,"13RV034","15",2,"Shade",423,0,"sha_col",-1.29326224708559,-1.64949278263385,0.457532101753823,-0.850404169362451,-0.472727912665808,-0.222452150101534
"3L2003_5","3L2003",5,"13RV170","55",2,"Shade",953,0,"sha_col",-0.524746921556531,-1.43847596999212,-0.0204953846712669,-1.05075009770264,-0.186579777410867,0.537259833463019
"3L2003_6","3L2003",6,"13RV317","99",2,"Shade",424,0,"sha_col",-1.29326224708559,-1.36177378550166,-0.721794282204056,-1.44700375347058,-0.61178110786529,-0.545123047013526
"3L2003_7","3L2003",7,"13RV471","138",2,"Shade",692,0,"sha_col",-0.878379718051946,-0.1850541862995,0.435253511630953,0.106615873029411,-0.350200674645192,-0.343859511726081
"3L2003_8","3L2003",8,"13RV388","116",2,"Shade",691,0,"sha_col",-0.878379718051946,-1.11393304382449,0.501953303474058,-0.492671132477012,-1.0128844084538,-0.202712738758066
"3L2003_9","3L2003",9,"13RV185","62",2,"Shade",425,0,"sha_col",-1.29326224708559,-0.783352553720498,0.0260023987070229,-0.601970206802711,-0.58486807954215,-0.538073749616228
"3L2004_1","3L2004",1,"13RV485","60",2,"Shade",1473,0,"sha_col",0.691004080660693,-0.0364932734246173,1.00062817741828,0.634446752134301,0.853068531543979,1.5113057364418
"3L2004_10","3L2004",10,"13RV107","38",2,"Shade",1474,0,"sha_col",0.691004080660693,0.355925148264826,-0.0672125095154778,0.170247355644987,0.973152810404417,1.73033022783767
"3L2004_11","3L2004",11,"13RV332","106",2,"Shade",1276,0,"sha_col",0.171875982851905,0.456849436894316,0.300605724477762,0.505901666945777,0.84391908869526,1.19509358192107
"3L2004_14","3L2004",14,"8271","BU-0",2,"Shade",418,0,"accession",-1.29326224708559,-1.23644994902393,-3.04541595846861,-2.5194779021445,-1.05879958381064,-0.706079873446626
"3L2004_15","3L2004",15,"186AV","Col-0",2,"Shade",947,0,"accession",-2.07665697818687,0.366058589741335,-1.37692636549945,-0.445719350893014,1.42517859855894,0.10614728015041
"3L2004_2","3L2004",2,"13RV227","75",2,"Shade",1274,0,"sha_col",0.171875982851905,-0.737425732673803,0.0027806626049413,-0.586378196889725,-0.115857149578821,0.223110017570975
"3L2004_3","3L2004",3,"13RV116","39",2,"Shade",948,0,"sha_col",-0.524746921556531,0.254072317789229,-0.0672125095154778,0.0907235946028233,0.318192399544361,-0.0303455282073949
"3L2004_4","3L2004",4,"13RV028","11",2,"Shade",1275,0,"sha_col",0.171875982851905,0.813144910460097,0.699676902061035,1.08712301355934,0.897446935326208,1.08019076398678
"3L2004_5","3L2004",5,"8296","GD-1",2,"Shade",1562,0,"accession",1.02285960527984,-0.0575744744645495,-1.16114166105029,-0.834935687559888,-1.23573862403597,-0.85027772010013
"3L2004_6","3L2004",6,"13RV152","51",2,"Shade",416,0,"sha_col",-1.29326224708559,-1.16262466306265,0.300605724477762,-0.664263260096803,-0.398375127296199,-0.328208001773046
"3L2004_7","3L2004",7,"186AV","Col-0",2,"Shade",417,0,"accession",-1.29326224708559,-0.623855510808051,0.41292908854719,-0.225771859458194,-0.378931777023846,-0.766833310442682
"3L2004_8","3L2004",8,"13RV402","118",2,"Shade",946,0,"sha_col",-0.524746921556531,-0.489759646492591,0.164220445605791,-0.304480653519652,0.127697750710175,0.360794912845326
"3L2004_9","3L2004",9,"13RV428","129",2,"Shade",1136,0,"sha_col",-0.080310869964302,-0.423543212774735,-0.328276608215762,-0.586378196889725,-0.247759725251815,0.0576746246281728
"3L2005_10","3L2005",10,"6898","AN-1",2,"Shade",1139,0,"accession",-0.080310869964302,-0.357848798137956,0.546195679733624,0.0589579043528842,-0.310026114174804,-0.343859511726081
"3L2005_11","3L2005",11,"13RV345","109",2,"Shade",1563,0,"sha_col",1.02285960527984,-1.49030078687874,-0.0672125095154778,-1.11210862854198,-1.01906711658596,2.16320418445845
"3L2005_13","3L2005",13,"13RV023","10",2,"Shade",1378,0,"sha_col",0.396318012561798,-0.489759646492591,NA,1.41295773997304,0.111457025360127,1.21121219681053
"3L2005_14","3L2005",14,"13RV036","16",2,"Shade",951,0,"sha_col",-0.524746921556531,-0.946536504493502,0.3231652366692,-0.508307272948435,0.182327052147131,0.45279786477297
"3L2005_15","3L2005",15,"13RV223","73",2,"Shade",NA,0,"sha_col",1.97249093052546,-0.336062828260924,NA,NA,NA,NA
"3L2005_16","3L2005",16,"13RV002","2",2,"Shade",1379,0,"sha_col",0.396318012561798,-0.142367973500848,0.0722849822062487,-0.11529604568918,-0.156234821456088,0.864857169518804
"3L2005_2","3L2005",2,"13RV121","40",2,"Shade",1477,0,"sha_col",0.691004080660693,-2.66649731250506,-1.85922554817136,-2.67426459244223,-1.00467843811899,1.41208506847276
"3L2005_3","3L2005",3,"13RV425","128",2,"Shade",456,0,"sha_col",-1.29326224708559,-1.49030078687874,0.0260023987070229,-1.05075009770264,-0.05146802614256,-0.0189067680606684
"3L2005_4","3L2005",4,"13RV041","19",2,"Shade",709,0,"sha_col",-0.878379718051946,-0.646431853075174,-0.13770887278823,-0.617554750697116,-0.972276041626213,-0.526874374533418
"3L2005_5","3L2005",5,"13RV072","28",2,"Shade",710,0,"sha_col",-0.878379718051946,-1.33646684040053,-2.97049849672109,-2.54778809079447,-1.76810093617435,-0.765152368212761
"3L2005_6","3L2005",6,"13RV136","43",2,"Shade",196,0,"sha_col",-2.07665697818687,-0.714571645820287,0.300605724477762,-0.367323629256928,-0.68529627135636,-0.629849985517182
"3L2005_7","3L2005",7,"13RV166","54",2,"Shade",1596,0,"sha_col",1.2362844254908,-0.601345766178646,0.187075916490942,-0.367323629256928,-0.225015483943213,1.57543479989736
"3L2005_8","3L2005",8,"13RV001","1",2,"Shade",197,0,"sha_col",-2.07665697818687,-1.16262466306265,-0.304243555885595,-1.06610265924569,-0.538453928777991,-0.787181290625419
"3L2005_9","3L2005",9,"7346","STE-0",2,"Shade",952,0,"accession",-0.524746921556531,-1.59576727798727,NA,NA,0.0596387781407304,0.628952221893229
"3L2006_12","3L2006",12,"13RV395","117",2,"Shade",202,0,"sha_col",-2.07665697818687,-1.46431660553353,0.0722849822062487,-1.0046413028827,-1.72194432603725,-1.09374084779912
"3L2006_15","3L2006",15,"172AV","Bur-0",2,"Shade",1389,0,"accession",0.396318012561798,-0.379690321967826,-0.449393122007658,-0.633131796105875,1.17909878124047,1.54354220114245
"3L2006_16","3L2006",16,"13RV266","86",2,"Shade",714,0,"sha_col",-0.878379718051946,-0.714571645820287,-1.91844610337827,-1.70254737037915,-1.80880304555087,-1.19881156013471
"3L2006_6","3L2006",6,"13RV321","102",2,"Shade",41,0,"sha_col",-2.75660506023337,-1.01772658446605,0.255341541718776,-0.601970206802711,-1.73826960065258,-1.33775330111797
"3L2006_7","3L2006",7,"13RV007","5",2,"Shade",1286,0,"sha_col",0.864540013625496,1.46058722559794,NA,NA,0.345838129843265,0.980669717588396
"3L2006_8","3L2006",8,"13RV107","38",2,"Shade",969,0,"sha_col",-0.524746921556531,-1.16262466306265,0.872593441891303,-0.257275863634845,-0.45236840233971,0.279219146505257
"3L2007_10","3L2007",10,"13RV337","108",2,"Shade",949,0,"sha_col",-2.07665697818687,-0.852809319620433,-0.874128783907573,-1.21914845628084,0.730738507516915,-0.0361014032384603
"3L2007_11","3L2007",11,"13RV001","1",2,"Shade",454,0,"sha_col",-1.29326224708559,-0.737425732673803,-0.13770887278823,-0.679817612230662,0.244625610976298,-0.138949586203212
"3L2007_12","3L2007",12,"13RV435","133",2,"Shade",711,0,"sha_col",-0.878379718051946,-0.5565218248775,0.164220445605791,-0.351623333577382,-0.132361631748255,-0.25828575341406
"3L2007_14","3L2007",14,"13RV051","21",2,"Shade",1381,0,"sha_col",0.396318012561798,-0.445556222889604,-0.304243555885595,-0.586378196889725,0.192066824354503,0.724078888058827
"3L2007_15","3L2007",15,"13RV078","29",2,"Shade",455,0,"sha_col",-1.29326224708559,-0.714571645820287,-0.184993419719517,-0.695364332973495,-0.0168913510837864,-0.195114705915441
"3L2007_16","3L2007",16,"13RV124","41",2,"Shade",200,0,"sha_col",-2.07665697818687,-0.357848798137956,-0.696673010685194,-0.772982264212492,-0.9523580873601,-0.599997815867202
"3L2007_2","3L2007",2,"13RV410","121",2,"Shade",453,0,"sha_col",-1.29326224708559,0.171888631593178,-0.376530918761738,-0.178465166425221,0.593407484215539,-0.026521848842754
"3L2007_3","3L2007",3,"13RV210","68",2,"Shade",1141,0,"sha_col",-0.080310869964302,0.516977125489423,0.232636017156687,0.505901666945777,0.93696649689863,0.989533811452801
"3L2007_4","3L2007",4,"13RV460","137",2,"Shade",1140,0,"sha_col",-0.080310869964302,-2.20773328996836,0.232636017156687,-1.29533492271609,-1.55005911117627,0.00741372555515272
"3L2007_5","3L2007",5,"13RV411","122",2,"Shade",1143,0,"sha_col",-0.080310869964302,-1.21173309955391,0.479765240389381,-0.570778753129873,0.369544460533202,0.1529615209238
"3L2007_6","3L2007",6,"13RV136","43",2,"Shade",198,0,"sha_col",-2.07665697818687,-0.806427899690772,0.187075916490942,-0.508307272948435,-0.608591198788058,-0.48977727187669
"3L2007_7","3L2007",7,"13RV402","118",2,"Shade",712,0,"sha_col",-0.878379718051946,-1.11393304382449,-0.114153259353555,-0.912197476991044,0.203678677771582,-0.213642881005538
"3L2007_8","3L2007",8,"13RV058","23",2,"Shade",1380,0,"sha_col",0.396318012561798,-0.249459367669014,0.721433745902751,0.265879294442183,-0.539979538788668,0.885471493044528
"3L2007_9","3L2007",9,"13RV435","133",2,"Shade",1142,0,"sha_col",-0.080310869964302,-0.0154578154079378,0.457532101753823,0.249925405165827,0.349371764453416,0.361515076391094
"3L2008_1","3L2008",1,"13RV320","101",2,"Shade",959,0,"sha_col",-0.524746921556531,-0.993907879912009,0.479765240389381,-0.430054403479267,-0.98839383628818,0.235776550391451
"3L2008_10","3L2008",10,"13RV048","20",2,"Shade",21,0,"sha_col",-2.75660506023337,-0.852809319620433,-0.522849284496642,-1.0046413028827,-4.26734358392881,-2.76566752895896
"3L2008_11","3L2008",11,"13RV220","71",2,"Shade",206,0,"sha_col",-2.07665697818687,-0.806427899690772,-0.596919669845908,-1.02001937698147,-1.15937977527338,-1.23023338588996
"3L2008_12","3L2008",12,"13RV223","73",2,"Shade",NA,0,"sha_col",1.84194771377005,-0.511951839692344,NA,NA,NA,NA
"3L2008_13","3L2008",13,"13RV199","65",2,"Shade",22,0,"sha_col",-2.75660506023337,-0.760352273685909,0.501953303474058,-0.257275863634845,-1.86481657552524,-2.32634373619727
"3L2008_15","3L2008",15,"13RV164","53",2,"Shade",23,0,"sha_col",-2.75660506023337,-0.899508070064526,-0.498296675299771,-1.02001937698147,-1.98342806663753,-1.75062483857404
"3L2008_16","3L2008",16,"13RV079","30",2,"Shade",207,0,"sha_col",-2.07665697818687,-1.04163645596988,-0.352372172934729,-1.02001937698147,-1.60324158891608,-1.13152249672886
"3L2008_2","3L2008",2,"13RV210","68",2,"Shade",958,0,"sha_col",-0.524746921556531,-1.21173309955391,1.0641361337112,-0.146893882571647,-0.420888151442139,0.785785452441361
"3L2008_3","3L2008",3,"13RV015","8",2,"Shade",203,0,"sha_col",-2.07665697818687,-0.489759646492591,-1.68490599850875,-1.43188024153015,-3.09834758755946,-2.94705536662879
"3L2008_4","3L2008",4,"13RV174","58",2,"Shade",NA,0,"sha_col",2.23707704252613,NA,NA,NA,NA,NA
"3L2008_5","3L2008",5,"13RV286","92",2,"Shade",204,0,"sha_col",-2.07665697818687,-0.737425732673803,-0.114153259353555,-0.664263260096803,-1.19362630872436,-1.00307519609184
"3L2008_6","3L2008",6,"13RV377","113",2,"Shade",NA,0,"sha_col",2.05335915988513,-1.06563945221471,NA,NA,NA,NA
"3L2008_7","3L2008",7,"13RV488","59",2,"Shade",NA,0,"sha_col",2.23707704252613,NA,NA,NA,NA,NA
"3L2008_8","3L2008",8,"13RV325","103",2,"Shade",205,0,"sha_col",-2.07665697818687,-0.271030635390015,-0.522849284496642,-0.601970206802711,-0.858239375324294,-1.04651818658481
"3L2008_9","3L2008",9,"13RV474","139",2,"Shade",474,0,"sha_col",-1.29326224708559,-0.0998763334202285,-0.208723520661605,-0.27301764925616,-0.323306581295391,-0.750123721153147
"3L2009_1","3L2009",1,"13RV038","17",2,"Shade",415,0,"sha_col",-1.29326224708559,0.0473794624130327,-0.0438262650969466,-0.0520215102924773,-0.746657097406103,-1.01123274880375
"3L2009_10","3L2009",10,"8254","ANG-0",2,"Shade",1273,0,"accession",0.171875982851905,0.636313921440898,-0.0438262650969466,0.409733848376762,0.347605894261402,0.510957301764727
"3L2009_11","3L2009",11,"6972","TSU-1",2,"Shade",708,0,"accession",-0.878379718051946,-0.489759646492591,-0.208723520661605,-0.555171907403723,-0.0639160601589591,0.415885227683869
"3L2009_12","3L2009",12,"13RV248","81",2,"Shade",707,0,"sha_col",-0.878379718051946,0.294927917394201,-0.114153259353555,0.0907235946028233,-1.18212721795566,-0.491132445978628
"3L2009_13","3L2009",13,"13RV085","33",2,"Shade",174,0,"sha_col",-2.07665697818687,0.0682372538277782,-0.823038168044183,-0.539557691304641,-0.512738808916042,-0.56650530515118
"3L2009_14","3L2009",14,"6961","Se-0",2,"Shade",1517,0,"accession",0.864540013625496,0.233586083725098,-0.696673010685194,-0.335916053797486,0.899983952396375,1.53416879804739
"3L2009_15","3L2009",15,"13RV387","115",2,"Shade",12,0,"sha_col",-2.75660506023337,-0.357848798137956,-0.671625787043387,-0.75747421703591,-0.358357324883301,-0.212545815952937
"3L2009_16","3L2009",16,"13RV172","57",2,"Shade",706,0,"sha_col",-0.878379718051946,-0.669075894060182,-0.256362374804405,-0.71090338831784,-0.246487719218342,0.0755007980641275
"3L2009_2","3L2009",2,"13RV124","41",2,"Shade",11,0,"sha_col",-2.75660506023337,-0.601345766178646,-0.522849284496642,-0.834935687559888,-0.610185355671746,-0.799204474410083
"3L2009_3","3L2009",3,"7523","PNA-17",2,"Shade",NA,0,"accession",2.05335915988513,0.616507413394464,NA,NA,NA,NA
"3L2009_5","3L2009",5,"13RV260","85",2,"Shade",945,0,"sha_col",-0.524746921556531,-1.62254249098608,1.27348429722494,-0.241527258172887,-0.105335123684707,0.44128119847763
"3L2009_6","3L2009",6,"13RV256","84",2,"Shade",944,0,"sha_col",-0.524746921556531,-0.876118276541542,0.277997967397731,-0.492671132477012,-0.294232696541057,-0.153557667449826
"3L2009_7","3L2009",7,"13RV028","11",2,"Shade",1386,0,"sha_col",0.396318012561798,-0.737425732673803,1.62163544269682,0.60227649391896,3.02372095638235,1.36900602616851
"3L2009_8","3L2009",8,"13RV030","13",2,"Shade",1138,0,"sha_col",-0.080310869964302,0.0264780277426945,-0.848543596190362,-0.586378196889725,0.404050302998406,1.09065444298708
"3L2010_1","3L2010",1,"13RV023","10",2,"Shade",1288,0,"sha_col",0.171875982851905,-0.401588189902781,-0.328276608215762,-0.570778753129873,0.115532353833384,0.519350027177992
"3L2010_10","3L2010",10,"13RV034","15",2,"Shade",967,0,"sha_col",-0.524746921556531,-1.01772658446605,0.677878461191582,-0.304480653519652,0.16267208776091,0.821169802548407
"3L2010_11","3L2010",11,"13RV212","69",2,"Shade",965,0,"sha_col",-0.524746921556531,-0.314331642108113,0.764823925931228,0.249925405165827,-0.342085162954352,0.742373023790099
"3L2010_12","3L2010",12,"13RV226","74",2,"Shade",718,0,"sha_col",-0.878379718051946,0.355925148264826,0.435253511630953,0.52194987098399,0.202714157894646,0.537259833463019
"3L2010_13","3L2010",13,"13RV030","13",2,"Shade",1480,0,"sha_col",0.691004080660693,-1.51643302395574,-0.848543596190362,-1.61269947578903,0.265186844131368,1.47568803456031
"3L2010_14","3L2010",14,"13RV015","8",2,"Shade",448,0,"sha_col",-1.29326224708559,-0.1850541862995,-0.473811537833831,-0.508307272948435,-0.195179313956678,-0.68698515340244
"3L2010_15","3L2010",15,"13RV011","6",2,"Shade",449,0,"sha_col",-1.29326224708559,-0.511951839692344,-0.721794282204056,-0.896761319412069,-0.63105577458013,-0.601474020814385
"3L2010_16","3L2010",16,"13RV331","105",2,"Shade",963,0,"sha_col",-0.524746921556531,0.0682372538277782,0.786457893047349,0.554063454536162,0.161683121287429,1.03848342267973
"3L2010_2","3L2010",2,"13RV493","147",2,"Shade",447,0,"sha_col",-1.29326224708559,0.596668129023671,0.300605724477762,0.618358811752182,0.783876684876683,0.117357608042135
"3L2010_3","3L2010",3,"6897","AG-0",2,"Shade",966,0,"accession",-0.524746921556531,-0.511951839692344,0.524096661521485,-0.0678499404059088,-0.279890066669298,0.230249205901895
"3L2010_4","3L2010",4,"13RV366","112",2,"Shade",719,0,"sha_col",-0.878379718051946,-0.946536504493502,0.118356372104483,-0.648701310262501,-0.744920224840354,-0.158813755047802
"3L2010_5","3L2010",5,"13RV255","83",2,"Shade",1148,0,"sha_col",-0.080310869964302,-1.43847596999212,0.501953303474058,-0.695364332973495,-0.243946708983839,0.53789531113499
"3L2010_6","3L2010",6,"13RV229","76",2,"Shade",1390,0,"sha_col",0.396318012561798,-0.249459367669014,0.300605724477762,-0.036186589734136,0.826793563308282,1.68862957814633
"3L2010_7","3L2010",7,"13RV141","47",2,"Shade",1147,0,"sha_col",-0.080310869964302,-0.445556222889604,-0.425040692242143,-0.664263260096803,-0.594315038712084,-0.235776573296797
"3L2011_1","3L2011",1,"6915","Ei-2",2,"Shade",1377,0,"accession",0.396318012561798,-1.08973760882439,-2.19267979238373,-2.07247573929611,-0.328649579765522,1.83666619502236
"3L2011_10","3L2011",10,"8314","KA-0",2,"Shade",457,0,"accession",-1.29326224708559,-0.0364932734246173,0.479765240389381,0.249925405165827,0.477517529654499,0.200660404764346
"3L2011_11","3L2011",11,"8378","SAP-0",2,"Shade",950,0,"accession",-0.524746921556531,-1.04163645596988,0.590262131547987,-0.383016912643403,1.07098162471997,1.12755692533369
"3L2011_12","3L2011",12,"13RV048","20",2,"Shade",25,0,"sha_col",-2.75660506023337,-1.70394507387433,-0.256362374804405,-1.35611701115747,-2.06255769806838,-1.81739505471545
"3L2011_13","3L2011",13,"13RV337","108",2,"Shade",26,0,"sha_col",-2.75660506023337,-1.01772658446605,-0.646651728833705,-1.18861018092925,-1.60023833750632,-2.04035386396118
"3L2011_16","3L2011",16,"13RV432","131",2,"Shade",191,0,"sha_col",-2.07665697818687,-2.01954269949804,0.232636017156687,-1.20388381902369,-1.08657620871804,-0.550790367790971
"3L2011_4","3L2011",4,"8337","MIR-0",2,"Shade",NA,0,"accession",1.36491691968168,-2.55976354744975,NA,NA,NA,NA
"3L2011_5","3L2011",5,"8264","Bla-1",2,"Shade",1639,0,"accession",1.36491691968168,-2.24069719178515,1.2527073752189,-0.586378196889725,-0.688643757238586,2.43253722034636
"3L2011_7","3L2011",7,"13RV325","103",2,"Shade",24,0,"sha_col",-2.75660506023337,-0.993907879912009,-0.13770887278823,-0.850404169362451,-1.59424935419716,NA
"3L2011_8","3L2011",8,"13RV185","62",2,"Shade",189,0,"sha_col",-2.07665697818687,-1.21173309955391,0.255341541718776,-0.726434743934848,-0.331327741632877,-0.28233959747612
