"plant_id","tray","pot_pos","geno","geno2","shelf","treatment","envelope","rep","cross","bd","h2_h1","h3_h2","h3_h1","i_dry","r_dry"
"2H4004_10","2H4004",10,"21RV055","18",4,"Sun",NA,1,"blh_col",1.32049366001582,0.939332277159369,NA,NA,NA,NA
"2H4004_11","2H4004",11,"8RV402","127",4,"Sun",NA,1,"cvi_col",1.55672511375467,-0.296263626603265,NA,-1.04051030580278,NA,NA
"2H4004_12","2H4004",12,"28RV250","64",4,"Sun",1467,1,"jea_col",0.804941549365692,0.715218045348787,0.203044712895961,0.670428271114799,0.720892715047591,0.934083051537182
"2H4004_13","2H4004",13,"27RV235","65",4,"Sun",1102,1,"oy_col",0.206208781238798,0.423703506318798,NA,NA,1.19140743542042,0.619383521238941
"2H4004_14","2H4004",14,"8RV224","67",4,"Sun",NA,1,"cvi_col",1.85516476995917,NA,NA,NA,NA,NA
"2H4004_15","2H4004",15,"28RV092","29",4,"Sun",1468,1,"jea_col",0.804941549365692,1.04516475318631,0.486426375285387,1.13682590656777,1.33695413267304,1.48876597161359
"2H4004_16","2H4004",16,"20RV502","139",4,"Sun",1099,1,"bur_col",0.206208781238798,0.74294590760469,NA,NA,1.09542409723582,1.13221182544433
"2H4004_3","2H4004",3,"21RV138","43",4,"Sun",1301,1,"blh_col",0.427028632720756,0.153824892235104,NA,NA,0.30101591345326,1.37692968168803
"2H4004_3","2H4004",3,"9057","VINSLOV",4,"Sun",1301,1,"accession",0.427028632720756,0.153824892235104,NA,NA,0.30101591345326,1.37692968168803
"2H4004_4","2H4004",4,"13RV405","120",4,"Sun",1098,1,"sha_col",0.206208781238798,0.563919409888535,NA,NA,1.27464684208618,1.07405277943164
"2H4004_5","2H4004",5,"8RV495","149",4,"Sun",406,1,"cvi_col",-0.823373927890408,0.396403687239879,0.21367692552492,0.365419651064694,-0.602230459000876,0.0852068206052939
"2H4004_6","2H4004",6,"29RV640","150",4,"Sun",1101,1,"ita_col",-0.177391632843378,0.301042971254746,NA,NA,1.95182459650729,0.807013893698102
