qtl,avg_snp_betas_sq,avg_snp_pve,score,left_bound,right_bound
m_4_41028,0.00268483232600016,0.0324930944830029,8.46029125726901,m_4_41028,m_4_527682
m_5_4110711,0.00269034853525874,0.0379561388758352,7.05432877390783,m_5_3799350,m_5_5018484
