qtl,avg_snp_betas_sq,avg_snp_pve,score,left_bound,right_bound
m_4_407208,0.00268992207210655,0.0325343536767214,8.6415486073715,m_4_41028,m_4_527682
m_5_4216890,0.00260280256417337,0.037489330413587,7.44079872075927,m_5_3799350,m_5_5018484
