qtl,avg_snp_betas_sq,avg_snp_pve,score,left_bound,right_bound
m_2_11952697,0.000203601855583749,0.0199667642235757,4.8311044054804,m_2_11607434,m_2_12336345
m_5_4991121,0.000811776199599868,0.0375129472934722,9.00056671488548,m_5_3799350,m_5_5130837
