"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
1.12340193012925,-0.200159534652363,NA,0.184530410887636,0.325846328538514,0.443408870518157,"Shade","blh"
