"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
1.19099712364913,-0.190893689566584,0.175629118208326,0.434714577057558,0.420564407192211,0.397240810890095,"Shade","bur"
