"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.745025726426688,-0.305737945715085,0.126464289112489,0.0331843694827097,0.400985724855834,0.478756096617417,"Sun","cvi"
