"bd ~ B4","bd ~ B42","bd ~ B5","rdry ~ B4","rdry ~ B42","rdry ~ B5","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","idry ~ B4","idry ~ B42","idry ~ B5","env","pop"
0.731646549552985,NA,NA,0.371557303584937,NA,-0.234461158355584,NA,NA,NA,-0.339272630025154,NA,-0.145368875411043,"Shade","jea"
