"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.983685095530432,0.0533285750012845,NA,-0.55282966154365,0.616883086723976,0.1246352884652,"Sun","blh"
