"bd ~ B4","bd ~ B42","bd ~ B5","rdry ~ B4","rdry ~ B42","rdry ~ B5","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","idry ~ B4","idry ~ B42","idry ~ B5","env","pop"
NA,0.311713732526101,0.461179041697632,NA,NA,NA,NA,0.193891789199066,0.321332895186693,NA,NA,NA,"Sun","cvi"
