"geno","plant_id","tray","pot_pos","geno2","shelf","treatment","envelope","rep","cross","bd","h2_h1","h3_h2","h3_h1","i_dry","r_dry","A4","B4","A5","B5","A42","B42","AA","AB","BA","BB"
"20RV_20RV117","8L2003_15","8L2003",15,"30",2,"Shade",989,3,"bur_col",0.206208781238798,-1.31128420118174,1.58115537279641,0.186170708801607,1.11115211166069,0.791121724354783,0.999999999956817,4.31827906766102e-11,0,1,0.999999999999998,1.88737914186277e-15,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV117","9H5010_6","9H5010",6,"30",5,"Sun",1691,4,"bur_col",1.25567441751391,0.516977125489423,0.141314085958641,0.441766536922712,1.01332382379021,2.00044303370387,0.999999999956817,4.31827906766102e-11,0,1,0.999999999999998,1.88737914186277e-15,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV123","2H5004_11","2H5004",11,"31",5,"Sun",763,1,"bur_col",0.206208781238798,0.596668129023671,NA,NA,-0.494832638544288,0.581071671022729,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,0.999999999999998,1.88737914186277e-15,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV123","2L2004_11","2L2004",11,"31",2,"Shade",596,1,"bur_col",-0.477416775850869,-0.817994149055867,-0.712365071105677,-1.0046413028827,0.251195779087819,0.39143239837431,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,0.999999999999998,1.88737914186277e-15,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV123","5H5003_1","5H5003",1,"31",5,"Sun",1791,2,"bur_col",1.50084858465274,0.968279421561224,0.501953303474058,1.07088442745636,0.660565237017236,1.84916928659147,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,0.999999999999998,1.88737914186277e-15,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV123","5L2003_1","5L2003",1,"31",2,"Shade",1314,2,"bur_col",0.427028632720756,0.616507413394477,1.3149357154579,1.39661880006372,1.10835425033945,0.932633393489918,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,0.999999999999998,1.88737914186277e-15,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV123","8H4003_16","8H4003",16,"31",4,"Sun",NA,3,"bur_col",1.38286460619163,0.948988397371548,NA,NA,NA,NA,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,0.999999999999998,1.88737914186277e-15,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV123","8L1003_16","8L1003",16,"31",1,"Shade",1168,3,"bur_col",0.427028632720756,-0.445556222889604,1.60141083544038,0.79563155839784,1.38425702171518,1.32243976260748,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,0.999999999999998,1.88737914186277e-15,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV123","9H6007_7","9H6007",7,"31",6,"Sun",1642,4,"bur_col",1.04480710111635,0.436736652678838,0.829605127314484,0.876428796996597,0.336970747506748,1.65720563645446,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,0.999999999999998,1.88737914186277e-15,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV123","9L3007_7","9L3007",7,"31",3,"Shade",444,4,"bur_col",-0.477416775850869,0.852103708493241,0.368141189209927,0.876428796996597,0.650294851175384,-0.658869864032448,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,0.999999999999998,1.88737914186277e-15,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV133","2H5013_8","2H5013",8,"32",5,"Sun",1172,1,"bur_col",0.206208781238798,0.855535552193887,NA,NA,-0.240142673994836,0.19742331227856,0.999999999956817,4.31827906766102e-11,0,1,0,1,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV133","2L2013_8","2L2013",8,"32",2,"Shade",1256,1,"bur_col",0.319678694822545,0.547510971034196,NA,NA,1.51789653809225,0.854184906629447,0.999999999956817,4.31827906766102e-11,0,1,0,1,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV133","5H6002_5","5H6002",5,"32",6,"Sun",1244,2,"bur_col",0.206208781238798,0.376182795989478,NA,NA,-1.03358872991357,-0.605912860078701,0.999999999956817,4.31827906766102e-11,0,1,0,1,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV133","5L3002_5","5L3002",5,"32",3,"Shade",543,2,"bur_col",-0.477416775850869,0.315298090809669,1.66199285242022,1.42930155399433,-0.340736547365523,-0.0652546822106654,0.999999999956817,4.31827906766102e-11,0,1,0,1,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV133","8H4006_9","8H4006",9,"32",4,"Sun",1038,3,"bur_col",0.206208781238798,-0.829579682584728,0.255341541718776,-0.477027745211524,-0.143061068376689,0.870416436193236,0.999999999956817,4.31827906766102e-11,0,1,0,1,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV133","8L1006_9","8L1006",9,"32",1,"Shade",297,3,"bur_col",-0.477416775850869,-1.43847596999212,0.936783087783038,-0.383016912643403,-0.319310932580777,-0.211449655278951,0.999999999956817,4.31827906766102e-11,0,1,0,1,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV133","9H4022_1","9H4022",1,"32",4,"Sun",1346,4,"bur_col",0.427028632720756,-0.0364932734246173,1.41797726786633,0.957359858707436,-0.0503410993292406,0.458857065696609,0.999999999956817,4.31827906766102e-11,0,1,0,1,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV133","9L1022_1","9L1022",1,"32",1,"Shade",1538,4,"bur_col",0.888521299216401,-0.511951839692344,1.62163544269682,0.763350586808283,-0.0157881166383428,-0.339023784205553,0.999999999956817,4.31827906766102e-11,0,1,0,1,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV135","2H5009_1","2H5009",1,"33",5,"Sun",NA,1,"bur_col",1.32049366001582,0.0264780277426945,-0.0555124332771052,-0.373601785673549,NA,NA,0.999999999956817,4.31827906766102e-11,0.999999999999996,3.5527136788005e-15,0.999999999999998,1.88737914186277e-15,0.999999999956814,3.55271367864709e-15,4.31827906766101e-11,1.53416091125572e-25
"20RV_20RV135","2L2009_1","2L2009",1,"33",2,"Shade",NA,1,"bur_col",1.80934789899471,-0.926900429043669,NA,NA,NA,NA,0.999999999956817,4.31827906766102e-11,0.999999999999996,3.5527136788005e-15,0.999999999999998,1.88737914186277e-15,0.999999999956814,3.55271367864709e-15,4.31827906766101e-11,1.53416091125572e-25
"20RV_20RV135","5H5020_6","5H5020",6,"33",5,"Sun",1823,2,"bur_col",1.61068280132899,-1.08973760882439,-1.68490599850875,-1.82172866850132,NA,NA,0.999999999956817,4.31827906766102e-11,0.999999999999996,3.5527136788005e-15,0.999999999999998,1.88737914186277e-15,0.999999999956814,3.55271367864709e-15,4.31827906766101e-11,1.53416091125572e-25
"20RV_20RV135","5L2020_6","5L2020",6,"33",2,"Shade",1763,2,"bur_col",1.50084858465274,0.233586083725098,-1.54317156925656,-0.834935687559888,2.05322657911545,0.786854277468977,0.999999999956817,4.31827906766102e-11,0.999999999999996,3.5527136788005e-15,0.999999999999998,1.88737914186277e-15,0.999999999956814,3.55271367864709e-15,4.31827906766101e-11,1.53416091125572e-25
"20RV_20RV135","8L2019_7","8L2019",7,"33",2,"Shade",975,3,"bur_col",0.206208781238798,-2.17528744786929,0.368141189209912,-1.18861018092925,-0.289002423043502,-0.0246140559715986,0.999999999956817,4.31827906766102e-11,0.999999999999996,3.5527136788005e-15,0.999999999999998,1.88737914186277e-15,0.999999999956814,3.55271367864709e-15,4.31827906766101e-11,1.53416091125572e-25
"20RV_20RV135","9H4009_3","9H4009",3,"33",4,"Sun",1728,4,"bur_col",1.38286460619163,-1.18712554171081,-1.54317156925656,-1.80687063519262,0.0169660556865354,0.922445524839207,0.999999999956817,4.31827906766102e-11,0.999999999999996,3.5527136788005e-15,0.999999999999998,1.88737914186277e-15,0.999999999956814,3.55271367864709e-15,4.31827906766101e-11,1.53416091125572e-25
"20RV_20RV135","9L1009_3","9L1009",3,"33",1,"Shade",1650,4,"bur_col",1.04480710111635,-2.54574739285146,-2.61582347739155,-2.75768511035855,-1.37454535402367,-2.83645333081215,0.999999999956817,4.31827906766102e-11,0.999999999999996,3.5527136788005e-15,0.999999999999998,1.88737914186277e-15,0.999999999956814,3.55271367864709e-15,4.31827906766101e-11,1.53416091125572e-25
"20RV_20RV137","2H6008_8","2H6008",8,"34",6,"Sun",1181,1,"bur_col",0.206208781238798,0.751021544586919,NA,NA,0.342296901587422,0.310185367244655,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,-8.88178419700125e-16,1,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV137","2L3008_8","2L3008",8,"34",3,"Shade",NA,1,"bur_col",1.55672511375467,-0.210761385845544,NA,NA,NA,NA,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,-8.88178419700125e-16,1,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV137","5H4006_13","5H4006",13,"34",4,"Sun",1613,2,"bur_col",1.04480710111635,-0.534205581454125,1.10629101512555,0.345738995328681,1.10274459600093,1.67743706808907,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,-8.88178419700125e-16,1,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV137","5L1006_13","5L1006",13,"34",1,"Shade",1293,2,"bur_col",0.427028632720756,2.1167976252111,0.345676921251071,1.9712997249817,1.7578710462296,0.715124880071345,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,-8.88178419700125e-16,1,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV137","8H6013_1","8H6013",1,"34",6,"Sun",1567,3,"bur_col",1.04480710111635,-0.993907879912009,-0.13770887278823,-0.850404169362451,0.182327052147131,2.19532732942634,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,-8.88178419700125e-16,1,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV137","8L3013_1","8L3013",1,"34",3,"Shade",1015,3,"bur_col",0.206208781238798,0.151241790311019,0.786457893047349,0.618358811752182,1.5165752789726,0.832603305582488,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,-8.88178419700125e-16,1,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV137","9H6014_13","9H6014",13,"34",6,"Sun",1516,4,"bur_col",0.717352592007723,1.88288633030717,NA,NA,1.14601420079051,1.45124740516838,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,-8.88178419700125e-16,1,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV137","9L3014_13","9L3014",13,"34",3,"Shade",741,4,"bur_col",-0.041586431398386,0.516977125489423,1.14830129359975,1.1846622258815,0.585010131572163,-0.317480411324954,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,-8.88178419700125e-16,1,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV141","2L3006_5","2L3006",5,"35",3,"Shade",NA,1,"bur_col",0.717352592007723,0.578525119330189,NA,NA,NA,NA,0.999999999956817,4.31827906766102e-11,0.999999999999996,3.5527136788005e-15,-8.88178419700125e-16,1,0.999999999956814,3.55271367864709e-15,4.31827906766101e-11,1.53416091125572e-25
"20RV_20RV141","5H6022_15","5H6022",15,"35",6,"Sun",1575,2,"bur_col",0.888521299216401,-0.806427899690772,-0.498296675299771,-0.958456726827559,-0.0413536930927746,0.801206928958678,0.999999999956817,4.31827906766102e-11,0.999999999999996,3.5527136788005e-15,-8.88178419700125e-16,1,0.999999999956814,3.55271367864709e-15,4.31827906766101e-11,1.53416091125572e-25
"20RV_20RV141","5L3022_15","5L3022",15,"35",3,"Shade",1440,2,"bur_col",0.625424487034454,1.91908594775284,-0.797611494722258,1.00598190852017,0.591121502974407,-0.368308973449193,0.999999999956817,4.31827906766102e-11,0.999999999999996,3.5527136788005e-15,-8.88178419700125e-16,1,0.999999999956814,3.55271367864709e-15,4.31827906766101e-11,1.53416091125572e-25
"20RV_20RV141","8H4022_4","8H4022",4,"35",4,"Sun",1396,3,"bur_col",0.717352592007723,-0.87611827654154,-1.85922554817136,-1.77712021173486,0.0501342928870886,0.458857065696609,0.999999999956817,4.31827906766102e-11,0.999999999999996,3.5527136788005e-15,-8.88178419700125e-16,1,0.999999999956814,3.55271367864709e-15,4.31827906766101e-11,1.53416091125572e-25
"20RV_20RV141","8L1022_4","8L1022",4,"35",1,"Shade",1331,3,"bur_col",0.717352592007723,-0.336062828260924,-0.671625787043387,-0.741958365169495,0.571176776854961,0.263087189534858,0.999999999956817,4.31827906766102e-11,0.999999999999996,3.5527136788005e-15,-8.88178419700125e-16,1,0.999999999956814,3.55271367864709e-15,4.31827906766101e-11,1.53416091125572e-25
"20RV_20RV141","9H4024_16","9H4024",16,"35",4,"Sun",1724,4,"bur_col",1.38286460619163,-0.783352553720498,-1.54317156925656,-1.55258938600316,-0.241409690422306,1.09715707669388,0.999999999956817,4.31827906766102e-11,0.999999999999996,3.5527136788005e-15,-8.88178419700125e-16,1,0.999999999956814,3.55271367864709e-15,4.31827906766101e-11,1.53416091125572e-25
"20RV_20RV143","2L1002_13","2L1002",13,"36",1,"Shade",247,1,"bur_col",-0.823373927890408,0.315298090809669,0.808051525159321,0.517572518892246,-0.76237510306808,-0.722214462540055,0.900883150982504,0.099116849017496,0.999999999999996,3.5527136788005e-15,0,1,0.900883150982501,3.20057989349644e-15,0.0991168490174956,3.52133785304062e-16
"20RV_20RV143","5L3009_15","5L3009",15,"36",3,"Shade",579,2,"bur_col",-0.477416775850869,-1.11393304382449,0.590262131547987,-0.430054403479267,-0.247759725251815,-1.06990204757625,0.900883150982504,0.099116849017496,0.999999999999996,3.5527136788005e-15,0,1,0.900883150982501,3.20057989349644e-15,0.0991168490174956,3.52133785304062e-16
"20RV_20RV143","8H6015_5","8H6015",5,"36",6,"Sun",NA,3,"bur_col",1.50084858465274,-1.36177378550166,NA,NA,NA,NA,0.900883150982504,0.099116849017496,0.999999999999996,3.5527136788005e-15,0,1,0.900883150982501,3.20057989349644e-15,0.0991168490174956,3.52133785304062e-16
"20RV_20RV143","8L3015_5","8L3015",5,"36",3,"Shade",NA,3,"bur_col",1.25567441751391,-0.852809319620433,NA,NA,NA,NA,0.900883150982504,0.099116849017496,0.999999999999996,3.5527136788005e-15,0,1,0.900883150982501,3.20057989349644e-15,0.0991168490174956,3.52133785304062e-16
"20RV_20RV143","9H4022_8","9H4022",8,"36",4,"Sun",NA,4,"bur_col",1.98457496465339,NA,NA,NA,NA,NA,0.900883150982504,0.099116849017496,0.999999999999996,3.5527136788005e-15,0,1,0.900883150982501,3.20057989349644e-15,0.0991168490174956,3.52133785304062e-16
"20RV_20RV146","2H5008_4","2H5008",4,"37",5,"Sun",741,1,"bur_col",-0.477416775850869,1.27325948099862,-0.119382893296288,0.819856558793521,0.685247092812898,0.270792451997867,0.999999999956817,4.31827906766102e-11,-8.88178419700125e-16,1,0,1,-8.88178419661771e-16,0.999999999956818,-3.8354022781393e-26,4.31827906766103e-11
"20RV_20RV146","2L2008_4","2L2008",4,"37",2,"Shade",1401,1,"bur_col",0.717352592007723,0.927394308830175,NA,NA,2.24829463231802,0.640823892345979,0.999999999956817,4.31827906766102e-11,-8.88178419700125e-16,1,0,1,-8.88178419661771e-16,0.999999999956818,-3.8354022781393e-26,4.31827906766103e-11
"20RV_20RV146","5H4016_11","5H4016",11,"37",4,"Sun",1611,2,"bur_col",1.04480710111635,0.0473794624130327,-0.0438262650969466,-0.0520215102924773,1.11617662295835,1.6367078994397,0.999999999956817,4.31827906766102e-11,-8.88178419700125e-16,1,0,1,-8.88178419661771e-16,0.999999999956818,-3.8354022781393e-26,4.31827906766103e-11
"20RV_20RV146","5L1016_11","5L1016",11,"37",1,"Shade",1025,2,"bur_col",0.206208781238798,0.910321138405219,1.0641361337112,1.44565022902553,1.07783844072812,0.769117159143753,0.999999999956817,4.31827906766102e-11,-8.88178419700125e-16,1,0,1,-8.88178419661771e-16,0.999999999956818,-3.8354022781393e-26,4.31827906766103e-11
"20RV_20RV146","8H4013_8","8H4013",8,"37",4,"Sun",NA,3,"bur_col",1.66282867889105,NA,NA,NA,NA,NA,0.999999999956817,4.31827906766102e-11,-8.88178419700125e-16,1,0,1,-8.88178419661771e-16,0.999999999956818,-3.8354022781393e-26,4.31827906766103e-11
"20RV_20RV146","8L1013_8","8L1013",8,"37",1,"Shade",1176,3,"bur_col",0.427028632720756,-1.36177378550166,1.88183161488155,0.393726290338785,0.0960834079987573,1.19954347393899,0.999999999956817,4.31827906766102e-11,-8.88178419700125e-16,1,0,1,-8.88178419661771e-16,0.999999999956818,-3.8354022781393e-26,4.31827906766103e-11
"20RV_20RV146","9H5022_12","9H5022",12,"37",5,"Sun",1585,4,"bur_col",0.888521299216401,-0.646431853075174,0.677878461191582,-0.0520215102924773,0.0816030109348811,1.33615430482559,0.999999999956817,4.31827906766102e-11,-8.88178419700125e-16,1,0,1,-8.88178419661771e-16,0.999999999956818,-3.8354022781393e-26,4.31827906766103e-11
"20RV_20RV146","9L2022_12","9L2022",12,"37",2,"Shade",NA,4,"bur_col",1.98457496465339,NA,NA,NA,NA,NA,0.999999999956817,4.31827906766102e-11,-8.88178419700125e-16,1,0,1,-8.88178419661771e-16,0.999999999956818,-3.8354022781393e-26,4.31827906766103e-11
"20RV_20RV147","2H5001_11","2H5001",11,"38",5,"Sun",749,1,"bur_col",-0.477416775850869,2.32993311177135,-1.59102082597072,0.471936238363622,1.51833673145239,0.374415074627163,4.31832347658201e-11,0.999999999956817,0,1,-8.88178419700125e-16,1,0,4.31832347658201e-11,0,0.999999999956817
"20RV_20RV147","2L2001_11","2L2001",11,"38",2,"Shade",294,1,"bur_col",-0.823373927890408,2.85219052929835,-0.57710631794684,2.40731521617998,0.707436965687478,0.116498525837507,4.31832347658201e-11,0.999999999956817,0,1,-8.88178419700125e-16,1,0,4.31832347658201e-11,0,0.999999999956817
"20RV_20RV147","5H4021_7","5H4021",7,"38",4,"Sun",1783,2,"bur_col",1.50084858465274,-0.467628074861939,-0.0438262650969466,-0.430054403479267,-0.0268542595423507,2.5857207967495,4.31832347658201e-11,0.999999999956817,0,1,-8.88178419700125e-16,1,0,4.31832347658201e-11,0,0.999999999956817
"20RV_20RV147","5L1021_7","5L1021",7,"38",1,"Shade",1587,2,"bur_col",1.04480710111635,1.42331229159024,-0.13770887278823,1.00598190852017,1.96478537200705,1.42745353828774,4.31832347658201e-11,0.999999999956817,0,1,-8.88178419700125e-16,1,0,4.31832347658201e-11,0,0.999999999956817
"20RV_20RV147","8H6007_5","8H6007",5,"38",6,"Sun",NA,3,"bur_col",1.66282867889105,-0.336062828260924,NA,NA,NA,NA,4.31832347658201e-11,0.999999999956817,0,1,-8.88178419700125e-16,1,0,4.31832347658201e-11,0,0.999999999956817
"20RV_20RV147","8L3007_5","8L3007",5,"38",3,"Shade",1538,3,"bur_col",1.04480710111635,1.14066042037095,-1.59950058855075,-0.146893882571647,2.2497384113608,2.49024567673774,4.31832347658201e-11,0.999999999956817,0,1,-8.88178419700125e-16,1,0,4.31832347658201e-11,0,0.999999999956817
"20RV_20RV147","9H6005_2","9H6005",2,"38",6,"Sun",NA,4,"bur_col",1.66282867889105,0.636313921440898,NA,NA,NA,NA,4.31832347658201e-11,0.999999999956817,0,1,-8.88178419700125e-16,1,0,4.31832347658201e-11,0,0.999999999956817
"20RV_20RV147","9L3005_2","9L3005",2,"38",3,"Shade",1549,4,"bur_col",0.888521299216401,0.576795767032231,0.851119000534591,1.00598190852017,2.3487806363372,1.53676025779559,4.31832347658201e-11,0.999999999956817,0,1,-8.88178419700125e-16,1,0,4.31832347658201e-11,0,0.999999999956817
"20RV_20RV151","2H4003_6","2H4003",6,"39",4,"Sun",1133,1,"bur_col",0.206208781238798,0.879532834556124,NA,NA,1.15366474168767,-0.0820590903773594,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,0.79733991594543,0.20266008405457,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV151","2L1003_6","2L1003",6,"39",1,"Shade",849,1,"bur_col",-0.177391632843378,2.09891851749598,-0.867724953724269,1.00490090583446,0.724415740748998,-0.722214462540055,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,0.79733991594543,0.20266008405457,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV151","5L2006_10","5L2006",10,"39",2,"Shade",1426,2,"bur_col",0.625424487034454,-0.336062828260924,0.0260023987070229,-0.288752588228398,1.24132156921125,1.94054827948005,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,0.79733991594543,0.20266008405457,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV151","8H4023_9","8H4023",9,"39",4,"Sun",NA,3,"bur_col",1.50084858465274,-0.646431853075174,NA,NA,NA,NA,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,0.79733991594543,0.20266008405457,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV151","8L1023_9","8L1023",9,"39",1,"Shade",1585,3,"bur_col",1.25567441751391,0.813144910460097,-0.114153259353555,0.505901666945777,3.02241392776121,2.32454681218516,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,0.79733991594543,0.20266008405457,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV151","9H4020_16","9H4020",16,"39",4,"Sun",1725,4,"bur_col",1.38286460619163,1.2921012615241,-1.0293740851506,0.313777145810605,1.57334210837899,1.32653002386703,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,0.79733991594543,0.20266008405457,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV151","9L1020_16","9L1020",16,"39",1,"Shade",1417,4,"bur_col",0.717352592007723,0.596668129023671,1.3149357154579,1.38028474744329,1.74171324057025,0.926334956821619,4.31832347658201e-11,0.999999999956817,-8.88178419700125e-16,1,0.79733991594543,0.20266008405457,-3.83544172118456e-26,4.31832347658201e-11,-8.88178419661771e-16,0.999999999956818
"20RV_20RV153","2H4017_3","2H4017",3,"40",4,"Sun",929,1,"bur_col",-0.177391632843378,1.08224864988544,NA,NA,1.3137934272611,0.91365643203218,0.999999999956817,4.31827906766102e-11,0,1,0,1,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV153","2L1017_3","2L1017",3,"40",1,"Shade",223,1,"bur_col",-0.823373927890408,0.890944438467559,0.57926185596055,0.989769310394421,-1.50146127298005,-1.45003412481728,0.999999999956817,4.31827906766102e-11,0,1,0,1,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV153","5H4011_1","5H4011",1,"40",4,"Sun",1723,2,"bur_col",1.38286460619163,0.536950579501293,0.501953303474058,0.714970176720105,0.112476810236357,2.20554168444336,0.999999999956817,4.31827906766102e-11,0,1,0,1,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV153","5L1011_1","5L1011",1,"40",1,"Shade",1411,2,"bur_col",0.625424487034454,1.55337182188643,-0.0906546578551972,1.1521287388187,1.13777863326069,0.854184906629447,0.999999999956817,4.31827906766102e-11,0,1,0,1,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV153","8H6006_14","8H6006",14,"40",6,"Sun",NA,3,"bur_col",1.25567441751391,-0.534205581454125,0.187075916490942,-0.320201817871789,NA,NA,0.999999999956817,4.31827906766102e-11,0,1,0,1,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV153","8L3006_14","8L3006",14,"40",3,"Shade",1483,3,"bur_col",0.888521299216401,-0.0575744744645495,0.979384300870682,0.60227649391896,2.07409422040028,2.0679061838917,0.999999999956817,4.31827906766102e-11,0,1,0,1,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV153","9H4010_14","9H4010",14,"40",4,"Sun",1783,4,"bur_col",1.50084858465274,-1.56916105070975,1.39743516127101,-0.11529604568918,NA,NA,0.999999999956817,4.31827906766102e-11,0,1,0,1,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV153","9L1010_14","9L1010",14,"40",1,"Shade",1536,4,"bur_col",0.888521299216401,2.08102080230492,0.479765240389381,2.03733518445055,1.97697548690924,1.82028972514652,0.999999999956817,4.31827906766102e-11,0,1,0,1,0,0.999999999956817,0,4.31827906766102e-11
"20RV_20RV156","2L3016_16","2L3016",16,"41",3,"Shade",382,1,"bur_col",-0.823373927890408,1.15968016785383,-0.304243555885595,0.763350586808283,-1.34120065088122,-0.896042637507986,0.999999999956817,4.31827906766102e-11,-8.88178419700125e-16,1,0.999999999999998,1.88737914186277e-15,-8.88178419661771e-16,0.999999999956818,-3.8354022781393e-26,4.31827906766103e-11
"20RV_20RV156","5H6006_1","5H6006",1,"41",6,"Sun",1571,2,"bur_col",0.888521299216401,0.596668129023671,0.141314085958641,0.505901666945777,0.957302166701617,1.69565740374258,0.999999999956817,4.31827906766102e-11,-8.88178419700125e-16,1,0.999999999999998,1.88737914186277e-15,-8.88178419661771e-16,0.999999999956818,-3.8354022781393e-26,4.31827906766103e-11
"20RV_20RV156","5L3006_1","5L3006",1,"41",3,"Shade",1527,2,"bur_col",0.206208781238798,0.109823887663719,-0.328276608215762,-0.110027172098211,1.70578213610134,0.53280351355183,0.999999999956817,4.31827906766102e-11,-8.88178419700125e-16,1,0.999999999999998,1.88737914186277e-15,-8.88178419661771e-16,0.999999999956818,-3.8354022781393e-26,4.31827906766103e-11
"20RV_20RV156","8H5002_5","8H5002",5,"41",5,"Sun",1432,3,"bur_col",0.717352592007723,-0.249459367669014,-0.449393122007658,-0.539557691304641,0.479965469290677,1.51656157195635,0.999999999956817,4.31827906766102e-11,-8.88178419700125e-16,1,0.999999999999998,1.88737914186277e-15,-8.88178419661771e-16,0.999999999956818,-3.8354022781393e-26,4.31827906766103e-11
"20RV_20RV156","8L2002_5","8L2002",5,"41",2,"Shade",1191,3,"bur_col",0.427028632720756,-0.163686450235805,0.872593441891303,0.441766536922712,1.28577973037394,1.00250042888212,0.999999999956817,4.31827906766102e-11,-8.88178419700125e-16,1,0.999999999999998,1.88737914186277e-15,-8.88178419661771e-16,0.999999999956818,-3.8354022781393e-26,4.31827906766103e-11
"20RV_20RV156","9H6009_4","9H6009",4,"41",6,"Sun",1393,4,"bur_col",0.427028632720756,0.315298090809669,-0.328276608215762,-0.036186589734136,0.153749813187368,0.809645774082526,0.999999999956817,4.31827906766102e-11,-8.88178419700125e-16,1,0.999999999999998,1.88737914186277e-15,-8.88178419661771e-16,0.999999999956818,-3.8354022781393e-26,4.31827906766103e-11
"20RV_20RV156","9L3009_4","9L3009",4,"41",3,"Shade",1118,4,"bur_col",0.206208781238798,-0.423543212774735,1.02183459697733,0.361728844129346,0.834060356069252,0.408245815723743,0.999999999956817,4.31827906766102e-11,-8.88178419700125e-16,1,0.999999999999998,1.88737914186277e-15,-8.88178419661771e-16,0.999999999956818,-3.8354022781393e-26,4.31827906766103e-11
