"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.922180669685977,-0.224576508983069,0.177221769903331,0.0554246345730885,0.520647206670551,0.433066362877612,"Shade","ita"
