"bd ~ B4","bd ~ B42","bd ~ B5","rdry ~ B4","rdry ~ B42","rdry ~ B5","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","idry ~ B4","idry ~ B42","idry ~ B5","env","pop"
0.820327436167551,0.317780632099929,-0.940527832639168,0.299272189787216,0.110635436375833,-0.150181489377379,NA,NA,0.574892338178291,NA,NA,NA,"Shade","sha"
