"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.776662012891783,-0.0016442340461213,0.204806975252572,0.266176460580627,0.459153722925272,0.174858256642311,"Shade","cvi"
