"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.692483174658069,NA,0.154909354132869,NA,0.528642802258527,0.380834116513975,"Shade","oy"
