"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.64257181875358,-0.427903748045573,0.212388007904424,-0.0707188345619663,0.508111525678615,0.416628457302196,"Sun","jea"
