"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.681396286137646,0.221687809300262,-0.0705231085997687,0.103466284788218,0.328601764838521,0.591081789419862,"Shade","sha"
