"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.716872381463889,-0.534086976587296,0.254073861300837,-0.235567448246982,0.642109697849602,0.474820273717276,"Sun","ita"
