"bd ~ B4","bd ~ B42","bd ~ B5","rdry ~ B4","rdry ~ B42","rdry ~ B5","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","idry ~ B4","idry ~ B42","idry ~ B5","env","pop"
NA,0.184590920256488,NA,NA,NA,0.397763051307813,NA,NA,0.568969073549324,NA,-0.158747943938712,0.230321766506275,"Shade","bur"
