"bd ~ B4","bd ~ B42","bd ~ B5","rdry ~ B4","rdry ~ B42","rdry ~ B5","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","idry ~ B4","idry ~ B42","idry ~ B5","env","pop"
0.562154344377522,NA,0.35234363853687,NA,-0.278219972129597,-0.0655537493453593,0.346245706723487,NA,0.141790417950244,-0.316233745929208,NA,NA,"Shade","ita"
