"geno","plant_id","tray","pot_pos","geno2","shelf","treatment","envelope","rep","cross","bd","h2_h1","h3_h2","h3_h1","i_dry","r_dry","A4","B4","A5","B5","AA","AB","BA","BB"
"27RV_27RV002","9H4021_16","9H4021",16,"2",4,"Sun",853,4,"oy_col",-0.041586431398386,-0.379690321967826,0.435253511630953,-0.036186589734136,-0.126447872213441,0.200660404764346,0.0785937061859918,0.921406293814008,3.07181404757273e-08,0.999999969281859,2.41425250712933e-09,0.0785937037717393,2.8303887968598e-08,0.92140626551012
"27RV_27RV002","9L1021_16","9L1021",16,"2",1,"Shade",319,4,"oy_col",-0.477416775850869,-0.5565218248775,-0.184993419719517,-0.586378196889725,-0.815923241768353,-0.358474452865689,0.0785937061859918,0.921406293814008,3.07181404757273e-08,0.999999969281859,2.41425250712933e-09,0.0785937037717393,2.8303887968598e-08,0.92140626551012
"27RV_27RV003","2H4012_7","2H4012",7,"3",4,"Sun",NA,1,"oy_col",1.55672511375467,-1.44277295805341,NA,-2.49583207909217,NA,NA,0.921406293814008,0.0785937061859916,3.07181404757273e-08,0.999999969281859,2.8303887968598e-08,0.92140626551012,2.41425250712933e-09,0.0785937037717391
"27RV_27RV003","5H6002_6","5H6002",6,"3",6,"Sun",969,2,"oy_col",-0.177391632843378,0.0264780277426945,0.118356372104483,0.043084537756566,-0.165883472344136,-0.235776573296797,0.921406293814008,0.0785937061859916,3.07181404757273e-08,0.999999969281859,2.8303887968598e-08,0.92140626551012,2.41425250712933e-09,0.0785937037717391
"27RV_27RV003","5L3002_6","5L3002",6,"3",3,"Shade",261,2,"oy_col",-0.823373927890408,0.213060341904871,0.677878461191598,0.58619981645704,0.139773337048915,-0.138949586203212,0.921406293814008,0.0785937061859916,3.07181404757273e-08,0.999999969281859,2.8303887968598e-08,0.92140626551012,2.41425250712933e-09,0.0785937037717391
"27RV_27RV003","8H6018_13","8H6018",13,"3",6,"Sun",901,3,"oy_col",-0.041586431398386,-1.04163645596988,0.894028744580012,-0.162682856262079,-0.243946708983839,0.227873568284722,0.921406293814008,0.0785937061859916,3.07181404757273e-08,0.999999969281859,2.8303887968598e-08,0.92140626551012,2.41425250712933e-09,0.0785937037717391
"27RV_27RV003","8L3018_13","8L3018",13,"3",3,"Shade",434,3,"oy_col",-0.477416775850869,0.536950579501293,-0.161322066716044,0.249925405165827,0.669318293438049,-0.465623210266617,0.921406293814008,0.0785937061859916,3.07181404757273e-08,0.999999969281859,2.8303887968598e-08,0.92140626551012,2.41425250712933e-09,0.0785937037717391
"27RV_27RV003","9H6008_10","9H6008",10,"3",6,"Sun",993,4,"oy_col",-0.041586431398386,0.516977125489423,0.345676921251071,0.58619981645704,0.279980514357839,-0.209260040749675,0.921406293814008,0.0785937061859916,3.07181404757273e-08,0.999999969281859,2.8303887968598e-08,0.92140626551012,2.41425250712933e-09,0.0785937037717391
"27RV_27RV003","9L3008_10","9L3008",10,"3",3,"Shade",425,4,"oy_col",-0.477416775850869,0.536950579501293,0.0722849822062487,0.409733848376762,0.395491243829402,-0.886754493800148,0.921406293814008,0.0785937061859916,3.07181404757273e-08,0.999999969281859,2.8303887968598e-08,0.92140626551012,2.41425250712933e-09,0.0785937037717391
"27RV_27RV008","2H4002_10","2H4002",10,"4",4,"Sun",699,1,"oy_col",-0.477416775850869,0.832639191941222,-0.60312059209999,0.164940941573172,0.372157580013618,-0.121422854612842,0.921406293814008,0.0785937061859917,0.99999996928186,3.07181398095935e-08,0.921406265510121,2.83038873548181e-08,0.0785937037717393,2.41425245477541e-09
"27RV_27RV008","2L1002_10","2L1002",10,"4",1,"Shade",246,1,"oy_col",-0.823373927890408,0.636313921440898,0.656038096917666,0.763350586808283,-0.942492758794796,-0.90164892213814,0.921406293814008,0.0785937061859917,0.99999996928186,3.07181398095935e-08,0.921406265510121,2.83038873548181e-08,0.0785937037717393,2.41425245477541e-09
"27RV_27RV008","5H5007_9","5H5007",9,"4",5,"Sun",376,2,"oy_col",-0.823373927890408,0.774066037996887,0.546195679733624,0.941163035990787,0.378238807213154,-0.484370700226759,0.921406293814008,0.0785937061859917,0.99999996928186,3.07181398095935e-08,0.921406265510121,2.83038873548181e-08,0.0785937037717393,2.41425245477541e-09
"27RV_27RV008","5L2007_9","5L2007",9,"4",2,"Shade",201,2,"oy_col",-0.823373927890408,1.2165842165474,0.209880956706409,1.07088442745636,0.516256848361241,-0.465623210266617,0.921406293814008,0.0785937061859917,0.99999996928186,3.07181398095935e-08,0.921406265510121,2.83038873548181e-08,0.0785937037717393,2.41425245477541e-09
"27RV_27RV008","8H5022_8","8H5022",8,"4",5,"Sun",544,3,"oy_col",-0.477416775850869,-0.646431853075174,0.501953303474058,-0.178465166425221,-0.0616456785080786,-0.706079873446626,0.921406293814008,0.0785937061859917,0.99999996928186,3.07181398095935e-08,0.921406265510121,2.83038873548181e-08,0.0785937037717393,2.41425245477541e-09
"27RV_27RV008","8L2022_8","8L2022",8,"4",2,"Shade",401,3,"oy_col",-0.477416775850869,0.213060341904871,0.764823925931228,0.650540297361429,0.345838129843265,-0.725466159891385,0.921406293814008,0.0785937061859917,0.99999996928186,3.07181398095935e-08,0.921406265510121,2.83038873548181e-08,0.0785937037717393,2.41425245477541e-09
"27RV_27RV008","9H5016_13","9H5016",13,"4",5,"Sun",504,4,"oy_col",-0.477416775850869,-0.511951839692344,0.187075916490942,-0.304480653519652,-0.45236840233971,-0.809602289960229,0.921406293814008,0.0785937061859917,0.99999996928186,3.07181398095935e-08,0.921406265510121,2.83038873548181e-08,0.0785937037717393,2.41425245477541e-09
"27RV_27RV008","9L2016_13","9L2016",13,"4",2,"Shade",667,4,"oy_col",-0.041586431398386,0.576795767032231,0.187075916490942,0.52194987098399,-0.181686198171625,-0.514390082085618,0.921406293814008,0.0785937061859917,0.99999996928186,3.07181398095935e-08,0.921406265510121,2.83038873548181e-08,0.0785937037717393,2.41425245477541e-09
"27RV_27RV019","2H5008_13","2H5008",13,"5",5,"Sun",468,1,"oy_col",-0.823373927890408,2.22368738371214,-0.848543596190362,1.24978987530147,1.26905293395004,-0.525481258890198,0.0785937061859927,0.921406293814007,3.07181404757273e-08,0.999999969281859,2.41425250712936e-09,0.0785937037717402,2.83038879685979e-08,0.921406265510119
"27RV_27RV019","2L2008_13","2L2008",13,"5",2,"Shade",315,1,"oy_col",-0.823373927890408,1.53486030745062,0.501953303474058,1.61760156623418,0.109415545199902,-1.0915543889044,0.0785937061859927,0.921406293814007,3.07181404757273e-08,0.999999969281859,2.41425250712936e-09,0.0785937037717402,2.83038879685979e-08,0.921406265510119
"27RV_27RV019","5H4012_14","5H4012",14,"5",4,"Sun",346,2,"oy_col",-0.823373927890408,-1.49030078687874,1.27348429722495,-0.162682856262079,-0.526301174944676,0.166285755628354,0.0785937061859927,0.921406293814007,3.07181404757273e-08,0.999999969281859,2.41425250712936e-09,0.0785937037717402,2.83038879685979e-08,0.921406265510119
"27RV_27RV019","5L1012_14","5L1012",14,"5",1,"Shade",464,2,"oy_col",-0.477416775850869,0.00553244152341662,1.2527073752189,0.86025857927561,-0.681955816434203,-1.41236350785544,0.0785937061859927,0.921406293814007,3.07181404757273e-08,0.999999969281859,2.41425250712936e-09,0.0785937037717402,2.83038879685979e-08,0.921406265510119
"27RV_27RV019","8H4004_8","8H4004",8,"5",4,"Sun",768,3,"oy_col",-0.041586431398386,-0.534205581454125,0.187075916490942,-0.320201817871789,-0.437982573818277,-0.365843419667444,0.0785937061859927,0.921406293814007,3.07181404757273e-08,0.999999969281859,2.41425250712936e-09,0.0785937037717402,2.83038879685979e-08,0.921406265510119
"27RV_27RV019","8L1004_8","8L1004",8,"5",1,"Shade",585,3,"oy_col",-0.041586431398386,0.734865021849829,0.345676921251071,0.763350586808283,-0.0879486104092956,-0.866560671428745,0.0785937061859927,0.921406293814007,3.07181404757273e-08,0.999999969281859,2.41425250712936e-09,0.0785937037717402,2.83038879685979e-08,0.921406265510119
"27RV_27RV019","9H5005_4","9H5005",4,"5",5,"Sun",934,4,"oy_col",-0.041586431398386,-0.249459367669014,0.764823925931228,0.297805185308879,-0.655481697647094,-0.68068344510611,0.0785937061859927,0.921406293814007,3.07181404757273e-08,0.999999969281859,2.41425250712936e-09,0.0785937037717402,2.83038879685979e-08,0.921406265510119
"27RV_27RV019","9L2005_4","9L2005",4,"5",2,"Shade",1287,4,"oy_col",0.427028632720756,0.161570339375897,NA,NA,-0.0914110475289491,0.748968446161233,0.0785937061859927,0.921406293814007,3.07181404757273e-08,0.999999969281859,2.41425250712936e-09,0.0785937037717402,2.83038879685979e-08,0.921406265510119
"27RV_27RV020","2H6003_6","2H6003",6,"6",6,"Sun",NA,1,"oy_col",1.55672511375467,-1.29456320087265,NA,-2.32901020335994,NA,NA,0.921406293814008,0.0785937061859916,0.0114485948746464,0.988551405125354,0.010548807372826,0.910857486441182,0.000899787501820412,0.0776939186841712
"27RV_27RV020","2L3003_6","2L3003",6,"6",3,"Shade",NA,1,"oy_col",1.04480710111635,1.14066042037095,-0.726369811790725,0.243209791381156,NA,NA,0.921406293814008,0.0785937061859916,0.0114485948746464,0.988551405125354,0.010548807372826,0.910857486441182,0.000899787501820412,0.0776939186841712
"27RV_27RV020","5L1019_5","5L1019",5,"6",1,"Shade",761,2,"oy_col",-0.177391632843378,0.556890021048638,1.14830129359975,1.21721597582739,0.0363070856239538,-0.227987751970199,0.921406293814008,0.0785937061859916,0.0114485948746464,0.988551405125354,0.010548807372826,0.910857486441182,0.000899787501820412,0.0776939186841712
