qtl,avg_snp_betas_sq,avg_snp_pve,score,left_bound,right_bound
m_5_20260494,0.00034002642236474,0.0123128402599942,3.54824063007953,m_5_20241422,m_5_20305087
m_5_4216890,0.00187154747756589,0.0241112811699553,7.24131946718271,m_5_3799350,m_5_5018484
