qtl,avg_snp_betas_sq,avg_snp_pve,score,left_bound,right_bound
m_2_11683361,0.000209214860221899,0.0206416437817324,5.82051852699402,m_2_11607434,m_2_12272151
m_5_4647184,0.000836302100781766,0.0332041415619855,6.34748908621967,m_5_3799350,m_5_5281651
