"bd ~ B4","bd ~ B42","bd ~ B5","rdry ~ B4","rdry ~ B42","rdry ~ B5","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","idry ~ B4","idry ~ B42","idry ~ B5","env","pop"
NA,NA,NA,NA,0.0101078579001771,0.000424742497645683,NA,NA,NA,NA,NA,NA,"Shade","oy"
