"bd ~ B4","bd ~ B42","bd ~ B5","rdry ~ B4","rdry ~ B42","rdry ~ B5","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","idry ~ B4","idry ~ B42","idry ~ B5","env","pop"
0.524990459562919,NA,NA,NA,NA,-0.0600632785399146,NA,NA,0.107735400037408,-0.0459757989488875,NA,NA,"Shade","blh"
