"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.3966364164517,NA,NA,NA,0.533515241830226,0.2347948288462,"Shade","bur"
