"bd ~ B4","bd ~ B42","bd ~ B5","rdry ~ B4","rdry ~ B42","rdry ~ B5","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","idry ~ B4","idry ~ B42","idry ~ B5","env","pop"
0.754665499151076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0330063822346972,"Sun","jea"
