"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.114890717864,0.190838623301927,0.762297674766463,NA,1.2331291919054,0.265879384715879,"Shade","oy"
