"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.109733205514162,NA,-0.389283255807971,NA,0.195539262866907,0.24268649639688,"Sun","bur"
