"bd ~ B4","bd ~ B42","bd ~ B5","rdry ~ B4","rdry ~ B42","rdry ~ B5","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","idry ~ B4","idry ~ B42","idry ~ B5","env","pop"
0.14571146064084,NA,NA,NA,NA,0.254869429631726,NA,NA,0.493787683847384,-0.100412982821644,NA,NA,"Sun","blh"
