"rdry ~ bd","h3h1 ~ bd","h3h1 ~ rdry","idry ~ bd","idry ~ rdry","idry ~ h3h1","env","pop"
0.10272273062762,0.432900324269271,2.99846379569845,NA,0.335115880967615,0.0224230960947143,"Sun","oy"
