"bd ~ B4","bd ~ B42","bd ~ B5","rdry ~ B4","rdry ~ B42","rdry ~ B5","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","idry ~ B4","idry ~ B42","idry ~ B5","env","pop"
NA,0.0723732363301445,-0.0792292259469002,NA,NA,0.0773510051417305,NA,NA,0.112956222701564,NA,NA,NA,"Shade","bur"
