"bd ~ B4","bd ~ B42","bd ~ B5","rdry ~ B4","rdry ~ B42","rdry ~ B5","h3h1 ~ B4","h3h1 ~ B42","h3h1 ~ B5","idry ~ B4","idry ~ B42","idry ~ B5","env","pop"
0.0178670873921058,NA,0.391085556456571,NA,-0.189619757584334,NA,0.247255621703292,NA,0.236490625340377,NA,NA,NA,"Sun","ita"
