"plant_id","tray","pot_pos","geno","geno2","shelf","treatment","envelope","rep","cross","bd","h3_h1","i_dry","r_dry"
"5L2001_5","5L2001",5,"6976","UOD-7",2,"Shade",1867,2,"accession",1.90275823628666,-1.41614544335317,NA,NA
"5L2001_6","5L2001",6,"27RV410","120",2,"Shade",506,2,"oy_col",-0.490407063498618,1.1363877731175,0.351926952782559,-0.811686501663776
"5L2001_7","5L2001",7,"20RV371","106",2,"Shade",1071,2,"bur_col",0.187423883105303,1.6275239631335,1.57439843827386,0.882198520651604
"5L2001_8","5L2001",8,"27RV021","7",2,"Shade",792,2,"oy_col",-0.194996438790942,1.25055993682278,-0.375330086508136,-0.577214217347131
"5L2001_9","5L2001",9,"29RV254","60",2,"Shade",134,2,"ita_col",-0.827273937535105,0.521424222434368,-0.0824016791085798,-0.205006775632894
"5L2002_1","5L2002",1,"8RV299","97",2,"Shade",180,2,"cvi_col",-0.827273937535105,-0.116281286725143,-0.184429140786912,-0.742536017987736
"5L2002_10","5L2002",10,"27RV363","100",2,"Shade",178,2,"oy_col",-0.827273937535105,0.473238776710795,0.734608813065716,-0.329349410010807
"5L2002_11","5L2002",11,"8RV155","50",2,"Shade",176,2,"cvi_col",-0.827273937535105,3.6515298141881,-0.464646188501446,-0.899218171691293
"5L2002_12","5L2002",12,"21RV505","148",2,"Shade",790,2,"blh_col",0.611871352704107,NA,0.528017337821432,-0.150410428958296
"5L2002_13","5L2002",13,"13RV395","117",2,"Shade",179,2,"sha_col",-0.827273937535105,-0.509210231017733,0.456851086769706,-0.734546393267265
"5L2002_14","5L2002",14,"28RV213","56",2,"Shade",791,2,"jea_col",0.611871352704107,NA,-0.480765366185194,-0.64530215625406
"5L2002_16","5L2002",16,"8RV296","94",2,"Shade",175,2,"cvi_col",-0.827273937535105,-0.321181861485638,-0.353417659696758,-0.745745795038618
"5L2002_2","5L2002",2,"13RV248","81",2,"Shade",510,2,"sha_col",-0.490407063498618,0.121619884305937,-0.482238838450807,-0.962406135599685
"5L2002_3","5L2002",3,"27RV023","8",2,"Shade",177,2,"oy_col",-0.827273937535105,0.601855825931297,0.850645867216357,-0.264088408798571
"5L2002_4","5L2002",4,"20RV189","53",2,"Shade",1592,2,"bur_col",0.410114698004073,0.142840552371762,2.12040862206242,0.51337932666517
"5L2002_5","5L2002",5,"8RV272","82",2,"Shade",511,2,"cvi_col",-0.490407063498618,0.329019384051997,-0.121971994475337,-0.760289710804886
"5L2002_6","5L2002",6,"20RV345","98",2,"Shade",1593,2,"bur_col",0.410114698004073,-0.540440835726061,2.05909235696898,1.58532238934835
"5L2002_7","5L2002",7,"8RV302","98",2,"Shade",1416,2,"cvi_col",0.611871352704107,1.43050322720123,1.78381392935679,1.32755937946413
"5L2002_8","5L2002",8,"8258","BA4-1",2,"Shade",1066,2,"accession",0.187423883105303,NA,1.20152607958277,0.612741123083904
"5L2002_9","5L2002",9,"13RV232","77",2,"Shade",1417,2,"sha_col",0.611871352704107,-0.571640054269237,0.722688054036832,0.907541006340105
"5L2003_1","5L2003",1,"20RV123","31",2,"Shade",1314,2,"bur_col",0.410114698004073,1.39773879131424,1.10804992333021,0.929012560947054
"5L2003_10","5L2003",10,"20RV249","68",2,"Shade",1097,2,"bur_col",0.187423883105303,0.601855825931297,1.20943748027512,1.19755265758777
"5L2003_11","5L2003",11,"6924","HR-5",2,"Shade",1420,2,"accession",0.611871352704107,-0.524829440145536,1.04426457546843,0.157197420997213
"5L2003_13","5L2003",13,"29RV393","95",2,"Shade",1764,2,"ita_col",1.52306546206155,-0.602807619717359,-0.255788915006187,0.0443719432457125
"5L2003_14","5L2003",14,"8213","PRO-0",2,"Shade",224,2,"accession",-0.827273937535105,0.233159529937779,0.862982011124718,-0.358991254170959
"5L2003_16","5L2003",16,"20RV294","81",2,"Shade",540,2,"bur_col",-0.490407063498618,1.41411839545509,0.708553236409212,-0.563172031762917
"5L2003_2","5L2003",2,"28RV452","128",2,"Shade",541,2,"jea_col",-0.490407063498618,0.601855825931297,-0.30122659727837,-1.18754837589853
"5L2003_3","5L2003",3,"13RV031","14",2,"Shade",223,2,"sha_col",-0.827273937535105,1.21791223642848,0.524848240598284,-0.750575517528073
"5L2003_4","5L2003",4,"21RV350","97",2,"Shade",811,2,"blh_col",-0.194996438790942,1.57819968004034,0.611363444214073,0.189142930138005
"5L2003_5","5L2003",5,"29RV628","145",2,"Shade",NA,2,"ita_col",1.52306546206155,NA,NA,NA
"5L2003_6","5L2003",6,"8RV139","46",2,"Shade",813,2,"cvi_col",-0.194996438790942,0.925069954850802,-0.0916256677948544,-0.70930707680733
"5L2003_7","5L2003",7,"21RV031","7",2,"Shade",812,2,"blh_col",-0.194996438790942,0.989990139597607,0.524055014919775,-0.0339301116462719
"5L2003_8","5L2003",8,"13RV139","45",2,"Shade",1313,2,"sha_col",0.410114698004073,-0.305463944565316,0.708553236409212,0.927524037197624
"5L2003_9","5L2003",9,"21RV046","12",2,"Shade",1508,2,"blh_col",0.882001847873681,-1.02032582366445,-1.48569078563018,1.85321100930882
"5L2004_1","5L2004",1,"20RV323","90",2,"Shade",1418,2,"bur_col",0.611871352704107,-0.147883485495438,-0.143319625127765,1.76909320183017
"5L2004_10","5L2004",10,"29RV112","19",2,"Shade",1887,2,"ita_col",0.611871352704107,NA,NA,NA
"5L2004_11","5L2004",11,"21RV049","14",2,"Shade",165,2,"blh_col",-0.827273937535105,-0.881844758559056,0.110334064028673,-0.225506431257695
"5L2004_12","5L2004",12,"7340","Sav-0",2,"Shade",23,2,"accession",-1.4358498330304,-0.068825182140577,0.487148243210786,-0.292327947157229
"5L2004_13","5L2004",13,"29RV014","3",2,"Shade",170,2,"ita_col",-0.827273937535105,1.75927674331853,-1.17552944897311,-0.439251433341031
"5L2004_14","5L2004",14,"28RV059","25",2,"Shade",167,2,"jea_col",-0.827273937535105,2.00716229887093,0.880356925045434,-0.290047174458656
"5L2004_15","5L2004",15,"20RV467","127",2,"Shade",1068,2,"bur_col",0.187423883105303,1.39773879131424,1.49358507202061,0.697957458917519
"5L2004_16","5L2004",16,"20RV043","12",2,"Shade",NA,2,"bur_col",2.29300617207288,NA,NA,NA
"5L2004_2","5L2004",2,"28RV470","135",2,"Shade",169,2,"jea_col",-0.827273937535105,0.537498342566589,0.28265922859408,-0.811686501663776
"5L2004_3","5L2004",3,"6978","WA-1",2,"Shade",166,2,"accession",-0.827273937535105,0.941291513307353,0.631560053704528,-0.69996795630486
"5L2004_4","5L2004",4,"20RV021","9",2,"Shade",1595,2,"bur_col",0.410114698004073,0.0262745717893292,1.04948065246183,1.8743138884312
"5L2004_5","5L2004",5,"13RV100","37",2,"Shade",24,2,"sha_col",-1.4358498330304,0.634070900039805,-0.24558084144809,-0.742536017987736
"5L2004_6","5L2004",6,"27RV441","129",2,"Shade",168,2,"oy_col",-0.827273937535105,1.75927674331853,0.754748966034509,0.0190537042419676
"5L2004_7","5L2004",7,"21RV138","43",2,"Shade",1069,2,"blh_col",0.187423883105303,0.601855825931297,1.34098942490738,0.371643199257202
"5L2004_8","5L2004",8,"29RV013","2",2,"Shade",518,2,"ita_col",-0.490407063498618,-0.35259543369388,-0.518016140128237,-0.371032121196146
"5L2005_1","5L2005",1,"13RV306","96",2,"Shade",146,2,"sha_col",-0.827273937535105,0.666309993664302,0.177349398496598,-0.237515752489572
"5L2005_10","5L2005",10,"20RV013","4",2,"Shade",1591,2,"bur_col",1.04392308436354,0.0262745717893292,1.1417983180659,1.28721769554821
"5L2005_11","5L2005",11,"8RV097","36",2,"Shade",493,2,"cvi_col",-0.490407063498618,-0.540440835726061,-0.0561716722491785,-0.779941342178653
"5L2005_12","5L2005",12,"8RV402","127",2,"Shade",141,2,"cvi_col",-0.827273937535105,-0.242518749370964,-0.307823769817147,-0.307246695867293
"5L2005_13","5L2005",13,"29RV304","70",2,"Shade",145,2,"ita_col",-0.827273937535105,-0.665046699185107,0.0383102650811011,0.318501019148991
"5L2005_14","5L2005",14,"29RV308","72",2,"Shade",144,2,"ita_col",-0.827273937535105,-0.100469599805218,0.0404434167981996,-0.153502393581111
"5L2005_15","5L2005",15,"8RV398","125",2,"Shade",143,2,"cvi_col",-0.827273937535105,-0.430998114199063,-0.190563931102728,-0.40037611101662
"5L2005_2","5L2005",2,"29RV340","84",2,"Shade",1702,2,"ita_col",1.39811494988812,-0.49358324097148,0.0103214221879595,2.02939860210678
"5L2005_3","5L2005",3,"21RV033","8",2,"Shade",NA,2,"blh_col",2.13073046627148,NA,NA,NA
"5L2005_4","5L2005",4,"27RV091","26",2,"Shade",142,2,"oy_col",-0.827273937535105,0.313026652705029,-0.577921313260856,-0.218999827506865
"5L2005_5","5L2005",5,"8RV258","79",2,"Shade",494,2,"cvi_col",-0.490407063498618,0.714713345110213,-0.134984235160206,-0.781592651129895
"5L2005_6","5L2005",6,"8RV096","35",2,"Shade",21,2,"cvi_col",-1.4358498330304,0.0739168630978009,-0.489626648564898,-1.41628248035178
"5L2005_7","5L2005",7,"21RV070","24",2,"Shade",1889,2,"blh_col",1.99765978469106,-1.76045779961518,NA,NA
"5L2005_8","5L2005",8,"20RV473","128",2,"Shade",801,2,"bur_col",-0.194996438790942,0.377035804322408,1.20522268485026,0.367346915018976
"5L2005_9","5L2005",9,"21RV479","137",2,"Shade",NA,2,"blh_col",2.21387867570304,NA,NA,NA
"5L2006_1","5L2006",1,"8RV042","13",2,"Shade",139,2,"cvi_col",-0.827273937535105,0.441146107412965,-0.152898734062934,-0.503100563041575
"5L2006_10","5L2006",10,"20RV151","39",2,"Shade",1426,2,"bur_col",0.611871352704107,-0.289738646081353,1.240717283317,1.97719876297083
"5L2006_12","5L2006",12,"29RV320","76",2,"Shade",1810,2,"ita_col",1.64003667183993,-0.524829440145536,NA,NA
"5L2006_13","5L2006",13,"21RV452","127",2,"Shade",1811,2,"blh_col",1.64003667183993,-0.758160960177505,NA,NA
"5L2006_14","5L2006",14,"29RV542","124",2,"Shade",137,2,"ita_col",-0.827273937535105,0.0262745717893292,0.452713818447885,-0.21252383215016
"5L2006_16","5L2006",16,"28RV385","106",2,"Shade",1425,2,"jea_col",0.611871352704107,1.23423339343756,1.1543494743027,0.266437904907398
"5L2006_2","5L2006",2,"13RV071","27",2,"Shade",138,2,"sha_col",-0.827273937535105,-0.727155839049105,0.0447013410187646,-0.046298071671421
"5L2006_3","5L2006",3,"21RV507","149",2,"Shade",136,2,"blh_col",-0.827273937535105,0.844047791908981,0.506506909502756,0.257191036650589
"5L2006_4","5L2006",4,"20RV303","85",2,"Shade",1866,2,"bur_col",1.80232942528854,0.813476851363049,NA,NA
"5L2006_5","5L2006",5,"13RV460","137",2,"Shade",1303,2,"sha_col",0.410114698004073,0.441146107412965,0.452713818447885,0.034479285403517
"5L2006_7","5L2006",7,"13RV051","21",2,"Shade",1511,2,"sha_col",0.882001847873681,0.505356241574325,1.81396126468267,1.11678237903566
"5L2006_8","5L2006",8,"27RV405","117",2,"Shade",135,2,"oy_col",-0.827273937535105,0.601855825931297,0.597001866864643,-0.112831087249722
"5L2006_9","5L2006",9,"28RV461","132",2,"Shade",1705,2,"jea_col",1.39811494988812,0.169382994145931,1.20891120640542,1.23974082843105
"5L2007_10","5L2007",10,"27RV288","82",2,"Shade",198,2,"oy_col",-0.827273937535105,1.00623427715388,0.571757911054996,0.238519340765357
"5L2007_11","5L2007",11,"13RV205","67",2,"Shade",195,2,"sha_col",-0.827273937535105,1.49609455253608,1.19676136459039,-0.54101097980694
"5L2007_12","5L2007",12,"20RV200","57",2,"Shade",193,2,"bur_col",-0.194996438790942,1.00623427715388,0.431030864198729,-0.577214217347131
"5L2007_12","5L2007",12,"20RV200","57",2,"Shade",802,2,"bur_col",-0.194996438790942,1.00623427715388,1.61589971434334,0.762761741729734
"5L2007_13","5L2007",13,"27RV497","144",2,"Shade",200,2,"oy_col",-0.827273937535105,1.26689185172894,0.781455102671922,-0.467541045397573
"5L2007_14","5L2007",14,"28RV440","124",2,"Shade",197,2,"jea_col",-0.827273937535105,1.03873934778872,0.968268705623991,-0.335226165603982
"5L2007_15","5L2007",15,"21RV061","20",2,"Shade",27,2,"blh_col",-1.4358498330304,0.617960351151293,0.704289226057613,-0.318834906486205
"5L2007_16","5L2007",16,"8RV280","86",2,"Shade",192,2,"cvi_col",-0.827273937535105,0.601855825931297,0.042573772940936,-0.500433687821763
"5L2007_2","5L2007",2,"8314","KA-0",2,"Shade",199,2,"accession",-0.827273937535105,1.56176841803047,1.02029508513815,0.0126528787579621
"5L2007_3","5L2007",3,"28RV260","66",2,"Shade",196,2,"jea_col",-0.827273937535105,1.74279018704631,1.16031929171837,-0.0694211942944728
"5L2007_4","5L2007",4,"13RV405","120",2,"Shade",194,2,"sha_col",-0.827273937535105,0.217205565533143,0.400528792223602,-1.88998172146268
"5L2007_5","5L2007",5,"21RV283","83",2,"Shade",202,2,"blh_col",-0.827273937535105,1.33227293247107,0.940093067614601,-0.27418756034875
"5L2007_6","5L2007",6,"21RV407","113",2,"Shade",524,2,"blh_col",-0.490407063498618,1.7922646947397,1.50467269208476,0.340572965126324
"5L2007_7","5L2007",7,"21RV390","109",2,"Shade",1509,2,"blh_col",0.882001847873681,-2.58361892758262,-1.61975706583879,1.21298348883543
"5L2007_8","5L2007",8,"28RV292","75",2,"Shade",NA,2,"jea_col",-0.827273937535105,1.05500024865918,NA,NA
"5L2007_9","5L2007",9,"27RV008","4",2,"Shade",201,2,"oy_col",-0.827273937535105,1.07126670525592,0.516898780031391,-0.476669415310036
"5L2008_1","5L2008",1,"28RV492","140",2,"Shade",1421,2,"jea_col",0.611871352704107,1.44689327260883,1.14944928855404,1.08294133775586
"5L2008_11","5L2008",11,"8RV232","70",2,"Shade",538,2,"cvi_col",-0.490407063498618,0.441146107412965,-0.534685901957888,-0.923004545893875
"5L2008_12","5L2008",12,"28RV192","49",2,"Shade",214,2,"jea_col",-0.827273937535105,1.02248401860198,0.85909623143495,-0.26632623180125
"5L2008_13","5L2008",13,"29RV323","77",2,"Shade",1312,2,"ita_col",0.410114698004073,-1.53656925118423,-0.656528289534784,0.435319495175985
"5L2008_14","5L2008",14,"8RV292","92",2,"Shade",216,2,"cvi_col",-0.827273937535105,0.601855825931297,0.486336680230608,-0.109828094829174
"5L2008_16","5L2008",16,"6972","TSU-1",2,"Shade",814,2,"accession",-0.194996438790942,1.1689812335256,1.18665808870359,0.268740491099134
"5L2008_2","5L2008",2,"8365","RAK-2",2,"Shade",217,2,"accession",-0.827273937535105,1.299571737115,0.693581042714386,-0.292327947157229
"5L2008_3","5L2008",3,"28RV005","2",2,"Shade",18,2,"jea_col",-1.4358498330304,0.682438501130365,-0.15049862701584,-0.888389417450687
"5L2008_4","5L2008",4,"27RV330","90",2,"Shade",215,2,"oy_col",-0.827273937535105,1.15268177233235,0.719165609799378,-0.128957234924978
"5L2008_5","5L2008",5,"27RV051","17",2,"Shade",218,2,"oy_col",-0.827273937535105,0.973751622185729,0.649308185216159,-0.126931227056039
"5L2008_6","5L2008",6,"29RV151","27",2,"Shade",539,2,"ita_col",-0.490407063498618,0.265086985092384,-0.89380307812676,-0.847717363612914
"5L2008_7","5L2008",7,"21RV055","18",2,"Shade",1890,2,"blh_col",1.99765978469106,-1.62643172597809,NA,NA
"5L2008_8","5L2008",8,"21RV099","32",2,"Shade",815,2,"blh_col",-0.194996438790942,1.77576825002482,0.631560053704528,-0.284361862573196
"5L2008_9","5L2008",9,"224AV","Oy-0",2,"Shade",816,2,"accession",-0.194996438790942,1.18528614139733,0.879716624256199,-0.227682155445883
"5L2009_1","5L2009",1,"8RV356","118",2,"Shade",191,2,"cvi_col",-0.827273937535105,-0.462306047205674,-0.400344838781266,-0.535528318301851
"5L2009_11","5L2009",11,"27RV049","16",2,"Shade",186,2,"oy_col",-0.827273937535105,1.33227293247107,1.32926586625402,-0.102846143678936
"5L2009_12","5L2009",12,"29RV143","25",2,"Shade",1663,2,"ita_col",1.19352970548494,0.45718933256585,1.11251470575256,2.05505412764808
"5L2009_13","5L2009",13,"28RV298","77",2,"Shade",190,2,"jea_col",-0.827273937535105,0.233159529937779,0.683524025230078,-1.14041663201199
"5L2009_14","5L2009",14,"28RV512","148",2,"Shade",1422,2,"jea_col",0.611871352704107,0.521424222434368,1.4157434573962,1.93612388238123
"5L2009_15","5L2009",15,"8RV170","55",2,"Shade",185,2,"cvi_col",-0.827273937535105,0.169382994145931,0.248303754737323,-0.237515752489572
"5L2009_2","5L2009",2,"13RV432","131",2,"Shade",1423,2,"sha_col",0.611871352704107,-0.116281286725143,1.20943748027512,0.256417810317531
"5L2009_3","5L2009",3,"27RV232","64",2,"Shade",188,2,"oy_col",-0.827273937535105,1.26689185172894,0.542203491427539,-0.604314616769244
"5L2009_4","5L2009",4,"21RV387","108",2,"Shade",184,2,"blh_col",-0.827273937535105,0.329019384051997,-0.156505594214622,-0.026372717535407
"5L2009_5","5L2009",5,"13RV146","49",2,"Shade",17,2,"sha_col",-1.4358498330304,-0.0529925032764802,0.182241889465553,-0.660258038227565
"5L2009_6","5L2009",6,"28RV250","64",2,"Shade",189,2,"jea_col",-0.827273937535105,0.860240750845996,0.580982169251871,-0.964313671895717
"5L2009_7","5L2009",7,"29RV205","46",2,"Shade",187,2,"ita_col",-0.827273937535105,0.45718933256585,0.801710588643788,-0.247420261273836
"5L2009_8","5L2009",8,"21RV218","62",2,"Shade",1310,2,"blh_col",0.410114698004073,0.811679204463969,0.630072425367451,0.858514965387495
"5L2009_9","5L2009",9,"20RV517","145",2,"Shade",1311,2,"bur_col",-0.490407063498618,0.10571216935088,0.427669532893337,2.07286814919155
"5L2010_1","5L2010",1,"8RV114","39",2,"Shade",152,2,"cvi_col",-0.827273937535105,0.521424222434368,0.304564671932138,-0.227682155445883
"5L2010_10","5L2010",10,"8RV051","16",2,"Shade",1081,2,"cvi_col",-0.827273937535105,-0.068825182140577,1.29610126083188,-0.833870791802013
"5L2010_11","5L2010",11,"28RV174","44",2,"Shade",1505,2,"jea_col",0.882001847873681,-2.32912663055848,0.432708959323841,1.33566377106129
"5L2010_12","5L2010",12,"27RV495","143",2,"Shade",488,2,"oy_col",-0.490407063498618,0.779333840135917,-0.134984235160206,-0.902848508209598
"5L2010_13","5L2010",13,"20RV421","116",2,"Shade",1305,2,"bur_col",0.410114698004073,0.698572957722764,1.41341284667554,1.42774166386935
"5L2010_14","5L2010",14,"8RV058","21",2,"Shade",798,2,"cvi_col",-0.194996438790942,1.12009925127235,0.493626409123841,-0.194338700303865
"5L2010_2","5L2010",2,"13RV192","63",2,"Shade",151,2,"sha_col",-0.827273937535105,0.844047791908981,1.02558609776487,-0.0273151777176124
"5L2010_3","5L2010",3,"8RV401","126",2,"Shade",150,2,"cvi_col",-0.827273937535105,0.0739168630978009,-0.352058018439819,-0.94536789947072
"5L2010_4","5L2010",4,"27RV240","67",2,"Shade",490,2,"oy_col",-0.490407063498618,0.617960351151293,-0.37395175557372,-1.18526206807374
"5L2010_5","5L2010",5,"20RV281","75",2,"Shade",799,2,"bur_col",-0.194996438790942,1.12009925127235,1.43150733857107,0.185898806141344
"5L2010_6","5L2010",6,"28RV426","118",2,"Shade",1807,2,"jea_col",1.64003667183993,0.329019384051997,NA,NA
"5L2010_7","5L2010",7,"21RV355","98",2,"Shade",1659,2,"blh_col",1.19352970548494,1.28322912338732,1.57185047990012,2.25740704623821
"5L2010_8","5L2010",8,"29RV392","94",2,"Shade",489,2,"ita_col",-0.490407063498618,NA,-0.958146271553412,-0.375878671560552
"5L2010_9","5L2010",9,"21RV179","48",2,"Shade",1082,2,"blh_col",0.187423883105303,1.1689812335256,0.359835580437896,-0.868774547182688
"5L2011_1","5L2011",1,"8RV068","25",2,"Shade",236,2,"cvi_col",-0.827273937535105,0.297040328006886,-0.437181015828708,0.220397826887845
"5L2011_10","5L2011",10,"13RV435","133",2,"Shade",533,2,"sha_col",-0.490407063498618,0.377035804322408,0.0783692649198814,-0.378308486245093
"5L2011_11","5L2011",11,"28RV276","72",2,"Shade",532,2,"jea_col",-0.490407063498618,1.7098319758391,0.857798958023095,-0.0684500857076947
"5L2011_12","5L2011",12,"13RV226","74",2,"Shade",1091,2,"sha_col",0.187423883105303,2.09003131790484,1.20733139896805,-0.608645241636928
"5L2011_13","5L2011",13,"8RV039","12",2,"Shade",235,2,"cvi_col",-0.827273937535105,-0.0371528786410457,-0.645058060322205,-0.856448745172401
"5L2011_14","5L2011",14,"21RV478","136",2,"Shade",1092,2,"blh_col",0.187423883105303,2.28939515624149,0.928937351239101,-0.445628545059969
"5L2011_15","5L2011",15,"8RV059","22",2,"Shade",531,2,"cvi_col",-0.490407063498618,1.00623427715388,-0.0471468290380867,-0.49644338236982
"5L2011_16","5L2011",16,"8RV125","42",2,"Shade",530,2,"cvi_col",-0.490407063498618,0.56966492240786,-0.0835518077095782,-0.707745868946338
"5L2011_2","5L2011",2,"13RV081","32",2,"Shade",28,2,"sha_col",-1.4358498330304,0.505356241574325,-0.140933695002188,-1.07609201161094
"5L2011_4","5L2011",4,"27RV359","99",2,"Shade",233,2,"oy_col",-0.827273937535105,1.1363877731175,0.568671687987758,-0.721865074999554
"5L2011_5","5L2011",5,"28RV370","102",2,"Shade",534,2,"jea_col",-0.490407063498618,1.72630859370018,0.184194788872438,-0.38196143065568
"5L2011_6","5L2011",6,"28RV417","115",2,"Shade",827,2,"jea_col",-0.194996438790942,2.28939515624149,0.790938336262838,0.00438049488822754
"5L2011_7","5L2011",7,"29RV335","81",2,"Shade",234,2,"ita_col",-0.827273937535105,-0.35259543369388,-0.645058060322205,-0.577214217347131
"5L2011_8","5L2011",8,"8RV082","31",2,"Shade",232,2,"cvi_col",-0.827273937535105,0.56966492240786,-0.19302439332317,-0.820173282258849
"5L2011_9","5L2011",9,"13RV007","5",2,"Shade",1093,2,"sha_col",0.187423883105303,0.908854082560515,0.106244656385548,0.781410532463815
"5L2012_1","5L2012",1,"21RV288","84",2,"Shade",213,2,"blh_col",-0.827273937535105,0.650187453776285,0.499274006762952,-0.47405492769484
"5L2012_10","5L2012",10,"20RV404","112",2,"Shade",520,2,"bur_col",-0.490407063498618,2.07344804115799,1.26939805576144,0.301351566512148
"5L2012_12","5L2012",12,"236AV","Sha",2,"Shade",210,2,"accession",-0.827273937535105,-0.820070813519678,0.325286250700909,-0.19115428856055
"5L2012_13","5L2012",13,"28RV224","58",2,"Shade",1599,2,"jea_col",1.04392308436354,-1.96698958995437,-0.562345137929055,2.62478627810507
"5L2012_14","5L2012",14,"13RV411","122",2,"Shade",519,2,"sha_col",-0.490407063498618,0.714713345110213,0.472478636509637,-0.179540497040323
"5L2012_16","5L2012",16,"28RV111","33",2,"Shade",1088,2,"jea_col",-0.827273937535105,1.02248401860198,0.866213263247069,-0.9854910988766
"5L2012_3","5L2012",3,"28RV041","19",2,"Shade",NA,2,"jea_col",2.40485457979312,NA,NA,NA
"5L2012_4","5L2012",4,"28RV431","120",2,"Shade",1089,2,"jea_col",0.187423883105303,0.763169910512593,0.284495908053693,0.184274009543953
"5L2012_5","5L2012",5,"21RV439","121",2,"Shade",804,2,"blh_col",-0.194996438790942,-1.05100110636911,-0.431458461018474,0.00530204046390349
"5L2012_6","5L2012",6,"8RV031","10",2,"Shade",212,2,"cvi_col",-0.827273937535105,0.682438501130365,0.400528792223602,-0.739334220751323
"5L2012_7","5L2012",7,"6898","AN-1",2,"Shade",22,2,"accession",-1.4358498330304,-0.727155839049105,-0.421492950848873,-0.528706787523287
"5L2012_8","5L2012",8,"13RV434","132",2,"Shade",211,2,"sha_col",-0.827273937535105,-0.430998114199063,-0.0460222487239346,-0.47405492769484
"5L2012_9","5L2012",9,"21RV451","126",2,"Shade",803,2,"blh_col",-0.194996438790942,1.57819968004034,0.51928764035702,-0.15247097319788
"5L2013_1","5L2013",1,"29RV311","73",2,"Shade",222,2,"ita_col",-0.827273937535105,-1.74561289163274,-1.15734558806087,-0.479289041108378
"5L2013_10","5L2013",10,"27RV053","18",2,"Shade",821,2,"oy_col",-0.194996438790942,1.07126670525592,1.18398923779841,0.289302006645323
"5L2013_11","5L2013",11,"28RV127","38",2,"Shade",1664,2,"jea_col",1.19352970548494,0.425109121526238,0.742972281257286,1.65666804327384
"5L2013_12","5L2013",12,"13RV085","33",2,"Shade",219,2,"sha_col",-0.827273937535105,0.682438501130365,0.374670989210688,-0.21252383215016
"5L2013_13","5L2013",13,"13RV286","92",2,"Shade",19,2,"sha_col",-1.4358498330304,0.892643913199747,0.380740963233647,-0.781592651129895
"5L2013_14","5L2013",14,"29RV315","75",2,"Shade",820,2,"ita_col",-0.194996438790942,-0.195233445932737,0.23605966643111,0.376639785039631
"5L2013_15","5L2013",15,"8214","GY-0",2,"Shade",819,2,"accession",-0.194996438790942,1.299571737115,0.700014237401026,0.214041294108091
"5L2013_16","5L2013",16,"20RV186","51",2,"Shade",817,2,"bur_col",-0.194996438790942,0.989990139597607,0.791613647515395,0.0236080834818678
"5L2013_3","5L2013",3,"28RV325","86",2,"Shade",1843,2,"jea_col",1.80232942528854,-2.19982388015365,NA,NA
"5L2013_4","5L2013",4,"27RV407","118",2,"Shade",818,2,"oy_col",-0.194996438790942,1.00623427715388,0.145685339557497,0.17775648832591
"5L2013_5","5L2013",5,"6979","WEI-0",2,"Shade",221,2,"accession",-0.827273937535105,1.3159196783141,1.15760836125588,-0.40037611101662
"5L2013_6","5L2013",6,"13RV345","109",2,"Shade",1704,2,"sha_col",1.39811494988812,-1.71588745235528,-0.447244989401596,2.14956833006399
"5L2013_7","5L2013",7,"27RV180","52",2,"Shade",220,2,"oy_col",-0.827273937535105,0.844047791908981,-0.000573256665957998,-0.552045005633546
"5L2013_9","5L2013",9,"8RV047","14",2,"Shade",20,2,"cvi_col",-1.4358498330304,0.0898111543652877,-0.362967541294219,-1.0823748733379
"5L2014_1","5L2014",1,"21RV459","131",2,"Shade",503,2,"blh_col",-0.490407063498618,0.0739168630978009,-0.6095382104658,-0.670830316338312
"5L2014_10","5L2014",10,"13RV166","54",2,"Shade",1660,2,"sha_col",1.19352970548494,-1.37081355567806,-0.342572642028727,1.83070035325611
"5L2014_11","5L2014",11,"28RV026","12",2,"Shade",1079,2,"jea_col",0.187423883105303,2.17301818642456,0.615872914824183,1.01114442413137
"5L2014_12","5L2014",12,"29RV259","62",2,"Shade",500,2,"ita_col",-0.490407063498618,-0.820070813519678,-1.43894953048342,-1.14482757789694
"5L2014_13","5L2014",13,"8312","IS-0",2,"Shade",154,2,"accession",-0.827273937535105,0.811679204463969,0.60306404215675,-0.0188556339934711
"5L2014_14","5L2014",14,"13RV028","11",2,"Shade",1504,2,"sha_col",0.882001847873681,1.41411839545509,1.08837588407416,0.571402467574235
"5L2014_15","5L2014",15,"13RV485","144",2,"Shade",1078,2,"sha_col",0.187423883105303,1.34863148515585,0.597760854316408,0.0172278463816213
"5L2014_16","5L2014",16,"13RV121","40",2,"Shade",1413,2,"sha_col",0.611871352704107,-1.20382240745534,0.0318939609286144,0.63928862332725
"5L2014_2","5L2014",2,"8RV408","130",2,"Shade",502,2,"cvi_col",-0.490407063498618,0.329019384051997,-0.442924105243835,-0.803255787789708
"5L2014_3","5L2014",3,"8RV006","1",2,"Shade",153,2,"cvi_col",-0.827273937535105,0.0104074164939676,0.173424822984076,-0.513821943765464
"5L2014_5","5L2014",5,"27RV506","147",2,"Shade",155,2,"oy_col",-0.827273937535105,0.989990139597607,0.516898780031391,-0.0443882165394944
"5L2014_6","5L2014",6,"28RV408","112",2,"Shade",1842,2,"jea_col",1.80232942528854,-1.93763789797753,NA,NA
"5L2014_8","5L2014",8,"8RV310","103",2,"Shade",501,2,"cvi_col",-0.490407063498618,-0.0213063336722642,-0.551531685882488,-0.511133469358423
