"plant_id","tray","pot_pos","geno","geno2","shelf","treatment","envelope","rep","cross","bd","h3_h1","i_dry","r_dry"
"2H6004_9","2H6004",9,"27RV218","59",6,"Sun",NA,1,"oy_col",1.39811494988812,0.337906995206693,NA,NA
"2H6004_9","2H6004",9,"8334","LU-1",6,"Sun",NA,1,"accession",1.39811494988812,0.337906995206693,NA,NA
"2H6005_1","2H6005",1,"20RV467","127",6,"Sun",515,1,"bur_col",-0.827273937535105,0.233159529937779,0.546905262519015,-0.771716554774259
"2H6005_10","2H6005",10,"6042","LOM-1-1",6,"Sun",NA,1,"accession",1.26420229517191,NA,NA,NA
"2H6005_11","2H6005",11,"20RV346","99",6,"Sun",1188,1,"bur_col",0.187423883105303,NA,0.436896728463407,0.290813637949687
"2H6005_12","2H6005",12,"27RV175","50",6,"Sun",777,1,"oy_col",-0.490407063498618,0.0244074931552536,0.707843327944772,0.618815502809227
"2H6005_14","2H6005",14,"20RV021","9",6,"Sun",1522,1,"bur_col",0.410114698004073,NA,1.44804057245409,0.91256067387896
"2H6005_15","2H6005",15,"28RV508","145",6,"Sun",12,1,"jea_col",-2.54495767372712,NA,-0.61273471296543,-1.51154351683076
"2H6005_16","2H6005",16,"13RV381","114",6,"Sun",513,1,"sha_col",-0.827273937535105,1.49609455253608,0.726905152762086,-0.623184934467621
"2H6005_2","2H6005",2,"27RV486","139",6,"Sun",1019,1,"oy_col",-0.194996438790942,NA,0.890568486535574,0.470517199791153
"2H6005_3","2H6005",3,"13RV013","7",6,"Sun",514,1,"sha_col",-0.827273937535105,1.03873934778872,0.799024051184081,-0.0929320940949808
"2H6005_5","2H6005",5,"28RV348","93",6,"Sun",NA,1,"jea_col",1.58249310859434,-2.65322200723069,NA,NA
"2H6005_6","2H6005",6,"28RV185","47",6,"Sun",1020,1,"jea_col",-0.194996438790942,NA,1.20469509415203,1.06256082289187
"2H6005_8","2H6005",8,"20RV091","24",6,"Sun",1018,1,"bur_col",-0.194996438790942,NA,1.21259168044806,0.672420371061354
"2H6005_9","2H6005",9,"13RV313","98",6,"Sun",1355,1,"sha_col",0.410114698004073,NA,1.75732740857681,1.26002745348434
"2H6005_9","2H6005",9,"6903","BOR-4",6,"Sun",1355,1,"accession",0.410114698004073,NA,1.75732740857681,1.26002745348434
"2H6006_1","2H6006",1,"20RV085","23",6,"Sun",486,1,"bur_col",-0.827273937535105,0.763169910512593,0.985189771126752,-0.626112357276956
"2H6006_1","2H6006",1,"6981","WS-2",6,"Sun",486,1,"accession",-0.827273937535105,0.763169910512593,0.985189771126752,-0.626112357276956
"2H6006_10","2H6006",10,"8RV413","132",6,"Sun",778,1,"cvi_col",-0.490407063498618,0.0636359158132481,0.87843528553965,0.155539958314249
"2H6006_11","2H6006",11,"28RV216","57",6,"Sun",NA,1,"jea_col",-0.827273937535105,NA,NA,NA
"2H6006_12","2H6006",12,"29RV060","10",6,"Sun",1015,1,"ita_col",-0.490407063498618,-0.0971399278008676,0.736005650042787,0.124527312011801
"2H6006_12","2H6006",12,"29RV060","10",6,"Sun",484,1,"ita_col",-0.490407063498618,-0.0971399278008676,0.334214622093576,-1.76662087992014
"2H6006_13","2H6006",13,"13RV336","107",6,"Sun",1191,1,"sha_col",0.187423883105303,NA,1.10525340270565,0.637493216309679
"2H6006_14","2H6006",14,"27RV492","141",6,"Sun",779,1,"oy_col",-0.827273937535105,0.95410201242439,1.49358507202061,0.249440243980532
"2H6006_15","2H6006",15,"27RV494","142",6,"Sun",NA,1,"oy_col",-0.827273937535105,0.0739168630978009,NA,NA
"2H6006_16","2H6006",16,"28RV381","104",6,"Sun",485,1,"jea_col",NA,NA,-0.134984235160206,-0.146298492172484
"2H6006_2","2H6006",2,"29RV591","133",6,"Sun",NA,1,"ita_col",1.80232942528854,NA,NA,NA
"2H6006_4","2H6006",4,"28RV292","75",6,"Sun",1353,1,"jea_col",0.410114698004073,NA,0.263248720411389,0.688141316393095
"2H6006_6","2H6006",6,"20RV376","108",6,"Sun",1017,1,"bur_col",-0.194996438790942,NA,1.2324325177849,0.369496619876838
"2H6006_7","2H6006",7,"27RV423","123",6,"Sun",1016,1,"oy_col",-0.194996438790942,NA,1.10133044358289,0.238519340765357
"2H6006_8","2H6006",8,"29RV338","82",6,"Sun",1523,1,"ita_col",0.882001847873681,-0.0767389089046317,0.775330083597798,0.970612687241699
"2H6006_9","2H6006",9,"13RV363","111",6,"Sun",487,1,"sha_col",-0.827273937535105,1.82527234882201,0.88929545085486,-0.604314616769244
"2H6007_1","2H6007",1,"21RV490","144",6,"Sun",NA,1,"blh_col",1.26420229517191,NA,NA,NA
"2H6007_10","2H6007",10,"20RV244","66",6,"Sun",NA,1,"bur_col",1.26420229517191,NA,NA,NA
"2H6007_11","2H6007",11,"8RV361","119",6,"Sun",500,1,"cvi_col",-0.827273937535105,0.329019384051997,-0.289419479982622,-0.483228161972781
"2H6007_13","2H6007",13,"20RV059","16",6,"Sun",1531,1,"bur_col",0.882001847873681,-0.0905837273087669,0.306376979286977,1.2352435755599
"2H6007_14","2H6007",14,"20RV168","45",6,"Sun",1530,1,"bur_col",0.882001847873681,0.495316879895437,0.318108402256642,1.29394500969724
"2H6007_15","2H6007",15,"8RV293","93",6,"Sun",501,1,"cvi_col",-0.827273937535105,0.989990139597607,0.791613647515395,-0.89198869066013
"2H6007_16","2H6007",16,"28RV259","65",6,"Sun",NA,1,"jea_col",1.39811494988812,-1.43123539225622,NA,NA
"2H6007_2","2H6007",2,"13RV286","92",6,"Sun",816,1,"sha_col",-0.490407063498618,1.27169637622335,-0.0584357577344834,0.123679769806941
"2H6007_3","2H6007",3,"13RV140","46",6,"Sun",1349,1,"sha_col",0.410114698004073,NA,0.920208937765929,1.05158375029299
"2H6007_4","2H6007",4,"28RV465","133",6,"Sun",814,1,"jea_col",-0.490407063498618,0.247241969447806,-0.024802101173056,-0.729776280536975
"2H6007_5","2H6007",5,"13RV428","129",6,"Sun",NA,1,"sha_col",1.80232942528854,NA,NA,NA
"2H6007_6","2H6007",6,"8RV125","42",6,"Sun",13,1,"cvi_col",-2.54495767372712,NA,-0.799256463785713,-1.71510681547579
"2H6007_7","2H6007",7,"13RV212","69",6,"Sun",815,1,"sha_col",-0.490407063498618,0.95210903636197,0.267891180416937,-0.319999175587081
"2H6007_8","2H6007",8,"21RV188","52",6,"Sun",NA,1,"blh_col",1.26420229517191,NA,NA,NA
"2H6007_9","2H6007",9,"27RV130","38",6,"Sun",1174,1,"oy_col",0.187423883105303,NA,-0.846749139763094,0.30285081338372
"2H6008_1","2H6008",1,"27RV510","149",6,"Sun",1357,1,"oy_col",0.410114698004073,NA,1.34244918029656,1.070290757427
"2H6008_10","2H6008",10,"20RV456","123",6,"Sun",NA,1,"bur_col",1.58249310859434,-0.535237907397195,NA,NA
"2H6008_12","2H6008",12,"21RV481","138",6,"Sun",1182,1,"blh_col",0.187423883105303,NA,0.522467419286619,-0.0244896857843051
"2H6008_13","2H6008",13,"29RV292","69",6,"Sun",187,1,"ita_col",-1.4358498330304,0.933180024351919,-0.60634811551787,-1.0471881404372
"2H6008_14","2H6008",14,"21RV487","142",6,"Sun",498,1,"blh_col",-0.827273937535105,0.361023981076149,0.528808662626672,-0.213601052371701
"2H6008_15","2H6008",15,"13RV451","136",6,"Sun",1183,1,"sha_col",0.187423883105303,NA,0.334214622093576,-0.0339301116462719
"2H6008_15","2H6008",15,"6977","VAN-0",6,"Sun",1183,1,"accession",0.187423883105303,NA,0.334214622093576,-0.0339301116462719
"2H6008_16","2H6008",16,"20RV285","76",6,"Sun",496,1,"bur_col",-0.827273937535105,1.1363877731175,0.350164295093931,-0.744139906340181
"2H6008_16","2H6008",16,"6978","WA-1",6,"Sun",496,1,"accession",-0.827273937535105,1.1363877731175,0.350164295093931,-0.744139906340181
"2H6008_2","2H6008",2,"13RV439","134",6,"Sun",497,1,"sha_col",-0.827273937535105,1.20159648073815,0.467559612861689,0.0190537042419676
"2H6008_4","2H6008",4,"28RV266","69",6,"Sun",1356,1,"jea_col",0.410114698004073,NA,0.652981909625651,0.641679209955994
"2H6008_5","2H6008",5,"8RV056","19",6,"Sun",774,1,"cvi_col",-0.490407063498618,-0.171102283004421,0.668323271210439,0.182647383944847
"2H6008_6","2H6008",6,"6898","AN-1",6,"Sun",NA,1,"accession",1.39811494988812,0.562514686077206,NA,NA
"2H6008_7","2H6008",7,"28RV489","139",6,"Sun",NA,1,"jea_col",1.26420229517191,NA,NA,NA
"2H6008_8","2H6008",8,"20RV137","34",6,"Sun",1181,1,"bur_col",0.187423883105303,NA,0.343094678253788,0.296092083939705
"2H6008_9","2H6008",9,"21RV303","88",6,"Sun",1184,1,"blh_col",0.187423883105303,NA,0.729710617518006,0.390823375554532
"2H6009_1","2H6009",1,"20RV517","145",6,"Sun",1199,1,"bur_col",0.187423883105303,NA,0.848037119823024,-0.199662428726441
"2H6009_11","2H6009",11,"13RV255","83",6,"Sun",NA,1,"sha_col",1.26420229517191,NA,NA,NA
"2H6009_12","2H6009",12,"27RV403","116",6,"Sun",506,1,"oy_col",-0.827273937535105,0.169382994145931,0.245486317356794,-1.01099187691689
"2H6009_13","2H6009",13,"28RV193","50",6,"Sun",1524,1,"jea_col",0.882001847873681,0.947376060289838,1.19676136459039,-0.309556457426974
"2H6009_13","2H6009",13,"8296","GD-1",6,"Sun",1524,1,"accession",0.882001847873681,0.947376060289838,1.19676136459039,-0.309556457426974
"2H6009_14","2H6009",14,"13RV176","60",6,"Sun",813,1,"sha_col",-0.490407063498618,0.260390143295589,0.834273844104093,0.556315310638484
"2H6009_15","2H6009",15,"29RV339","83",6,"Sun",1333,1,"ita_col",0.410114698004073,NA,0.834931820570022,0.378776016976014
"2H6009_16","2H6009",16,"28RV260","66",6,"Sun",1198,1,"jea_col",0.187423883105303,NA,0.0157414738676074,0.996957373311447
"2H6009_3","2H6009",3,"29RV461","110",6,"Sun",812,1,"ita_col",-0.490407063498618,0.497796968748376,1.2729491622356,0.351485964557438
"2H6009_4","2H6009",4,"27RV232","64",6,"Sun",1197,1,"oy_col",0.187423883105303,NA,1.45670202427755,0.531472011293254
"2H6009_8","2H6009",8,"29RV630","146",6,"Sun",NA,1,"ita_col",1.26420229517191,NA,NA,NA
"2H6009_9","2H6009",9,"13RV471","138",6,"Sun",1200,1,"sha_col",0.187423883105303,NA,1.44392232167332,-0.0791694692559007
"2H6010_1","2H6010",1,"8RV280","86",6,"Sun",1006,1,"cvi_col",-0.194996438790942,NA,-0.200428376519981,0.151387935887127
"2H6010_10","2H6010",10,"20RV353","101",6,"Sun",797,1,"bur_col",-0.827273937535105,0.442834574492417,1.39700835134678,-0.195401804788074
"2H6010_11","2H6010",11,"28RV492","140",6,"Sun",796,1,"jea_col",-0.490407063498618,-0.35259543369388,0.761637669026027,0.0666025516992189
"2H6010_12","2H6010",12,"8RV331","111",6,"Sun",1341,1,"cvi_col",0.410114698004073,NA,0.432708959323841,0.0586394722402672
"2H6010_13","2H6010",13,"20RV455","122",6,"Sun",186,1,"bur_col",-1.4358498330304,0.219864106139339,-0.882381471838459,-1.67275874320909
"2H6010_14","2H6010",14,"28RV025","11",6,"Sun",NA,1,"jea_col",1.26420229517191,NA,NA,NA
"2H6010_2","2H6010",2,"8RV411","131",6,"Sun",502,1,"cvi_col",-0.827273937535105,0.409078395320422,0.320803777568558,-0.384402233617229
"2H6010_3","2H6010",3,"29RV610","140",6,"Sun",1342,1,"ita_col",0.410114698004073,NA,1.20680446752839,0.68059214534106
"2H6010_4","2H6010",4,"236AV","Sha",6,"Sun",1207,1,"accession",0.187423883105303,NA,0.199734490429347,0.794980772033108
"2H6010_5","2H6010",5,"8RV082","31",6,"Sun",798,1,"cvi_col",-0.490407063498618,0.102905620359418,0.523261407941354,0.453698929276597
"2H6010_6","2H6010",6,"13RV421","127",6,"Sun",1343,1,"sha_col",0.410114698004073,NA,0.823048326440344,0.647639308640333
"2H6010_7","2H6010",7,"28RV130","40",6,"Sun",NA,1,"jea_col",1.26420229517191,NA,NA,NA
"2H6010_8","2H6010",8,"100000","WIL-1-Dean-Lab",6,"Sun",1340,1,"accession",0.410114698004073,NA,0.310899002824766,0.411151167157198
"2H6010_8","2H6010",8,"8RV042","13",6,"Sun",1340,1,"cvi_col",0.410114698004073,NA,0.310899002824766,0.411151167157198
"2H6010_9","2H6010",9,"21RV216","61",6,"Sun",799,1,"blh_col",-0.490407063498618,1.36595806491427,0.658111484696414,0.194802692309663
"2H6011_1","2H6011",1,"27RV001","1",6,"Sun",NA,1,"oy_col",1.26420229517191,NA,NA,NA
"2H6011_10","2H6011",10,"13RV425","128",6,"Sun",41,1,"sha_col",-1.93616326800042,NA,-0.126691609784578,-1.08027702033333
"2H6011_10","2H6011",10,"7340","Sav-0",6,"Sun",41,1,"accession",-1.93616326800042,NA,-0.126691609784578,-1.08027702033333
"2H6011_11","2H6011",11,"29RV628","145",6,"Sun",NA,1,"ita_col",0.882001847873681,0.313026652705029,NA,NA
"2H6011_12","2H6011",12,"29RV398","96",6,"Sun",190,1,"ita_col",-1.4358498330304,0.369029101167758,-0.144513912556611,-0.687619627296073
"2H6011_12","2H6011",12,"8213","PRO-0",6,"Sun",190,1,"accession",-1.4358498330304,0.369029101167758,-0.144513912556611,-0.687619627296073
"2H6011_13","2H6011",13,"20RV249","68",6,"Sun",NA,1,"bur_col",1.26420229517191,NA,NA,NA
"2H6011_14","2H6011",14,"28RV441","125",6,"Sun",NA,1,"jea_col",1.26420229517191,NA,NA,NA
"2H6011_15","2H6011",15,"8RV492","146",6,"Sun",191,1,"cvi_col",-1.4358498330304,0.0712684699255223,-0.379472201495484,-0.412794008248825
"2H6011_16","2H6011",16,"13RV229","76",6,"Sun",1354,1,"sha_col",0.410114698004073,NA,1.27446878410253,0.895934391342258
"2H6011_2","2H6011",2,"29RV039","6",6,"Sun",1190,1,"ita_col",0.187423883105303,NA,1.09739830949141,1.21754281126176
"2H6011_3","2H6011",3,"20RV220","62",6,"Sun",1189,1,"bur_col",0.187423883105303,NA,0.733909954094867,0.0823964919410056
"2H6011_6","2H6011",6,"27RV432","126",6,"Sun",781,1,"oy_col",-0.490407063498618,0.41850747500384,0.739492615322571,-0.0860338603068298
"2H6011_7","2H6011",7,"28RV224","58",6,"Sun",NA,1,"jea_col",1.39811494988812,-2.03202471112211,NA,NA
"2H6011_7","2H6011",7,"6956","PU2-7",6,"Sun",NA,1,"accession",1.39811494988812,-2.03202471112211,NA,NA
"2H6011_8","2H6011",8,"13RV080","31",6,"Sun",495,1,"sha_col",-0.827273937535105,0.249120010532478,0.464272087913417,-0.155567537054183
"2H6011_9","2H6011",9,"20RV292","80",6,"Sun",NA,1,"bur_col",1.80232942528854,NA,NA,NA
"2H6012_1","2H6012",1,"20RV203","59",6,"Sun",511,1,"bur_col",-0.827273937535105,-0.0213063336722642,-0.441486399497432,-0.658754700044012
"2H6012_10","2H6012",10,"21RV067","23",6,"Sun",509,1,"blh_col",-0.827273937535105,0.634070900039805,-0.17953804535802,-0.137090892934899
"2H6012_11","2H6012",11,"29RV201","45",6,"Sun",1193,1,"ita_col",0.187423883105303,NA,0.705711779793806,-0.0742868542053908
"2H6012_12","2H6012",12,"8RV161","52",6,"Sun",1514,1,"cvi_col",0.882001847873681,0.904801004913573,0.873942839714772,0.591904357684912
"2H6012_13","2H6012",13,"8RV140","47",6,"Sun",188,1,"cvi_col",-1.4358498330304,0.838651420532034,-0.0370535802684798,-0.932274248592615
"2H6012_14","2H6012",14,"20RV014","5",6,"Sun",510,1,"bur_col",-0.827273937535105,1.57819968004034,0.674130470385502,-0.334048777192894
"2H6012_15","2H6012",15,"21RV122","38",6,"Sun",784,1,"blh_col",-0.490407063498618,-0.520236364736189,-0.114918299098495,0.402773460591606
"2H6012_16","2H6012",16,"21RV456","129",6,"Sun",783,1,"blh_col",-0.490407063498618,-0.0278322180804483,1.20416733837453,0.960922785578516
"2H6012_16","2H6012",16,"8374","RSCH-4",6,"Sun",783,1,"accession",-0.490407063498618,-0.0278322180804483,1.20416733837453,0.960922785578516
"2H6012_2","2H6012",2,"29RV405","99",6,"Sun",40,1,"ita_col",-1.93616326800042,NA,-0.0104413737786745,-0.770077907649037
"2H6012_3","2H6012",3,"8RV440","139",6,"Sun",507,1,"cvi_col",-0.827273937535105,1.28322912338732,0.0521259809845953,-1.16937739131
"2H6012_4","2H6012",4,"29RV522","119",6,"Sun",996,1,"ita_col",-0.194996438790942,NA,0.721984162420608,0.221190438850786
"2H6012_5","2H6012",5,"13RV166","54",6,"Sun",512,1,"sha_col",-0.827273937535105,0.377035804322408,0.088749209952281,-1.68669870376126
"2H6012_6","2H6012",6,"13RV416","124",6,"Sun",785,1,"sha_col",-0.490407063498618,0.923161909716674,1.16302586604658,0.711138815771134
"2H6012_7","2H6012",7,"13RV256","84",6,"Sun",508,1,"sha_col",-0.827273937535105,1.15268177233235,0.206486906226302,-0.0988720777934949
"2H6012_8","2H6012",8,"8RV319","107",6,"Sun",997,1,"cvi_col",-0.194996438790942,NA,-0.455921925188594,0.303599861881613
"2H6013_10","2H6013",10,"29RV194","41",6,"Sun",NA,1,"ita_col",1.26420229517191,NA,NA,NA
"2H6013_10","2H6013",10,"6961","Se-0",6,"Sun",NA,1,"accession",1.26420229517191,NA,NA,NA
"2H6013_11","2H6013",11,"13RV222","72",6,"Sun",788,1,"sha_col",-0.490407063498618,0.458133245560907,1.08044133155891,-0.112831087249722
"2H6013_13","2H6013",13,"21RV049","14",6,"Sun",1192,1,"blh_col",0.187423883105303,NA,1.45442697057382,0.0497390514316104
"2H6013_14","2H6013",14,"29RV270","65",6,"Sun",790,1,"ita_col",-0.827273937535105,-0.271521221923286,1.60926040288794,-0.371032121196146
"2H6013_15","2H6013",15,"21RV113","35",6,"Sun",789,1,"blh_col",-0.490407063498618,0.63027964173059,0.748524642147165,-0.226593863120075
"2H6013_16","2H6013",16,"27RV034","13",6,"Sun",1352,1,"oy_col",0.187423883105303,NA,1.66770390724455,0.453698929276597
"2H6013_3","2H6013",3,"13RV095","35",6,"Sun",490,1,"sha_col",-0.827273937535105,0.989990139597607,0.13062856345323,0.0586394722402672
"2H6013_5","2H6013",5,"21RV237","72",6,"Sun",185,1,"blh_col",-1.93616326800042,NA,-0.497048778374637,-0.928558156797095
"2H6013_6","2H6013",6,"8RV106","37",6,"Sun",NA,1,"cvi_col",1.26420229517191,NA,NA,NA
"2H6013_7","2H6013",7,"21RV048","13",6,"Sun",787,1,"blh_col",-0.490407063498618,-0.0799969949532674,1.06560557115473,-0.0472539729865117
"2H6013_8","2H6013",8,"20RV243","65",6,"Sun",786,1,"bur_col",-0.490407063498618,-0.313786116049334,0.726905152762086,0.146389647752706
"2H6014_1","2H6014",1,"27RV392","112",6,"Sun",1210,1,"oy_col",0.187423883105303,NA,0.929559069314553,0.899981235636903
"2H6014_1","2H6014",1,"8311","IN-0",6,"Sun",1210,1,"accession",0.187423883105303,NA,0.929559069314553,0.899981235636903
"2H6014_10","2H6014",10,"13RV266","86",6,"Sun",1539,1,"sha_col",0.882001847873681,1.00420345316415,1.80878828403775,1.64071561216118
"2H6014_11","2H6014",11,"27RV399","115",6,"Sun",NA,1,"oy_col",1.80232942528854,NA,NA,NA
"2H6014_12","2H6014",12,"27RV042","14",6,"Sun",1208,1,"oy_col",0.187423883105303,NA,0.2351140069986,0.375213912762103
"2H6014_13","2H6014",13,"21RV262","76",6,"Sun",1541,1,"blh_col",0.882001847873681,1.04686910276309,0.642674891868624,0.710568063038247
"2H6014_14","2H6014",14,"20RV356","104",6,"Sun",189,1,"bur_col",-1.4358498330304,1.35135842472933,-0.0974174671636008,-1.21298680758647
"2H6014_15","2H6014",15,"21RV473","134",6,"Sun",1004,1,"blh_col",-0.194996438790942,NA,0.311801912935441,0.363038089262702
"2H6014_2","2H6014",2,"20RV428","117",6,"Sun",1005,1,"bur_col",-0.194996438790942,NA,-1.82468687140421,-0.658754700044012
"2H6014_3","2H6014",3,"20RV477","129",6,"Sun",800,1,"bur_col",-0.490407063498618,0.511026591384607,0.592440616807775,0.320723195711892
"2H6014_4","2H6014",4,"21RV210","58",6,"Sun",NA,1,"blh_col",1.80232942528854,NA,NA,NA
"2H6014_4","2H6014",4,"8252","ALC-0",6,"Sun",NA,1,"accession",1.80232942528854,NA,NA,NA
"2H6014_5","2H6014",5,"27RV470","134",6,"Sun",1540,1,"oy_col",0.882001847873681,0.159427422127865,0.277136802676585,1.33180953277922
"2H6014_6","2H6014",6,"29RV014","3",6,"Sun",1339,1,"ita_col",0.410114698004073,NA,1.35263239956258,1.67624278136311
"2H6014_7","2H6014",7,"20RV172","46",6,"Sun",1209,1,"bur_col",0.187423883105303,NA,1.00075059994103,-0.264088408798571
"2H6015_10","2H6015",10,"20RV188","52",6,"Sun",1206,1,"bur_col",0.187423883105303,NA,1.81691027793594,0.24320976789121
"2H6015_10","2H6015",10,"6906","C24",6,"Sun",1206,1,"accession",0.187423883105303,NA,1.81691027793594,0.24320976789121
"2H6015_11","2H6015",11,"13RV174","58",6,"Sun",805,1,"sha_col",-0.490407063498618,-0.365521762908398,0.785525962417757,-1.18754837589853
"2H6015_12","2H6015",12,"21RV288","84",6,"Sun",1204,1,"blh_col",0.187423883105303,NA,1.04890188819577,0.557578351049071
"2H6015_13","2H6015",13,"21RV195","53",6,"Sun",808,1,"blh_col",-0.490407063498618,0.365732683377657,1.60092480350763,0.0832688281585492
"2H6015_14","2H6015",14,"29RV046","7",6,"Sun",806,1,"ita_col",-0.827273937535105,-0.248321222350206,1.60884458778431,-0.452036191650349
"2H6015_15","2H6015",15,"8RV275","84",6,"Sun",516,1,"cvi_col",-0.827273937535105,0.908854082560515,0.959133014344878,-0.21252383215016
"2H6015_16","2H6015",16,"8RV310","103",6,"Sun",1007,1,"cvi_col",-0.194996438790942,NA,1.13631197117693,0.128757531007584
"2H6015_2","2H6015",2,"29RV254","60",6,"Sun",1344,1,"ita_col",0.410114698004073,NA,1.41341284667554,1.03636560092095
"2H6015_4","2H6015",4,"8RV017","5",6,"Sun",1538,1,"cvi_col",0.882001847873681,1.23219295393837,1.19251473046768,1.35746175656738
"2H6015_5","2H6015",5,"28RV325","86",6,"Sun",NA,1,"jea_col",1.58249310859434,0.500001615642608,NA,NA
"2H6015_7","2H6015",7,"27RV295","84",6,"Sun",1205,1,"oy_col",0.187423883105303,NA,0.870082525847607,1.26083367844877
"2H6015_9","2H6015",9,"8RV198","60",6,"Sun",807,1,"cvi_col",-0.490407063498618,0.0374790246271032,0.424301322851987,-1.42183990897992
"2H6016_10","2H6016",10,"28RV426","118",6,"Sun",1196,1,"jea_col",0.187423883105303,NA,1.04077816271545,0.251769815282276
"2H6016_11","2H6016",11,"20RV015","6",6,"Sun",1520,1,"bur_col",0.882001847873681,-0.557994275122471,0.51769545100669,0.913562682240412
"2H6016_12","2H6016",12,"28RV483","138",6,"Sun",1012,1,"jea_col",-0.490407063498618,0.596771440877787,0.361587892992656,1.00312070285801
"2H6016_13","2H6016",13,"27RV026","10",6,"Sun",820,1,"oy_col",-0.490407063498618,1.03013289021025,0.62186650151287,0.201243997545421
"2H6016_14","2H6016",14,"20RV191","54",6,"Sun",NA,1,"bur_col",1.80232942528854,NA,NA,NA
"2H6016_15","2H6016",15,"28RV365","98",6,"Sun",1195,1,"jea_col",0.187423883105303,NA,0.83032052271813,0.233813736129377
"2H6016_2","2H6016",2,"6043","LOV-1",6,"Sun",NA,1,"accession",1.90275823628666,NA,NA,NA
"2H6016_8","2H6016",8,"27RV382","107",6,"Sun",1194,1,"oy_col",0.187423883105303,NA,1.02382428087176,0.289302006645323
"2H6016_8","2H6016",8,"6908","CIBC-5",6,"Sun",1194,1,"accession",0.187423883105303,NA,1.02382428087176,0.289302006645323
"2H6016_9","2H6016",9,"21RV508","150",6,"Sun",1521,1,"blh_col",0.882001847873681,0.720767515692731,1.02793231195309,1.44368301234633
"2H6017_1","2H6017",1,"21RV253","74",6,"Sun",499,1,"blh_col",-0.827273937535105,0.0739168630978009,0.0146589095741571,-0.696869826133741
"2H6017_10","2H6017",10,"28RV096","30",6,"Sun",NA,1,"jea_col",1.26420229517191,NA,NA,NA
"2H6017_11","2H6017",11,"21RV083","27",6,"Sun",819,1,"blh_col",-0.490407063498618,-0.339664038443346,0.00379339104508914,-0.521920219135702
"2H6017_13","2H6017",13,"27RV027","11",6,"Sun",1176,1,"oy_col",0.187423883105303,NA,-0.345277035078659,0.113470003488313
"2H6017_15","2H6017",15,"8RV257","78",6,"Sun",1013,1,"cvi_col",-0.194996438790942,NA,0.971302891339331,0.395052072092144
"2H6017_16","2H6017",16,"13RV067","26",6,"Sun",818,1,"sha_col",-0.490407063498618,-0.145096195892425,0.724797941342536,0.195609425058259
"2H6017_3","2H6017",3,"13RV136","43",6,"Sun",817,1,"sha_col",-0.490407063498618,0.763169910512593,0.799024051184081,0.356551160723527
"2H6017_4","2H6017",4,"29RV326","78",6,"Sun",1175,1,"ita_col",0.187423883105303,NA,-0.356140402786991,0.0928295288305604
"2H6017_5","2H6017",5,"21RV311","91",6,"Sun",1350,1,"blh_col",0.410114698004073,NA,1.04832292429906,1.43174140236464
"2H6017_7","2H6017",7,"8RV318","106",6,"Sun",1529,1,"cvi_col",0.882001847873681,-0.775586699281226,0.588629946097547,1.61552544710508
"2H6018_1","2H6018",1,"13RV039","18",6,"Sun",1533,1,"sha_col",0.882001847873681,0.243134068107718,1.76303760305053,1.31980347206366
"2H6018_10","2H6018",10,"29RV163","32",6,"Sun",1180,1,"ita_col",0.187423883105303,NA,0.579448361422377,0.349309824809721
"2H6018_11","2H6018",11,"20RV277","74",6,"Sun",1179,1,"bur_col",0.187423883105303,NA,1.04890188819577,0.322202780306301
"2H6018_12","2H6018",12,"28RV301","79",6,"Sun",1178,1,"jea_col",0.187423883105303,NA,1.00610355144027,-0.172200356810082
"2H6018_13","2H6018",13,"29RV599","136",6,"Sun",780,1,"ita_col",-0.490407063498618,1.09711304581169,1.80062771976231,0.143047782261362
"2H6018_14","2H6018",14,"20RV019","8",6,"Sun",1014,1,"bur_col",-0.490407063498618,0.775079607430434,1.48868354265456,-0.330522727660491
"2H6018_16","2H6018",16,"29RV592","134",6,"Sun",1532,1,"ita_col",0.882001847873681,-0.434913278258473,0.545339491837371,1.07165098290628
"2H6018_2","2H6018",2,"28RV037","18",6,"Sun",NA,1,"jea_col",1.80232942528854,NA,NA,NA
"2H6018_4","2H6018",4,"8RV136","44",6,"Sun",517,1,"cvi_col",-0.827273937535105,NA,0.0351052793011838,-0.329349410010807
"2H6018_6","2H6018",6,"28RV512","148",6,"Sun",NA,1,"jea_col",1.80232942528854,NA,NA,NA
"2H6018_7","2H6018",7,"20RV438","118",6,"Sun",NA,1,"bur_col",1.26420229517191,NA,NA,NA
"2H6018_8","2H6018",8,"8RV323","109",6,"Sun",1177,1,"cvi_col",0.187423883105303,NA,0.469200919239556,0.596217761922182
"2H6018_9","2H6018",9,"27RV085","25",6,"Sun",1534,1,"oy_col",0.882001847873681,0.0620005714744379,0.154653133660788,1.63975366888096
"2H6019_10","2H6019",10,"29RV483","113",6,"Sun",999,1,"ita_col",-0.194996438790942,NA,0.814412801365406,0.519866043527641
"2H6019_11","2H6019",11,"13RV247","80",6,"Sun",998,1,"sha_col",-0.194996438790942,NA,0.496049176217659,0.290058017538996
"2H6019_13","2H6019",13,"13RV318","100",6,"Sun",1217,1,"sha_col",0.187423883105303,NA,0.437733005508448,-0.360190527292604
"2H6019_15","2H6019",15,"20RV534","150",6,"Sun",1216,1,"bur_col",0.187423883105303,NA,0.782134271043216,0.64108191513367
