qtl,avg_snp_betas_sq,avg_snp_pve,score,left_bound,right_bound
m_4_407208,0.0146947979206557,0.0436422007942902,9.87028686925662,m_4_41028,m_4_527682
m_5_4216890,0.0120584550449688,0.0485386147614527,12.1924743028275,m_5_3799350,m_5_4647184
