qtl,avg_snp_betas_sq,avg_snp_pve,score,left_bound,right_bound
m_4_41028,0.0147639500539259,0.0435210781810129,9.79379597077136,m_4_41028,m_4_527682
m_5_3811043,0.0116647295902632,0.0494552283107513,11.4197459456699,m_5_3799350,m_5_4647184
